procesador_frecuencia_turbo_max_ghz,procesador_numero_nucleos,disco_duro_capacidad_de_memoria_ssd_gb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,procesador,procesador_tipo,grafica_tarjeta,ram_tipo,sistema_operativo_sistema_operativo,alimentacion_wattage_binned
4.9,8.0,1000.0,16.0,3200.0,Intel Core i7-11700F,Core i7,NVIDIA GeForce RTX 3060 Ti,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.3,6.0,500.0,16.0,3200.0,Intel Core i5-10400,Core i5,Intel UHD Graphics 630,DDR4,Microsoft Windows 11 Professional,Medium_Power (201-500W)
4.7,2.0,1000.0,4.0,1600.0,Intel Celeron G1840,Celeron,Intel HD Graphics 4400,DDR3,Microsoft Windows 7 Professional,Medium_Power (201-500W)
4.1,6.0,480.0,16.0,3200.0,AMD Ryzen 5 4500,Ryzen 5,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.3,6.0,500.0,16.0,3200.0,Intel Core i5-10400,Core i5,Intel HD Graphics 630,DDR4,FreeDOS,Medium_Power (201-500W)
5.3,14.0,2000.0,32.0,3200.0,Intel Core i5-14600KF,Core i5,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,10.0,512.0,16.0,3200.0,Apple M2 Pro,Apple M,Apple M2 Pro GPU,DDR4,macOS Ventura,High_Power (501-850W)
4.5,14.0,512.0,16.0,5600.0,Intel Core Ultra 5 125H,Intel Core Ultra 5,Intel Arc Graphics,DDR5,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.7,8.0,256.0,16.0,3200.0,Intel Core i5-13500T,Core i5,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.9,12.0,1000.0,32.0,3200.0,Intel Core i7-12700F,Core i7,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.3,4.0,256.0,8.0,3200.0,Intel Core i3-12100,Core i3,Intel UHD Graphics 730,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.0,4.0,480.0,16.0,3200.0,AMD Ryzen 3 3200G,Ryzen 3,AMD Radeon RX Vega 8,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,4.0,1000.0,16.0,3200.0,Intel Core i7-1165G7,Core i7,Intel Iris Xe Graphics,DDR4,ninguno,High_Power (501-850W)
4.4,6.0,256.0,8.0,4800.0,Intel Core i5-12500T,Core i5,Intel UHD Graphics 770,DDR5,Microsoft Windows 10 Professional,Low_Power (0-200W)
4.4,8.0,512.0,16.0,3200.0,Intel Core i5-12450H,Core i5,Intel UHD Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
3.9,8.0,256.0,16.0,1866.0,Intel Xeon E5,Xeon,2 x AMD FirePro D700,DDR3,macOS Mojave,High_Power (501-850W)
4.5,12.0,1000.0,32.0,3200.0,AMD Ryzen Threadripper PRO 5945WX,Ryzen Threadripper PRO,NVIDIA RTX A2000,DDR4,Microsoft Windows 11 Professional,Very_High_Power (>850W)
5.0,12.0,1000.0,32.0,3200.0,Intel Core i7-12700K,Core i7,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.4,10.0,1000.0,16.0,3200.0,Intel Core 7 150U,Intel Core 7,Intel Graphics,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,1000.0,32.0,3200.0,Intel Core i9-13900K,Core i9,NVIDIA RTX A4000,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.9,12.0,512.0,16.0,3200.0,Inter Core i7-12700,Core i7,Intel UHD Graphics 770,DDR4,FreeDOS,Medium_Power (201-500W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
3.6,4.0,512.0,16.0,3200.0,Intel N97,Intel N,Intel UHD Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.1,14.0,1000.0,32.0,3200.0,Intel Core i5-13600KF,Core i5,NVIDIA GeForce RTX 4070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
6.0,24.0,2000.0,32.0,3200.0,Intel Core i9-14900KF,Core i9,NVIDIA GeForce RTX 4080 Super,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
4.7,10.0,1000.0,16.0,3200.0,Intel Core i5-14400,Core i5,Intel UHD Graphics 730,DDR4,Microsoft Windows 11 Home,Medium_Power (201-500W)
4.3,6.0,1000.0,16.0,3200.0,Intel Core i5-10400,Core i5,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.3,8.0,1000.0,32.0,3200.0,AMD Ryzen 7 7700,Ryzen 7,AMD Radeon Graphics,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.0,4.0,240.0,16.0,3200.0,AMD Ryzen 3 3200G,Ryzen 3,AMD Radeon RX Vega 8,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
2.9,4.0,32.0,8.0,3200.0,Intel Celeron N5105,Celeron,Intel UHD Graphics,DDR4,Wyse Thin OS,High_Power (501-850W)
4.4,6.0,256.0,8.0,3200.0,Intel Core i5-12400,Core i5,Intel UHD Graphics 730,DDR4,Microsoft Windows 11 Professional,Medium_Power (201-500W)
5.4,20.0,512.0,16.0,5600.0,Intel Core i7-14700,Core i7,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
5.2,16.0,2000.0,32.0,3200.0,Intel Core i9-12900KF,Core i9,NVIDIA GeForce RTX 4070 Super,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.1,2.0,1000.0,16.0,3200.0,Intel Core i3-1115G4,Core i3,Intel UHD Graphics,DDR4,ninguno,High_Power (501-850W)
4.7,10.0,512.0,16.0,3200.0,Apple M4,Apple M,Apple M4 10-Core GPU,DDR4,macOS Sequoia,Low_Power (0-200W)
4.8,16.0,1000.0,32.0,5600.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.9,12.0,512.0,16.0,4800.0,Inter Core i7-12700,Core i7,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.3,4.0,256.0,8.0,3200.0,Intel Core i3-12100,Core i3,Intel UHD Graphics 730,DDR4,Microsoft Windows 10 Professional,Medium_Power (201-500W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.6,10.0,256.0,8.0,3200.0,Intel Core i5-13400,Core i5,Intel UHD Graphics 730,DDR4,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.7,8.0,2000.0,128.0,3200.0,Unknown,Ryzen Threadripper PRO,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Home,Very_High_Power (>850W)
5.2,16.0,512.0,16.0,4800.0,Intel Core i7-13700,Core i7,NVIDIA RTX A2000,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
4.8,8.0,256.0,8.0,2933.0,Intel Core i7-10700,Core i7,Intel UHD Graphics 630,DDR4,Microsoft Windows 10 Professional,Low_Power (0-200W)
4.7,8.0,256.0,16.0,2400.0,Intel Core i5-10210U,Core i5,Intel UHD Graphics 620,DDR3,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,512.0,16.0,3200.0,Intel Core i7-13700T,Core i7,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,256.0,8.0,3200.0,Intel Core i5-11400,Core i5,Intel UHD Graphics 630,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,512.0,8.0,3200.0,Intel Core i5-12400,Core i5,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
6.0,24.0,1000.0,32.0,4800.0,Intel Core i9-14900K,Core i9,NVIDIA RTX A2000,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,1000.0,16.0,3200.0,Intel Core i5-12400F,Core i5,AMD Radeon RX 6750 XT,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.4,20.0,1000.0,32.0,4800.0,Intel Core i7-14700,Core i7,NVIDIA RTX A2000,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
5.3,14.0,1000.0,32.0,3200.0,Intel Core i5-14600KF,Core i5,NVIDIA GeForce RTX 4070 Super,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
5.0,14.0,512.0,16.0,5600.0,Intel Core i5-14500,Core i5,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Low_Power (0-200W)
5.8,24.0,1000.0,32.0,3200.0,Intel Core i9-13900KF,Core i9,NVIDIA GeForce RTX 4060 Ti,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.3,8.0,512.0,16.0,3200.0,AMD Ryzen 7 5700U,Ryzen 7,AMD Radeon Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,1000.0,32.0,3200.0,Intel Core i9-13900KF,Core i9,NVIDIA GeForce RTX 4070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
3.4,4.0,512.0,16.0,4800.0,Intel N100,Intel N,Intel UHD Graphics,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.2,4.0,256.0,8.0,3200.0,AMD Ryzen 3 5300G,Ryzen 3,NVIDIA GeForce GTX 1650,DDR4,FreeDOS,Medium_Power (201-500W)
4.0,4.0,1000.0,8.0,3200.0,AMD Ryzen 3 3200G,Ryzen 3,AMD Radeon RX Vega 8,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Intel Core i7-12700F,Core i7,NVIDIA GeForce RTX 3060,DDR4,FreeDOS,High_Power (501-850W)
3.5,4.0,64.0,8.0,3200.0,AMD Ryzen Embedded R2314,AMD Ryzen Embedded R,AMD Radeon Graphics,DDR4,Microsoft Windows 11 Professional,Low_Power (0-200W)
5.0,14.0,512.0,16.0,4800.0,Intel Core i5-14500,Core i5,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.6,8.0,2000.0,32.0,3200.0,AMD Ryzen 7 5700X,Ryzen 7,NVIDIA GeForce RTX 3060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,240.0,32.0,2133.0,Intel Core i7-5960X,Core i7,2 x nVidia GeForce GTX 980 Ti,DDR4,Microsoft Windows 10 Home,High_Power (501-850W)
4.6,6.0,1000.0,32.0,3200.0,AMD Ryzen 5 5600X,Ryzen 5,NVIDIA GeForce RTX 4070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,480.0,16.0,3200.0,Intel Core i7-6700,Core i7,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.4,16.0,2000.0,64.0,3200.0,Intel Core i7-13700KF,Core i7,AMD Radeon RX 7900 XTX,DDR5,Microsoft Windows 11 Home,High_Power (501-850W)
5.0,8.0,1000.0,32.0,3200.0,Intel Core i9-11900F,Core i9,NVIDIA GeForce RTX 3070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.8,16.0,1000.0,16.0,3200.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,ninguno,Low_Power (0-200W)
5.0,12.0,1000.0,16.0,3200.0,Intel Core i7-12700KF,Core i7,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
5.0,8.0,1000.0,32.0,3200.0,Intel Core i9-11900F,Core i9,NVIDIA GeForce RTX 3070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,2000.0,32.0,3200.0,Intel Core i9-13900KF,Core i9,NVIDIA GeForce RTX 4070 Ti,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.6,8.0,1000.0,16.0,3200.0,Intel Core i5-13420H,Core i5,Intel UHD Graphics,DDR4,Microsoft Windows 11 Home,Low_Power (0-200W)
3.8,8.0,512.0,16.0,3200.0,Intel Core i3-N300,Core i3,Intel UHD Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,512.0,16.0,3200.0,Intel Core i5-12400F,Core i5,NVIDIA GeForce RTX 3060,DDR4,FreeDOS,High_Power (501-850W)
5.2,16.0,1000.0,16.0,3200.0,Intel Core i7-13700F,Core i7,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Intel Core 7 150U,Core i7,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,10.0,256.0,8.0,4800.0,Intel Core i5-13400T,Core i5,Intel UHD Graphics 730,DDR5,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.8,6.0,1000.0,16.0,3200.0,Intel Core i5-12600,Core i5,NVIDIA GeForce RTX 4070,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.6,8.0,1000.0,16.0,3200.0,AMD Ryzen 7 5700G,Ryzen 7,AMD Radeon Graphics,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.8,16.0,1000.0,32.0,4800.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Microsoft Windows 11 Home,Low_Power (0-200W)
4.1,2.0,1000.0,8.0,2666.0,Intel Core i3-10110U,Core i3,Intel UHD Graphics 770,DDR4,Microsoft Windows 10 Home,Low_Power (0-200W)
5.2,8.0,2000.0,32.0,3200.0,AMD Ryzen 7 9800X3D,Ryzen 7,NVIDIA GeForce RTX 4080 Super,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.4,20.0,1000.0,32.0,3200.0,Intel Core i7-14700,Core i7,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Home,Medium_Power (201-500W)
4.2,4.0,1000.0,16.0,3200.0,Intel Core i5-1135G7,Core i5,Intel Iris Xe Graphics,DDR4,ninguno,High_Power (501-850W)
2.9,4.0,64.0,8.0,3200.0,Intel Celeron N5105,Intel Celeron,Intel UHD Graphics,DDR4,Wyse Thin OS,Low_Power (0-200W)
5.0,8.0,1000.0,32.0,3200.0,Intel Core i9-11900F,Core i9,NVIDIA GeForce RTX 4070 Ti,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,512.0,16.0,3200.0,Intel Core i5-12400F,Core i5,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
6.0,24.0,2000.0,64.0,3200.0,Intel Core i9-14900KF,Core i9,NVIDIA GeForce RTX 4090,DDR5,Microsoft Windows 11 Home,Very_High_Power (>850W)
4.4,4.0,256.0,8.0,3200.0,Intel Core i3-10105,Core i3,Intel UHD Graphics 630,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
4.2,4.0,128.0,8.0,2666.0,Intel Core i5-10210U,Core i5,Intel UHD Graphics,DDR4,Google Chrome OS,Low_Power (0-200W)
4.5,6.0,256.0,16.0,2666.0,Intel Core i5-10500,Core i5,Intel UHD Graphics 630,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Core i7,NVIDIA GeForce RTX 4070,DDR5,Microsoft Windows 11 Home,High_Power (501-850W)
5.3,6.0,1000.0,16.0,3200.0,AMD Ryzen 5 7600X,Ryzen 5,NVIDIA GeForce RTX 4070 Super,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,4400.0,Unknown,Unknown,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
5.4,16.0,2000.0,64.0,3200.0,Intel Core i7-13700KF,Core i7,NVIDIA GeForce RTX 4070,DDR5,ninguno,High_Power (501-850W)
4.1,6.0,1000.0,16.0,3200.0,AMD Ryzen 5 4500,Ryzen 5,NVIDIA GeForce GTX 1650,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
3.8,8.0,1000.0,16.0,3200.0,Intel Core i3-N305,Core i3,Intel UHD Graphics 1250,DDR4,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,AMD Radeon Graphics,DDR4,Microsoft Windows 11 Professional,Low_Power (0-200W)
4.3,6.0,256.0,8.0,3200.0,Intel Core i5-10400,Core i5,Intel UHD Graphics 630,DDR4,Microsoft Windows 10 Professional,Low_Power (0-200W)
5.3,8.0,1000.0,32.0,3200.0,AMD Ryzen 7 7700,Ryzen 7,NVIDIA GeForce RTX 4070 Super,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,1000.0,32.0,4400.0,Intel Core i9-14900,Core i9,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
5.3,20.0,1000.0,16.0,4800.0,Intel Core i7-14700F,Core i7,NVIDIA GeForce RTX 4060 Ti,DDR5,Microsoft Windows 11 Home,High_Power (501-850W)
4.9,12.0,512.0,16.0,4800.0,Inter Core i7-12700,Core i7,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,2000.0,64.0,3200.0,Intel Core i9-13900K,Core i9,NVIDIA GeForce RTX 4090,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.6,10.0,512.0,8.0,3200.0,Intel Core i5-13400,Core i5,Intel UHD Graphics 730,DDR4,Microsoft Windows 11 Professional,Medium_Power (201-500W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Intel Core i3-1220P,Core i3,Intel UHD Graphics,DDR4,ninguno,High_Power (501-850W)
4.7,8.0,1000.0,16.0,2666.0,Unknown,Unknown,NVIDIA GeForce GTX 1650,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.9,8.0,1000.0,16.0,3200.0,Intel Core i7-11700F,Core i7,NVIDIA GeForce RTX 3050,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,64.0,3200.0,AMD Ryzen Threadripper PRO 5975WX,Threadripper,sin tarjeta gráfica,DDR4,Microsoft Windows 10 Professional,Very_High_Power (>850W)
5.2,16.0,1000.0,16.0,3200.0,Intel Core i7-13700F,Core i7,NVIDIA GeForce RTX 4060 Ti,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.2,16.0,1000.0,16.0,3200.0,Intel Core i7-13700F,Core i7,NVIDIA GeForce RTX 3070 Ti,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
2.9,4.0,32.0,4.0,3200.0,Intel Celeron N5105,Celeron,Intel UHD Graphics,DDR4,Wyse Thin OS,Low_Power (0-200W)
5.0,8.0,1000.0,32.0,3200.0,Intel Core i9-11900F,Core i9,NVIDIA GeForce RTX 3070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
3.4,4.0,1000.0,16.0,3200.0,Intel N100,Intel N,Intel Iris Xe Graphics,DDR4,FreeDOS,High_Power (501-850W)
4.6,8.0,2000.0,32.0,3200.0,AMD Ryzen 7 5700X,Ryzen 7,NVIDIA GeForce RTX 4070 Super,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.7,8.0,1000.0,32.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,1000.0,16.0,4800.0,Intel Core i9-14900,Core i9,NVIDIA GeForce RTX 3060,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
5.4,20.0,1000.0,16.0,3200.0,Intel Core i7-14700F,Core i7,NVIDIA GeForce RTX 4060 Ti,DDR5,ninguno,High_Power (501-850W)
5.8,24.0,1000.0,32.0,3200.0,Intel Core i9-13900KF,Core i9,NVIDIA GeForce RTX 3070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.2,16.0,512.0,16.0,3200.0,Intel Core i7-13700,Core i7,NVIDIA Quadro T400,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,10.0,2000.0,32.0,3200.0,Intel Core i5-14400F,Core i5,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,1000.0,32.0,3200.0,Intel Core i5-12400F,Core i5,AMD Radeon RX 6600,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,256.0,16.0,3200.0,Intel Core i5-10500,Core i5,Intel UHD Graphics 630,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
6.0,24.0,1000.0,64.0,3200.0,Intel Core i9-14900K,Core i9,NVIDIA GeForce RTX 4070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
3.6,4.0,500.0,16.0,3200.0,Intel N150,Intel N,Intel UHD Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,512.0,16.0,3200.0,Intel Core i5-11400,Core i5,Intel UHD Graphics 730,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.5,12.0,1000.0,16.0,3200.0,Intel Core i5-1340PE,Core i5,Intel Iris Xe Graphics,DDR4,ninguno,High_Power (501-850W)
4.7,6.0,256.0,8.0,5600.0,Intel Core 3 100U,Core i3,Intel Graphics,DDR5,Microsoft Windows 11 Home,High_Power (501-850W)
4.2,6.0,2000.0,32.0,3200.0,AMD Ryzen 5 5500,Ryzen 5,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Unknown,Unknown,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.4,6.0,512.0,8.0,3200.0,AMD Ryzen 5 5600G,Ryzen 5,AMD Radeon RX 6400,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.7,8.0,1000.0,16.0,3200.0,Intel Pentium Silver N6005,Pentium,Intel UHD Graphics,DDR4,ninguno,High_Power (501-850W)
5.8,24.0,1000.0,32.0,3200.0,Intel Core i9-13900K,Core i9,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,4.0,512.0,16.0,4800.0,Intel Core i3-14100,Core i3,Intel UHD Graphics 730,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
5.2,16.0,512.0,16.0,4800.0,Intel Core i7-13700,Core i7,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
4.9,8.0,1000.0,16.0,3200.0,Intel Core i7-11700F,Core i7,NVIDIA GeForce RTX 3060,DDR4,FreeDOS,High_Power (501-850W)
4.3,6.0,1000.0,16.0,3200.0,Intel Core i5-10400,Core i5,NVIDIA GeForce RTX 3060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.2,10.0,500.0,16.0,2666.0,Intel Core i9-10900F,Core i9,NVIDIA GeForce GTX 1650,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
4.7,8.0,3000.0,32.0,3200.0,AMD Ryzen 9 5900X,Ryzen 9,NVIDIA GeForce RTX 3080,DDR4,FreeDOS,High_Power (501-850W)
5.4,8.0,1000.0,32.0,3200.0,AMD Ryzen 7 7700X,Ryzen 7,NVIDIA GeForce RTX 4060 Ti,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.7,12.0,1000.0,16.0,3200.0,Intel Core i7-1260P,Core i7,Intel Iris Xe Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.2,16.0,512.0,16.0,5600.0,Intel Core i7-13700,Core i7,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
5.5,20.0,2000.0,32.0,3200.0,Intel Core Ultra 7 265KF,Intel Core Ultra 7,NVIDIA GeForce RTX 4080 Super,DDR5,Microsoft Windows 11 Home,High_Power (501-850W)
4.7,8.0,1000.0,32.0,3200.0,Unknown,Unknown,NVIDIA RTX A2000,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,14.0,1000.0,16.0,4800.0,Unknown,Unknown,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,High_Power (501-850W)
5.2,16.0,1000.0,16.0,3200.0,Intel Core i7-13700F,Core i7,NVIDIA GeForce RTX 4060,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.6,12.0,2000.0,64.0,3200.0,AMD Ryzen 9 9900X,Ryzen 9,AMD Radeon RX 7900 GRE,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.4,8.0,2000.0,32.0,3200.0,AMD Ryzen 7 7700X,Ryzen 7,NVIDIA GeForce RTX 4080 Super,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,8.0,512.0,16.0,3200.0,Unknown,Ryzen 3,Intel UHD Graphics 770,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.6,20.0,1000.0,32.0,4800.0,Intel Core i7-14700KF,Core i7,NVIDIA GeForce RTX 4080 Super,DDR5,Microsoft Windows 11 Home,Very_High_Power (>850W)
4.6,4.0,1000.0,32.0,3200.0,Intel Xeon W-2225,Xeon,NVIDIA RTX A4500,DDR4,Microsoft Windows 10 Professional,High_Power (501-850W)
3.3,4.0,32.0,8.0,3200.0,Intel Pentium Silver N6005,Pentium,Intel UHD Graphics,DDR4,Wyse Thin OS,Low_Power (0-200W)
3.4,4.0,1000.0,16.0,3200.0,Intel N100,Intel Celeron,Intel UHD Graphics,DDR4,ninguno,Low_Power (0-200W)
4.0,6.0,500.0,8.0,3200.0,AMD Ryzen 5 5560U,Ryzen 5,AMD Radeon Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.6,8.0,1000.0,32.0,3200.0,AMD Ryzen 7 5700X,Ryzen 7,NVIDIA GeForce RTX 4070,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
4.7,12.0,512.0,16.0,3200.0,Intel Core i7-12700T,Core i7,Intel UHD Graphics 770,DDR4,Microsoft Windows 10 Professional,Low_Power (0-200W)
3.0,2.0,128.0,4.0,3200.0,Unknown,Unknown,Intel UHD Graphics,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.1,8.0,1000.0,32.0,3200.0,AMD Ryzen 7 8700G,Ryzen 7,AMD Radeon RX 7800 XT,DDR4,Microsoft Windows 11 Home,High_Power (501-850W)
4.0,6.0,1000.0,16.0,2666.0,Intel Core i5-8400,Core i5,Intel UHD Graphics 630,DDR4,Microsoft Windows 11 Professional,High_Power (501-850W)
5.8,24.0,1000.0,32.0,4800.0,Intel Core i9-14900,Core i9,Intel UHD Graphics 770,DDR5,Microsoft Windows 11 Professional,Medium_Power (201-500W)
4.5,14.0,1000.0,16.0,3200.0,Intel Core Ultra 5 125H,Intel Core Ultra 5,Intel Arc Graphics,DDR5,ninguno,Low_Power (0-200W)
