procesador_frecuencia_turbo_max_ghz,procesador_numero_nucleos,disco_duro_capacidad_de_memoria_ssd_gb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,alimentacion_vatios_hora,procesador,procesador_tipo,grafica_tarjeta,ram_tipo,sistema_operativo_sistema_operativo,camara_resolucion_pixeles,pantalla_tecnologia,pantalla_resolucion_pixeles
4.7,10.0,256.0,8.0,4800.0,66.5,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2880x1864
4.7,10.0,512.0,16.0,4800.0,63.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.5,6.0,512.0,16.0,3200.0,48.96,Intel Core i5-11400H,Intel Core i5,NVIDIA GeForce RTX 3050,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,8.0,512.0,8.0,4800.0,52.6,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,1600x900
4.5,6.0,512.0,8.0,3200.0,38.0,Intel Core i3-1315U,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,16.0,256.0,16.0,7500.0,56.0,Intel Core Ultra 7 165H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5X,Windows 11 Professional,1920x1080,Full HD,2496x1664
5.5,20.0,1000.0,32.0,5600.0,65.0,Intel Core i7-14700HX,Intel Core i7,NVIDIA RTX 2000 Ada,DDR5,Windows 11 Home,1280x720,QHD+,2560x1600
5.6,24.0,2000.0,32.0,4800.0,92.0,Intel Core i9-14900HX,Intel Core i9,NVIDIA GeForce RTX 4090,DDR5,Windows 11 Home,1280x720,WQUXGA,3840x2400
4.7,8.0,256.0,16.0,4800.0,52.6,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2560x1664
4.5,8.0,512.0,16.0,5600.0,48.0,AMD Ryzen 7 7435HS,AMD Ryzen 7,NVIDIA GeForce RTX 3050,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.4,10.0,512.0,16.0,4800.0,40.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Linux,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,6400.0,68.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1280x720,"3,2K",3000x2000
4.7,8.0,256.0,8.0,4800.0,50.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,macOS Catalina,1280x720,Full HD,2560x1600
4.2,4.0,512.0,8.0,4800.0,56.0,Intel Core i5-1135G7,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,4800.0,51.0,Intel Core i7-1355U,Intel Core i7,NVIDIA RTX A500,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
5.4,16.0,2000.0,32.0,4800.0,90.0,AMD Ryzen 9 7945HX,AMD Ryzen 9,NVIDIA GeForce RTX 4090,DDR5,Windows 11 Home,1920x1080,WQXGA,2560x1600
4.7,10.0,512.0,16.0,4800.0,58.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,32.0,4800.0,65.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR4,Windows 11 Professional,1920x1080,2.8K,2880x1800
4.8,10.0,256.0,16.0,4800.0,56.0,Intel Core i7-1265U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,2256x1504
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,14.0,1000.0,36.0,4800.0,100.0,Apple M3 Max,Apple M,Apple M3 Graphics,DDR4,macOS Sonoma,1920x1080,Retina,3456x2234
4.7,10.0,512.0,16.0,4800.0,42.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,14.0,512.0,16.0,4800.0,56.0,Intel Core i7-12700H,Intel Core i7,NVIDIA GeForce RTX 3050,LPDDR5,Windows 11 Home,1280x720,WUXGA,1920x1200
4.4,8.0,1000.0,8.0,4800.0,52.4,Intel Core i5-12450H,Intel Core i5,NVIDIA GeForce RTX 3050,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,4800.0,50.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,32.0,4800.0,63.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.1,4.0,512.0,16.0,4800.0,38.0,AMD Ryzen 3 7320U,AMD Ryzen 3,AMD Radeon 610M,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,80.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
5.0,14.0,1000.0,16.0,4800.0,99.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4070,DDR5,Windows 11 Home,1920x1080,QHD,2560x1440
4.4,10.0,256.0,8.0,3200.0,45.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,4800.0,77.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5X,Windows 11 Home,1920x1080,2.8K,2880x1800
4.4,6.0,256.0,8.0,3200.0,42.0,Intel Core i3-1215U,Intel Core i3,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,10.0,1000.0,16.0,2666.0,54.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,70.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,macOS Sonoma,1920x1080,Full HD,1920x1080
5.0,14.0,512.0,16.0,5200.0,80.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Professional,1920x1080,Full HD,2560x1600
4.8,16.0,1000.0,16.0,6400.0,99.9,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4060,LPDDR5,Windows 11 Home,1920x1080,QHD+,2560x1600
4.6,8.0,512.0,16.0,3200.0,51.0,Intel Core i7-11800H,Intel Core i7,NVIDIA RTX A1000,DDR4,Free DOS,1280x720,Full HD,1920x1080
5.5,20.0,1000.0,16.0,5600.0,65.0,Intel Core i7-14700HX,Intel Core i7,NVIDIA GeForce RTX 4050,DDR5,Free DOS,1280x720,Full HD,2560x1600
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,6400.0,68.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1280x720,Full HD,1600x900
5.0,10.0,1000.0,24.0,4800.0,90.0,AMD Ryzen AI 9 365,AMD Ryzen AI 9,NVIDIA GeForce RTX 4050,LPDDR5X,Windows 11 Home,1920x1080,4K,3840x2400
4.7,10.0,1000.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,12.0,512.0,16.0,5200.0,60.0,Intel Core i5-13500H,Intel Core i5,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1920x1080,QHD,2560x1440
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.1,8.0,1000.0,32.0,5600.0,80.0,AMD Ryzen 7 8845HS,AMD Ryzen 7,NVIDIA GeForce RTX 4070,DDR5,sin sistema operativo,1920x1080,WQXGA,2560x1600
4.4,8.0,512.0,16.0,4800.0,70.0,Intel Core i5-12450H,Intel Core i5,NVIDIA GeForce RTX 3050,DDR4,Windows 11 Home,1280x720,WUXGA,1920x1200
4.8,16.0,1000.0,32.0,4800.0,68.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5,Windows 11 Professional,1280x720,2.8K,2880x1800
5.2,16.0,1000.0,16.0,4800.0,90.0,Intel Core i7-14650HX,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,WQXGA,2560x1600
5.4,16.0,1000.0,16.0,4800.0,99.9,AMD Ryzen 9 7945HX,AMD Ryzen 9,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,QHD,2560x1440
4.7,10.0,512.0,16.0,3200.0,57.0,Intel Core i7-1255U,Intel Core i7,NVIDIA GeForce MX550,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.6,10.0,256.0,8.0,3200.0,60.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Free DOS,1920x1080,Full HD,1920x1080
5.2,8.0,1000.0,16.0,4800.0,75.0,AMD Ryzen 9 7940HS,AMD Ryzen 9,NVIDIA GeForce RTX 4060,LPDDR5,Windows 11 Home,1920x1080,WQXGA,2560x1600
4.5,8.0,1000.0,16.0,4800.0,50.0,AMD Ryzen 7 7730U,AMD Ryzen 7,AMD Radeon Graphics,DDR4,Windows 11 Home,1920x1080,WUXGA,1920x1200
4.4,10.0,256.0,16.0,4800.0,56.0,Intel Core i5-1245U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,2256x1504
3.3,4.0,128.0,4.0,4800.0,42.0,Intel Pentium N6000,Intel Pentium,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,6400.0,72.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5,Free DOS,1280x720,Full HD,1920x1080
5.4,14.0,1000.0,16.0,4800.0,50.0,Intel Core i9-13900H,Intel Core i9,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,16.0,4800.0,90.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4060,LPDDR5X,Windows 11 Home,1920x1080,WQXGA,2560x1600
5.3,20.0,500.0,16.0,4800.0,83.0,Intel Core i7-13850HX,Intel Core i7,NVIDIA RTX A2000,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
5.0,10.0,512.0,16.0,3200.0,57.0,Intel Core i7-1355U,Intel Core i7,NVIDIA GeForce MX550,DDR4,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.4,4.0,512.0,16.0,4266.0,56.0,Intel Core i5-11300H,Intel Core i5,Intel Iris Xe Graphics,LPDDR4X,Windows 11 Professional,1920x1080,Full HD,2400x1600
4.6,10.0,256.0,16.0,4800.0,54.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,67.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.1,4.0,256.0,8.0,4800.0,38.0,AMD Ryzen 3 7320U,AMD Ryzen 3,AMD Radeon 610M,LPDDR5,Free DOS,1280x720,Full HD,1920x1080
4.8,16.0,512.0,16.0,5600.0,56.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.3,12.0,256.0,8.0,5600.0,45.0,Intel Core Ultra 5 125U,Intel Core Ultra 5,Intel Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.8,14.0,1000.0,32.0,4800.0,90.0,Intel Core i7-12800H,Intel Core i7,NVIDIA RTX A3000,DDR5,Windows 11 Professional,1920x1080,WQUXGA,3840x2400
4.7,10.0,512.0,16.0,4800.0,41.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.8,24.0,1000.0,32.0,4800.0,80.0,Intel Core i9-14900HX,Intel Core i9,NVIDIA GeForce RTX 4070,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.4,10.0,256.0,8.0,4800.0,41.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1536x1024
5.6,24.0,2000.0,64.0,5600.0,65.0,Intel Core i9-14900HX,Intel Core i9,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1280x720,QHD+,2560x1600
4.4,10.0,512.0,16.0,4800.0,50.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.4,6.0,512.0,8.0,4800.0,41.0,Intel Core i3-1215U,Intel Core i3,Intel UHD Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,16.0,4800.0,75.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5X,Windows 11 Home,1920x1080,3K,2880x1800
4.6,8.0,512.0,32.0,3200.0,83.0,Intel Core i7-11800H,Intel Core i7,NVIDIA T1200,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,3200.0,51.0,Intel Core i7-1355U,Intel Core i7,Intel UHD Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
5.6,24.0,512.0,16.0,4800.0,90.0,Unknown,Intel Core i9,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,41.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,67.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.55,6.0,1000.0,16.0,5200.0,52.4,AMD Ryzen 5 7535HS,AMD Ryzen 5,NVIDIA GeForce RTX 4050,DDR5,Free DOS,1280x720,Full HD,1920x1080
4.4,10.0,512.0,16.0,4800.0,56.0,Intel Core i5-1245U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,2256x1504
4.7,4.0,1000.0,16.0,4800.0,33.0,Intel Core i7-1165G7,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
4.3,12.0,1000.0,32.0,4800.0,57.0,Intel Core Ultra 5 125U,Intel Core Ultra 5,Intel Arc Graphics,LPDDR5X,Windows 11 Professional,1920x1080,WUXGA,1920x1200
5.1,16.0,1000.0,32.0,4800.0,56.0,Intel Core Ultra 9 185H,Intel Core Ultra 9,NVIDIA GeForce RTX 4070,LPDDR5X,Windows 11 Home,1280x720,3K,3072x1920
4.8,12.0,1000.0,32.0,6400.0,41.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,LPDDR5X,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,53.5,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.1,8.0,1000.0,32.0,6400.0,73.6,AMD Ryzen 7 7840HS,AMD Ryzen 7,NVIDIA GeForce RTX 4060,LPDDR5X,sin sistema operativo,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,8.0,4800.0,48.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Chrome OS,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,4800.0,45.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1200
4.7,10.0,512.0,16.0,4800.0,42.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,16.0,1000.0,32.0,4800.0,83.0,Intel Core i7-13700HX,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,95.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
5.0,14.0,512.0,16.0,4800.0,53.5,Intel Core i7-13700H,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,14.0,1000.0,36.0,4800.0,100.0,Apple M4 Max,Apple M,Apple M4 Max Graphics,DDR4,macOS Sequoia,1920x1080,Retina,3456x2234
4.7,10.0,512.0,16.0,4800.0,51.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
2.8,2.0,128.0,4.0,4800.0,42.0,Intel Celeron N4020,Intel Celeron,Intel UHD Graphics 600,LPDDR4,Windows 10 Professional,1280x720,HD Ready,1366x768
5.0,14.0,512.0,16.0,4800.0,53.5,Intel Core i7-13700H,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.6,24.0,1000.0,32.0,4800.0,90.0,Intel Core i9-14900HX,Intel Core i9,NVIDIA GeForce RTX 4080,DDR4,Windows 11 Professional,1280x720,WQXGA,2560x1600
4.7,10.0,512.0,16.0,4800.0,66.5,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2880x1864
5.0,10.0,512.0,8.0,3200.0,38.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
3.8,4.0,256.0,8.0,2133.0,58.0,Unknown,Intel Core i5,Intel Iris Plus Graphics 655,LPDDR3,macOS Mojave,1280x720,Retina,2560x1600
5.0,10.0,512.0,16.0,4800.0,54.7,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,41.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.5,8.0,512.0,16.0,4800.0,51.3,AMD Ryzen 7 7730U,AMD Ryzen 7,AMD Radeon Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.1,8.0,1000.0,32.0,7500.0,73.0,AMD Ryzen 7 8845HS,AMD Ryzen 7,NVIDIA GeForce RTX 4050,LPDDR5X,sin sistema operativo,1920x1080,2.5K,2560x1600
3.7,4.0,256.0,8.0,4800.0,41.0,AMD Ryzen 5 3500U,AMD Ryzen 5,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,8.0,256.0,8.0,4800.0,38.0,Intel Core i5-13420H,Intel Core i5,Intel Iris Xe Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
3.8,8.0,256.0,8.0,4800.0,36.0,Intel Core i3-N305,Intel Core i3,Intel UHD Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,63.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.6,14.0,256.0,16.0,4800.0,56.0,Intel Core Ultra 5 135H,Intel Core Ultra 5,Intel Arc Graphics,LPDDR5,Windows 11 Professional,1920x1080,Full HD,2256x1504
5.2,8.0,1000.0,16.0,4800.0,75.0,AMD Ryzen 9 7940HS,AMD Ryzen 9,NVIDIA GeForce RTX 4060,DDR4,Windows 11 Home,1920x1080,WQXGA,2560x1600
5.0,16.0,2000.0,32.0,4800.0,99.9,Intel Core i7-13700HX,Intel Core i7,NVIDIA GeForce RTX 4070,DDR5,Windows 11 Home,1920x1080,WQXGA,2560x1600
4.7,10.0,512.0,16.0,3200.0,41.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,512.0,16.0,5200.0,60.0,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,sin sistema operativo,1920x1080,Full HD,1920x1080
5.0,10.0,1000.0,16.0,4800.0,46.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,WUXGA,1920x1200
5.4,10.0,512.0,16.0,4800.0,53.0,Intel Core 7 150U,Intel Core 7,Intel Graphics,DDR5,Windows 11 Professional,1280x720,Full HD,1920x1200
5.1,16.0,1000.0,32.0,4800.0,75.0,Intel Core Ultra 9 185H,Intel Core Ultra 9,Intel Arc Graphics,DDR4,Windows 11 Professional,1920x1080,2.8K,2880x1800
4.5,8.0,512.0,8.0,3200.0,41.0,AMD Ryzen 7 7730U,AMD Ryzen 7,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,16.0,4800.0,70.0,Intel Core Ultra 7 256V,Core Ultra,Intel Arc Graphics,LPDDR5X,Windows 11 Home,1920x1080,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,56.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5X,Windows 11 Home,1280x720,Full HD,2496x1664
4.7,10.0,512.0,16.0,4800.0,63.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
5.5,24.0,1000.0,32.0,4800.0,92.0,Intel Core i9-13950HX,Intel Core i9,NVIDIA GeForce RTX 4080,DDR5,Windows 11 Home,2592x1944,WQXGA,2560x1600
4.7,14.0,1000.0,32.0,4800.0,92.0,Intel Core i7-12700H,Intel Core i7,NVIDIA GeForce RTX 3060,LPDDR5,Windows 11 Home,1280x720,Full HD,3840x2160
4.7,10.0,512.0,16.0,4800.0,42.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,94.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
5.6,24.0,512.0,16.0,4800.0,90.0,Unknown,Intel Core i9,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,10.0,512.0,16.0,4800.0,51.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.8,12.0,512.0,32.0,4800.0,76.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Arc Graphics,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.3,12.0,512.0,16.0,5600.0,54.0,Intel Core Ultra 5 125U,Intel Core Ultra 5,Intel Graphics,DDR5,Windows 11 Professional,1920x1080,Full HD,1920x1080
5.4,24.0,1000.0,32.0,4800.0,90.0,Intel Core i9-13900HX,Intel Core i9,NVIDIA GeForce RTX 4080,DDR4,Windows 11 Home,1920x1080,WQXGA,2560x1600
4.7,10.0,512.0,16.0,4800.0,100.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
5.0,10.0,512.0,16.0,4800.0,57.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Home,1920x1080,Full HD,1920x1200
4.4,10.0,256.0,8.0,4800.0,56.0,Intel Core i5-1245U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5X,Windows 10 Professional,1280x720,Full HD,2256x1504
5.0,10.0,512.0,16.0,4800.0,46.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
2.8,2.0,128.0,4.0,2400.0,36.0,Intel Celeron N4020,Intel Celeron,Intel UHD Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,42.0,Unknown,Unknown,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,100.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,8.0,256.0,16.0,4800.0,52.6,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2560x1664
4.4,12.0,512.0,16.0,4800.0,56.0,Intel Core i5-1240P,Intel Core i5,Intel Iris Xe Graphics,LPDDR4X,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,256.0,8.0,3200.0,42.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
2.8,2.0,512.0,4.0,4800.0,39.0,Intel Celeron N4500,Intel Celeron,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,68.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
3.4,8.0,1000.0,32.0,8448.0,57.0,Qualcomm Snapdragon X Plus X1P-42-100,Qualcomm Snapdragon X Plus,Qualcomm Adreno X Plus,LPDDR5X,Windows 11 Home,1920x1080,WUXGA,1920x1200
5.0,16.0,512.0,16.0,7500.0,56.0,Intel Core Ultra 7 165H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5X,Windows 11 Professional,1920x1080,Full HD,2496x1664
5.0,10.0,1000.0,32.0,6400.0,51.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1280x720,Full HD,2560x1600
4.3,4.0,512.0,16.0,4800.0,38.0,AMD Ryzen 5 7520U,AMD Ryzen 5,AMD Radeon 610M,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,3200.0,51.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.4,10.0,512.0,16.0,4800.0,42.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,32.0,5600.0,54.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.0,6.0,512.0,8.0,4800.0,56.0,AMD Ryzen 5 5500U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
