titulo,tipo_de_producto,serie,pantalla_tecnologia,procesador,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_version_bluetooth,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,procesador_tipo,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,sistema_operativo_sistema_operativo,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nombre_clave,procesador_nivel_de_cache,ram_tipo,alimentacion_numero_de_celdas,medidas_y_peso_color,procesador_numero_nucleos,grafica_tarjeta,comunicaciones_transmision_de_datos,comunicaciones_estandar_lan,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,camara_resolucion_pixeles,webcam_mpx,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_resolucion_pixeles,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,volumen_cm3,custom_category,equip_altavoces_estéreo,equip_refrigeración_líquida,equip_usb_c
"Apple MacBook Air 13"" 2020
Silver (MGN93Y/A)",Portátil multimedia,Apple MacBook Air,Retina,Unknown,SSD,Thunderbolt 3,ninguno,5.0,2.0,polímero de litio,50.0,con tapa,2020.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,macOS Catalina,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,plateado,8.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,799.0,1331.74,1065.37,13.3,33.78,1280x720,0.9,12.0,30.0,21.2,16.0,30.4,1.29,1920x1080,12.0,8.0,4800.0,256.0,4.7,28.0,1031.168,Laptop,1,0,1
ASUS ChromeBook CX1400,Chromebook,ASUS ChromeBook,Full HD,Unknown,SSD,HDMI,integrado,4.2,2.0,ión-litio,38.0,con tapa,2021.0,IEEE 802.11ac,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,2.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,266.8,541.6,404.2,14.0,35.56,1280x720,1.3,10.0,45.0,22.9,19.0,32.7,1.45,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1422.777,Laptop,0,0,1
"MSI Stealth 16 Studio A13
A13Vf-043Xes",Portátil gaming,MSI Stealth,WQXGA,Intel Core i7-13700H,SSD,HDMI,integrado,5.3,2.0,ión-litio,99.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:10,Raptor Lake-H,L3,LPDDR5,4.0,plateado,14.0,NVIDIA GeForce RTX 4060,ninguna,"2,5-Gbit/s-Ethernet",Laptop,1899.0,1899.0,1899.0,16.0,40.64,1920x1080,0.9,10.0,240.0,26.0,20.0,35.6,2.0,2560x1600,24.0,16.0,4800.0,1000.0,5.0,45.0,1851.2,Laptop,1,0,1
"Lenovo ThinkPad L14 G3
21C1007NGE",Portátil profesional,Lenovo ThinkPad,Full HD,Intel Core i5-1235U,SSD,HDMI,integrado,5.2,2.0,polímero de litio,57.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,Dolby Audio Premium,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1174.0,1174.0,1174.0,14.0,35.56,1280x720,0.9,12.0,65.0,21.7,20.0,32.5,1.39,1920x1080,12.0,8.0,3200.0,256.0,4.4,15.0,1410.5,Laptop,1,0,1
"HP 255 G10
8A667EA",Portátil multimedia,HP 255,Full HD,AMD Ryzen 5 7520U,SSD,HDMI,integrado,5.3,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Mendocino,L3,DDR4,3.0,negro,4.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,467.58,467.58,467.58,15.6,39.624,1280x720,0.9,10.0,45.0,24.2,20.0,35.8,1.6,1920x1080,4.0,8.0,4800.0,256.0,4.3,15.0,1732.7199999999998,Laptop,0,0,1
"Lenovo V15 G2
ALC (82KD00ERSP)",Portátil multimedia,Lenovo,Full HD,AMD Ryzen 7 5700U,SSD,HDMI,integrado,5.0,2.0,ión-litio,38.0,con tapa,2021.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Lucienne U,L3,DDR4,3.0,negro,8.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,477.48,574.18,525.83,15.6,39.62,1280x720,0.9,5.5,65.0,23.6,20.0,35.9,1.7,1920x1080,8.0,8.0,3200.0,512.0,4.3,25.0,1694.48,Laptop,1,0,1
"HP 15 (2023)
15-fc0167ng",Portátil multimedia,HP,Full HD,AMD Ryzen 7 7730U,SSD,HDMI,integrado,5.0,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ac,AMD,AMD Ryzen 7,1.0,AMD,Free DOS,MicroSD,altavoces estéreo,16:9,Barcelo-R,L3,DDR4,3.0,plateado,8.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,730.66,730.66,730.66,15.6,39.62,1280x720,0.9,7.5,45.0,23.6,19.0,35.9,1.6,1920x1080,16.0,16.0,4800.0,512.0,4.5,15.0,1609.756,Laptop,1,0,0
"Acer Extensa 2540
2540-35A7",Portátil multimedia,Acer Extensa,HD Ready,Intel Core i3-6006U,SATA,HDMI,integrado,5.2,2.0,ión-litio,56.0,con tapa,2018.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Windows 10 Home,MicroSD,altavoces estéreo,16:9,Skylake,L3,DDR3L,3.0,negro,2.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,503.99,503.99,503.99,15.6,39.62,1280x720,0.9,5.5,65.0,25.8,26.0,38.2,2.4,1366x768,3.0,4.0,4800.0,512.0,4.7,15.0,2562.456,Laptop,1,0,1
"HP ZBook Firefly 16 G9
6B875EA",Portátil profesional,HP ZBook,WUXGA,Intel Core i5-1240P,SSD,HDMI,integrado,5.2,2.0,ión-litio,51.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR5,3.0,plateado,12.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1414.9,1556.43,1485.66,16.0,40.64,1280x720,5.0,11.5,65.0,25.1,20.0,35.9,1.8,1920x1200,12.0,16.0,4800.0,512.0,4.4,28.0,1802.18,Laptop,1,0,1
"Yashi SUZUKA 14
YP1522",Portátil multimedia,Yashi SUZUKA,Full HD,Intel Core i5-1035G1,SSD,HDMI,integrado,5.0,2.0,ión-litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Free DOS,MicroSD,altavoces estéreo,16:9,Ice Lake,L3,DDR4,3.0,plateado,4.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,860.44,860.44,860.44,14.1,35.814,1280x720,2.0,10.0,65.0,21.1,16.0,32.4,1.3,1920x1080,6.0,8.0,4800.0,512.0,3.6,15.0,1093.824,Laptop,1,0,1
"Acer TravelMate P2 TMP214-54
TMP214-54-76G8",Portátil multimedia,Acer TravelMate,Full HD,Intel Core i7-1255U,SSD,HDMI,integrado,5.2,2.0,ión-litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,750.72,1043.2,896.96,14.0,35.56,1280x720,0.9,10.0,45.0,23.3,20.0,33.0,1.6,1920x1080,12.0,16.0,4800.0,512.0,4.7,15.0,1537.8,Laptop,1,0,1
"HP 15s (2021)
15s-fq4454ng",Portátil multimedia,HP,Full HD,Intel Core i5-1155G7,SSD,HDMI,integrado,4.2,2.0,ión-litio,41.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Tiger Lake UP3,L3,DDR4,3.0,plateado,4.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1175.71,1175.71,1175.71,15.6,39.624,1280x720,0.9,7.25,45.0,24.2,18.0,35.9,1.69,1920x1080,8.0,8.0,3200.0,512.0,4.5,28.0,1563.804,Laptop,1,0,1
"Microsoft Surface Laptop Go 3
XK1-00034",Portátil profesional,Microsoft Surface,Full HD,Intel Core i5-1235U,SSD,HDMI,integrado,5.1,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,Dolby Audio Premium,3:2,Alder Lake-P,L3,LPDDR5,3.0,plateado,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1015.47,1081.2,1048.34,12.45,31.623,1280x720,0.9,15.0,65.0,20.6,16.0,27.8,1.13,1920x1080,12.0,16.0,4800.0,256.0,4.4,15.0,916.288,Laptop,1,0,1
"Lenovo V14 G4
83A000AFSP",Portátil multimedia,Lenovo,Full HD,Intel Core i5-13420H,SSD,HDMI,ninguno,4.1,2.0,ión-litio,38.0,con tapa,2023.0,IEEE 802.11ac,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR4,3.0,negro,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,486.68,635.95,561.32,14.0,35.56,1280x720,0.9,15.3,65.0,21.5,20.0,32.5,1.4,1920x1080,12.0,8.0,3200.0,512.0,4.6,45.0,1397.5,Laptop,1,0,1
"Acer Extensa 15 EX215-54
EX215-54-50U3",Portátil multimedia,Acer Extensa,Full HD,Intel Core i5-1135G7,SSD,HDMI,integrado,5.0,2.0,ión-litio,56.0,con tapa,2021.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,Tiger Lake UP3,L3,DDR4,2.0,negro,4.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,813.5,813.5,813.5,15.6,39.62,1280x720,0.9,8.0,45.0,23.8,20.0,36.3,1.9,1920x1080,8.0,8.0,2133.0,256.0,4.2,15.0,1727.88,Laptop,1,0,0
Lenovo LOQ 15,Portátil gaming,Lenovo LOQ,Full HD,Unknown,SSD,HDMI,integrado,5.1,2.0,polímero de litio,60.0,con tapa,2023.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,729.0,1854.93,1291.97,15.6,39.624,1920x1080,0.9,5.3,170.0,26.5,25.0,36.0,2.4,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,2385.0,Laptop,1,0,1
"Acer Aspire Go 14 AG14-21
AG14-21P-R5DQ",Portátil multimedia,Acer Aspire,WUXGA,AMD Ryzen 5 7520U,SSD,HDMI,ninguno,5.2,2.0,ión-litio,48.5,con tapa,2024.0,IEEE 802.11ax,AMD,AMD Ryzen 5,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Mendocino,L3,DDR4,3.0,plateado,4.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,599.01,599.01,599.01,14.0,35.56,1280x720,0.9,10.0,65.0,22.6,19.0,32.0,1.5,1920x1200,4.0,16.0,4800.0,1000.0,4.3,15.0,1374.08,Laptop,1,0,1
"Samsung Galaxy Book 2 15
NP750XED-KB8DE",Portátil multimedia,Samsung Galaxy Book,Full HD,Intel Core i3-1215U,SSD,HDMI,integrado,5.1,2.0,ión-litio,54.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,LPDDR4X,3.0,negro,6.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,1142.34,1142.34,1142.34,15.6,39.62,1280x720,0.9,12.0,45.0,22.9,15.0,35.7,1.57,1920x1080,10.0,8.0,4800.0,256.0,4.4,15.0,1226.295,Laptop,1,0,1
MSI Cyborg 14 A13,Portátil gaming,MSI Cyborg,Full HD,Unknown,SSD,HDMI 2.1,integrado,5.3,2.0,ión-litio,53.5,con tapa,2024.0,IEEE 802.11ax,Intel,Unknown,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Raptor Lake-H,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,941.16,1543.5,1242.33,14.0,35.56,1280x720,0.9,10.0,120.0,23.4,22.0,31.5,1.6,1920x1080,12.0,16.0,4800.0,512.0,4.7,45.0,1621.62,Laptop,1,0,1
"Lenovo ThinkPad E16 G2
21MA000QSP",Portátil profesional,Lenovo ThinkPad,WUXGA,Intel Core Ultra 7 155H,SSD,HDMI,integrado,5.3,2.0,ión-litio,57.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR5,3.0,negro,16.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1230.96,1553.58,1392.27,16.0,40.64,1920x1080,0.9,10.0,65.0,24.8,20.0,35.6,1.81,1920x1200,24.0,32.0,5600.0,1000.0,4.8,115.0,1765.7600000000002,Laptop,1,0,1
"Microtech CoreBook Lite CBL15A
CBL15A128W3",Unknown,CoreBook Lite,Full HD,Unknown,SSD,Mini HDMI,integrado,5.0,2.0,polímero de litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Celeron,1.0,Intel,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,Gemini Lake,L2,DDR4,3.0,gris,2.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,301.9,301.9,301.9,15.6,39.624,1280x720,2.0,10.0,65.0,23.9,22.0,37.1,1.5,1920x1080,4.0,16.0,4800.0,512.0,2.8,6.0,1950.718,Laptop,0,0,0
"Lenovo ThinkPad X1 G9 2024
21KE003RGE",Portátil convertible,Lenovo ThinkPad,WUXGA,Intel Core Ultra 7 155U,SSD,HDMI,integrado,5.3,2.0,ión-litio,57.0,convertible,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR4,3.0,gris,12.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,3153.2,3153.2,3153.2,14.0,35.56,1920x1080,0.8,10.0,65.0,21.5,16.0,31.3,1.33,1920x1200,12.0,16.0,4800.0,512.0,4.8,9.0,1076.72,Laptop,1,0,1
"Dell XPS 13 9300
0F0TR",Portátil multimedia,Dell XPS,WUXGA,Intel Core i7-1065G7,PCIe SSD,Thunderbolt 3,3 en 1,5.2,2.0,ión-litio,56.0,con tapa,2020.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 10 Home,MicroSD,altavoces estéreo,16:10,Ice Lake,L3,LPDDR4,3.0,plateado,4.0,Intel Iris Plus Graphics,ninguna,Gigabit-LAN,Laptop,1321.76,1321.76,1321.76,13.4,34.04,1280x720,0.9,20.0,45.0,19.9,15.0,29.6,1.2,1920x1200,8.0,16.0,4800.0,512.0,3.9,15.0,883.56,Laptop,0,0,1
"ASUS Vivobook 15 (F515)
F515EA-BQ3013W",Portátil multimedia,ASUS Vivobook,Full HD,Intel Core i5-1135G7,PCIe SSD,HDMI,integrado,5.0,2.0,polímero de litio,37.0,con tapa,2021.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Tiger Lake UP3,L3,DDR4,2.0,plateado,4.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,539.0,862.49,700.75,15.6,39.62,1280x720,0.9,10.0,45.0,23.5,20.0,36.0,1.8,1920x1080,8.0,8.0,4800.0,512.0,4.2,15.0,1692.0,Laptop,1,0,1
"Lenovo ThinkPad X1 Carbon G11 (2023)
21HM0049SP",Portátil profesional,Lenovo ThinkPad,Full HD,Intel Core i7-1355U,SSD,HDMI,integrado,5.1,4.0,ión-litio,57.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,Dolby Atmos,16:10,Raptor Lake-U,L3,LPDDR5,3.0,negro,10.0,Intel Iris Xe Graphics,"LTE, 4G",Gigabit-LAN,Laptop,2018.46,2863.41,2440.93,14.0,35.56,1920x1080,0.9,10.0,65.0,22.3,15.0,31.6,1.12,1920x1200,12.0,16.0,5200.0,512.0,5.0,15.0,1057.02,Laptop,1,0,1
HP 250 G7,Portátil multimedia,HP 250,Full HD,Unknown,SSD,HDMI,3 en 1,4.2,2.0,ión-litio,31.0,con tapa,2019.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,645.0,920.0,782.5,15.6,39.62,1280x720,0.9,10.0,45.0,24.6,23.0,37.6,1.78,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,2127.408,Laptop,1,0,0
"Lenovo ThinkPad T14s G3
21BR00CGGE",Portátil profesional,Lenovo ThinkPad,WUXGA,Intel Core i7-1255U,SSD,HDMI 2.0,integrado,5.2,2.0,polímero de litio,57.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,LPDDR5,3.0,negro,10.0,Intel Iris Xe Graphics,"LTE, 4G",Gigabit-LAN,Laptop,2024.0,2032.41,2028.2,14.0,35.56,1280x720,0.9,10.0,65.0,22.7,17.0,31.8,1.29,1920x1200,12.0,16.0,4800.0,1000.0,4.7,15.0,1227.162,Laptop,0,0,1
"Monsternotebook Tulpar T7
V20.6.1",Portátil gaming,Monsternotebook Tulpar,Full HD,Intel Core i7-13700H,SSD,HDMI,integrado,5.1,2.0,polímero de litio,56.0,con tapa,2021.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR4,4.0,negro,14.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,1192.47,1192.47,1192.47,17.3,43.942,1280x720,0.9,10.0,180.0,26.3,30.0,39.6,2.5,1920x1080,24.0,32.0,4800.0,1000.0,5.0,45.0,3124.44,Laptop,1,0,1
"Microsoft Surface Laptop Studio
i7 32GB/1TB (AIC-00030)",Portátil profesional,Microsoft Surface,Full HD,Intel Core i7-11370H,SSD,Thunderbolt 4,ninguno,5.1,4.0,ión-litio,56.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,3:2,Tiger Lake H35,L3,LPDDR4X,3.0,gris,4.0,NVIDIA RTX A2000,ninguna,Gigabit-LAN,Laptop,6062.52,6062.52,6062.52,14.4,36.576,1920x1080,0.9,18.0,65.0,22.8,19.0,32.3,1.74,2400x1600,8.0,32.0,4266.0,1000.0,4.8,35.0,1399.236,Laptop,1,0,1
ASUS TUF Gaming Advantage A16 FA617,Portátil gaming,ASUS TUF Gaming,Full HD,Unknown,SSD,HDMI 2.1,integrado,5.2,2.0,ión-litio,90.0,con tapa,2023.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,4.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,821.14,1854.0,1337.57,16.0,40.64,1280x720,0.9,10.0,240.0,25.2,27.0,35.5,2.2,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,2415.42,Laptop,1,0,1
"HP 15 (2023)
15-fd0073ns",Portátil multimedia,HP,Full HD,Intel Core i3-N305,SSD,HDMI,integrado,5.0,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ac,Intel,Intel Core i3,1.0,Intel,Free DOS,MicroSD,altavoces estéreo,16:9,Alder Lake-N,L3,DDR4,3.0,plateado,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,369.0,632.62,500.81,15.6,39.62,1280x720,0.9,7.5,45.0,23.6,19.0,35.9,1.6,1920x1080,6.0,8.0,3200.0,512.0,3.8,15.0,1609.756,Laptop,1,0,0
"MSI Thin GF63 12U
12UC-667",Portátil gaming,MSI Thin,Full HD,Intel Core i5-12450H,SSD,HDMI,integrado,5.2,2.0,ión-litio,52.4,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,8.0,NVIDIA GeForce RTX 3050,ninguna,Gigabit-LAN,Laptop,1189.99,1189.99,1189.99,15.6,39.624,1280x720,0.9,10.0,120.0,25.4,22.0,35.9,1.86,1920x1080,12.0,16.0,4800.0,512.0,4.4,45.0,2006.092,Laptop,1,0,1
"Dell Precision 7780
M6HGP",Portátil profesional,Dell Precision,Full HD,Intel Core i9-13950HX,SSD,HDMI,integrado,5.2,2.0,ión-litio,83.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i9,1.0,Intel,Windows 11 Professional,SD,altavoces estéreo,16:9,Raptor Lake,L3,DDR5,6.0,gris,24.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,3980.22,3980.22,3980.22,17.3,43.942,1920x1080,0.9,10.0,180.0,26.5,29.0,39.8,3.05,1920x1080,36.0,32.0,4800.0,1000.0,5.5,55.0,3058.629999999999,Laptop,0,0,1
"Lenovo ThinkPad P16s G2
21K9000FGE",Portátil profesional,Lenovo ThinkPad,WUXGA,AMD Ryzen 7 Pro 7840U,SSD,HDMI,4 en 1,5.1,2.0,polímero de litio,86.0,con tapa,2023.0,IEEE 802.11ax,AMD,Ryzen 7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,LPDDR5X,3.0,negro,10.0,AMD Radeon 780M,ninguna,Gigabit-LAN,Laptop,1550.87,1947.27,1749.07,16.0,40.64,1280x720,5.0,10.0,135.0,25.6,21.0,36.2,1.7,1920x1200,12.0,16.0,4800.0,512.0,4.7,28.0,1946.1120000000003,Laptop,1,0,1
"Acer TravelMate P2 16 TMP216-51
TMP216-51-53K4",Portátil multimedia,Acer TravelMate,WUXGA,Intel Core i5-1335U,SSD,HDMI,integrado,5.2,2.0,ión-litio,50.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Linux,MicroSD,altavoces estéreo,16:10,Raptor Lake-U,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,514.99,514.99,514.99,16.0,40.64,1920x1080,0.9,12.0,65.0,26.0,23.0,35.9,1.87,1920x1200,12.0,8.0,4800.0,256.0,4.6,15.0,2146.8199999999997,Laptop,0,0,1
"HP EliteBook 830 G8
336N2EA",Portátil multimedia,HP EliteBook,Full HD,Intel Core i7-1165G7,PCIe SSD,HDMI 2.0,ninguno,5.0,2.0,ión-litio,53.0,con tapa,2021.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,Tiger Lake UP3,L3,DDR4,3.0,plateado,4.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1875.0,1875.0,1875.0,13.3,33.78,1280x720,0.9,10.0,65.0,20.5,18.0,30.8,1.24,1920x1080,12.0,16.0,3200.0,512.0,4.7,15.0,1136.52,Laptop,1,0,0
"ASUS Vivobook Go 15 E1504FA
E1504FA-L1367W",Portátil profesional,ASUS Vivobook,Full HD,AMD Ryzen 5 7520U,SSD,HDMI,integrado,5.2,2.0,ión-litio,50.0,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 5,1.0,AMD,Windows 11 Home,MicroSD,SonicMaster,16:9,Mendocino,L3,DDR4,3.0,negro,4.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,777.99,1022.4,900.19,15.6,39.624,720x480,0.9,10.0,65.0,23.25,18.0,36.03,1.63,1920x1080,4.0,16.0,4800.0,512.0,4.3,15.0,1507.8555,Laptop,1,0,1
ASUS Zenbook 14 UM425,Portátil multimedia,ASUS Zenbook,Full HD,Unknown,SSD,HDMI,integrado,5.0,2.0,ión-litio,67.0,con tapa,2020.0,IEEE 802.11ax,AMD,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,4.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,919.99,1005.76,962.88,14.0,35.56,1280x720,0.9,22.0,65.0,21.0,14.0,31.9,1.2,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,937.86,Laptop,1,0,1
"HP Pavilion Plus 14 2024
14-ew1018ns",Portátil multimedia,HP Pavilion,3K,Intel Core Ultra 7 155H,SSD,HDMI,integrado,5.3,2.0,ión-litio,68.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,LPDDR5X,4.0,azul,16.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1274.99,1360.17,1317.58,14.0,35.56,1280x720,5.0,13.0,100.0,22.7,18.0,31.4,1.44,2880x1800,24.0,32.0,6400.0,512.0,4.8,28.0,1283.004,Laptop,1,0,1
"HP 15s (2022)
15s-fq0024nf",Portátil multimedia,HP,Full HD,Intel Celeron N4120,SSD,HDMI,integrado,5.0,2.0,ión-litio,41.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Celeron,1.0,Intel,Windows 11 S,SD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,gris,4.0,Intel UHD Graphics 600,ninguna,Gigabit-LAN,Laptop,378.87,415.39,397.13,15.6,39.624,1280x720,0.9,7.5,45.0,24.2,18.0,35.9,1.69,1920x1080,4.0,4.0,4800.0,128.0,2.6,28.0,1563.804,Laptop,1,0,1
