ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil convertible,WUXGA,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,convertible,2024.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:10,L3,,,3.0,azul,,,,,,,,,,,,,,,,,,Laptop,847.27,847.27,847.27,16.0,40.64,300.0,,1920x1080,,65.0,25.5,18.0,35.6,1.9,,,22.0,16.0,,512.0,4.0,4.3,5.0,45.0,,,,,,1,8.0,4.0,163.0,405.0,49.0,,3731.0,200.0,1212.0,255.0,537.0,537.0
3.0,Portátil convertible,QHD+,,Thunderbolt 4,3 en 1,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,70.0,,aluminio,convertible,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,,negro,,64.0,,ninguna,ninguno,,táctil,,,,,,,convertible,,,,Laptop,1279.0,1384.77,1331.88,13.4,34.036,,,1280x720,20.0,,22.2,15.0,30.0,1.35,,,18.0,16.0,,1000.0,,2.2,5.0,28.0,,,,,,1,63.0,916.0,25.0,462.0,60.0,,3731.0,807.0,1212.0,330.0,,
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.2,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,54.7,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,,64.0,,"LTE, 4G",,,,,,,,,,convertible,,,,Laptop,1901.61,1901.61,1901.61,13.3,33.782,400.0,,1920x1080,,65.0,21.5,16.0,30.2,1.2,,,12.0,16.0,4800.0,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,222.0,364.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
2.0,Portátil convertible,Full HD,,,3 en 1,"Bluetooth, wifi",Bluetooth 5.2,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,60.0,,,convertible,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,teclado iluminado,3.0,gris,,64.0,,ninguna,ninguno,,,,,,1x SO-DIMM,,2 x 8 GB,"convertible, capacitiva",,,,Laptop,1679.79,2155.53,1917.66,14.0,35.56,300.0,,1920x1080,8.0,65.0,21.6,17.0,32.0,1.5,,,12.0,16.0,3200.0,512.0,,1.2,4.7,15.0,16.0,,,,,1,93.0,916.0,,462.0,536.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
3.0,Portátil convertible,Full HD,,,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,ión-litio,50.0,,,convertible,2021.0,IEEE 802.11ax,Intel,,Intel,,,16:9,L3,DDR4,,3.0,negro,,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,,1x SO-DIMM,,convertible,,,,Laptop,902.42,1229.86,1066.14,14.0,35.56,250.0,,,,65.0,22.4,19.0,32.9,1.6,,,12.0,16.0,,512.0,,0.9,4.4,15.0,40.0,,,,,1,165.0,916.0,133.0,203.0,536.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
4.0,Portátil convertible,,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,,,,,16:10,L3,,,3.0,,,,,,,,,,,,,,,,,,,Laptop,714.27,3680.49,2197.38,13.3,33.782,400.0,,,,65.0,21.6,19.0,30.0,1.3,,,12.0,,,,,,,15.0,,,,,,1,,,135.0,673.0,309.0,,,,,753.0,,
3.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,59.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,3.0,azul,,64.0,,ninguna,ninguno,,táctil,,,,,,,convertible,Intel AI Boost,,,Laptop,981.99,999.0,990.5,14.0,35.56,400.0,,,10.5,,21.9,17.0,31.3,1.39,,,12.0,16.0,6400.0,512.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,21.0,673.0,462.0,,3731.0,128.0,1212.0,330.0,537.0,537.0
9.0,Portátil convertible,,,HDMI 2.0,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,46.0,,,convertible,2023.0,IEEE 802.11ax,,,,,,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,Laptop,1025.43,1666.0,1345.72,13.3,33.782,300.0,,1920x1080,,45.0,21.8,17.0,30.5,1.3,,,,,,,4.0,,,,,,,,,1,,,222.0,673.0,,,,,,,,
2.0,Portátil convertible,,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,4.0,,76.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,LPDDR5X,,,plateado,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2435.92,2670.93,2553.43,16.0,40.64,400.0,8192x4608,1920x1080,,65.0,22.3,11.0,31.2,1.26,,120.0,24.0,16.0,,512.0,4.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,93.0,462.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
2.0,Portátil convertible,2.8K,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,77.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,,negro,,64.0,,,,,panorámica,,,,,,,convertible,,,,Laptop,1699.0,1798.97,1748.99,16.0,40.64,400.0,,1920x1080,,,25.4,13.0,35.7,1.4,,120.0,24.0,16.0,,512.0,6.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,76.0,673.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
1.0,Portátil convertible,Full HD,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,61.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR4X,,,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1127.48,1127.48,1127.48,13.3,33.782,370.0,,1920x1080,20.0,,20.2,13.0,30.4,1.83,,120.0,18.0,8.0,,256.0,10.0,1.9,4.5,28.0,,,,,,1,25.0,916.0,93.0,405.0,60.0,,3731.0,684.0,1212.0,330.0,1604.0,1604.0
4.0,Portátil convertible,2.8K,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,77.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,,,,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1699.0,2620.86,2159.93,16.0,40.64,400.0,,1920x1080,,,25.4,13.0,35.7,1.4,,,24.0,,,,6.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,76.0,673.0,462.0,,3731.0,297.0,,366.0,168.0,168.0
1.0,Portátil convertible,2.8K,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,4.0,,76.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,,,,gris,,64.0,,,,,,,,,,,,"convertible, capacitiva",,,,Laptop,2316.4,2316.4,2316.4,16.0,40.64,400.0,8192x4608,1920x1080,,65.0,22.3,11.0,31.2,1.26,,,24.0,32.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,93.0,405.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
9.0,Portátil convertible,WUXGA,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,,65.0,,,con tapa,2024.0,,Intel,1.0,Intel,MicroSD,,16:10,,,,,,,,,,,,,Gigabit-LAN,,,,,,,,,,Laptop,1114.12,2013.39,1563.76,14.0,35.56,,,1920x1080,10.5,100.0,22.9,22.0,31.9,1.5,,,12.0,,,,,,,,,,,,,1,,,71.0,405.0,,,3731.0,,1043.0,330.0,537.0,537.0
3.0,Portátil convertible,QHD+,,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,,1920 x 1080 píxeles,,teclado numérico,2.0,polímero de litio,82.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,convertible,,,,Laptop,1629.0,1629.0,1629.0,16.0,40.64,,4096x2304,1920x1080,,100.0,25.9,17.0,35.8,2.1,,165.0,24.0,32.0,6400.0,1000.0,,3.8,4.8,28.0,,,,,,1,192.0,270.0,25.0,54.0,462.0,3.0,3731.0,297.0,1212.0,366.0,347.0,347.0
1.0,Portátil convertible,WUXGA,PCIe SSD,,3 en 1,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,70.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,,4.0,negro,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2249.65,2249.65,2249.65,13.4,34.036,,,1920x1080,20.0,65.0,22.2,15.0,30.0,1.35,,,18.0,16.0,4800.0,1000.0,4.0,2.2,5.0,28.0,32.0,,,,,1,63.0,916.0,25.0,462.0,60.0,,3731.0,807.0,1043.0,330.0,537.0,537.0
2.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,2336.42,2485.14,2410.78,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,60.0,12.0,16.0,6400.0,512.0,,3.6,4.3,15.0,16.0,,,,,1,55.0,135.0,,673.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,2.8K,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,71.0,,aluminio,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,,,,gris,,64.0,,,,,OLED,,,,,,,convertible,,,,Laptop,1706.5,1706.5,1706.5,14.0,35.56,400.0,,1920x1080,12.5,65.0,22.2,17.0,31.7,1.49,,,24.0,32.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,46.0,364.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
3.0,Portátil convertible,Full HD,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,61.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,,teclado iluminado,,gris,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1530.58,1706.54,1618.56,13.3,33.782,370.0,,1920x1080,20.0,,20.2,13.0,30.4,1.83,,,18.0,8.0,,256.0,10.0,1.9,4.5,28.0,,,,,,1,25.0,916.0,93.0,405.0,60.0,,3731.0,684.0,1212.0,330.0,1604.0,1604.0
1.0,Portátil convertible,WUXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,60.0,,aluminio,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,DDR5,teclado iluminado,,gris,,64.0,,ninguna,ninguno,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,convertible,Intel AI Boost,,,Laptop,1192.69,1192.69,1192.69,14.0,35.56,300.0,,1920x1080,8.0,65.0,22.4,19.0,31.3,1.64,,,12.0,16.0,5600.0,512.0,4.0,3.6,4.3,15.0,32.0,,,,,1,55.0,135.0,71.0,462.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,WUXGA,,,3 en 1,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,70.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,4.0,blanco,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1369.0,1369.0,1369.0,13.4,34.036,,,1920x1080,20.0,65.0,22.2,15.0,30.0,1.35,,120.0,18.0,16.0,,1000.0,4.0,2.2,5.0,28.0,,,,,,1,63.0,916.0,25.0,462.0,60.0,,3731.0,807.0,1043.0,330.0,537.0,537.0
2.0,Portátil convertible,Full HD,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,68.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,,,MicroSD,,16:9,,,,,,,,,,,,panorámica,,,,,,,convertible,,,,Laptop,1654.57,1699.9,1677.24,15.6,39.62,370.0,,1920x1080,20.0,,22.8,14.0,35.5,2.24,,,,,,,4.0,,,,,,,,,1,,,93.0,405.0,,,,,,,,
3.0,Portátil convertible,,,,integrado,wifi,,1.0 Mpx,,,,,,polímero de litio,45.0,,,convertible,2019.0,,Intel,,,MicroSD,,16:9,L3,,,2.0,,,,,,,,panorámica,,,,,,,,,,,Laptop,299.0,299.0,299.0,14.0,35.56,,,,8.0,,22.9,17.0,33.1,,,,,,,,,,,15.0,,,,,,1,,,40.0,71.0,,,,,97.0,,1604.0,1604.0
4.0,Portátil convertible,,SSD,,,"Bluetooth, wifi",Bluetooth 5.2,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,54.7,,,convertible,2023.0,IEEE 802.11ax,Intel,,,,altavoces estéreo,16:10,L3,,,4.0,,,,,,,,,,,,,,,,,,,Laptop,1901.61,3169.64,2535.62,13.3,33.782,400.0,,1920x1080,,65.0,21.5,16.0,30.2,1.2,,,12.0,,,,,,,15.0,,,,,,1,,,222.0,405.0,309.0,,,,,753.0,,
1.0,Portátil convertible,WUXGA,,,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,70.0,,,convertible,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,,,negro,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1809.98,1809.98,1809.98,13.4,34.036,,,1920x1080,,,22.2,15.0,30.0,1.35,,,12.0,16.0,4800.0,512.0,,1.2,4.4,28.0,,,,,,1,28.0,916.0,25.0,462.0,536.0,,3731.0,684.0,1212.0,330.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,ión-litio,50.0,,,con tapa,2023.0,IEEE 802.11ax,AMD,,,,,16:10,L3,,teclado iluminado,3.0,plateado,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,834.78,834.78,834.78,14.0,35.56,300.0,,1920x1080,,90.0,22.8,19.0,31.3,1.5,,60.0,16.0,8.0,,512.0,,2.3,4.3,,,19.0,4.74,,,1,3.0,,198.0,145.0,77.0,,,200.0,1212.0,255.0,537.0,537.0
1.0,Portátil convertible,WUXGA,PCIe SSD,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.2,0.8 Mpx,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,56.0,,,convertible,2022.0,IEEE 802.11ax,Intel,1.0,,MicroSD,,16:10,L3,LPDDR5,,4.0,negro,,64.0,,,,,,,,,,,,,,,,Laptop,1439.99,1439.99,1439.99,13.4,34.036,,,1280x720,,100.0,20.4,12.0,30.2,1.18,,,24.0,16.0,,512.0,,1.7,4.7,45.0,,20.0,5.0,,,1,55.0,164.0,98.0,405.0,536.0,,400.0,807.0,1212.0,299.0,537.0,537.0
1.0,Portátil convertible,Full HD,PCIe SSD,,integrado,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,46.0,,,convertible,2020.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,teclado iluminado,,negro,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1846.21,1846.21,1846.21,13.3,33.78,300.0,,1280x720,10.0,65.0,21.9,18.0,31.2,1.4,,,8.0,8.0,3200.0,256.0,,2.4,4.2,15.0,,,,,,1,89.0,916.0,,203.0,197.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil convertible,,PCIe SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.0,"5.0 Mpx, 0.8 Mpx",,1920 x 1080 píxeles,,,2.0,,,,magnesio,con tapa,2020.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SDXC,altavoces estéreo,3:2,,LPDDR4X,,,plateado,,64.0,,,,,,,,,,,,"convertible, capacitiva, multitáctil de 10 puntos",,,,Laptop,2309.0,2309.0,2309.0,15.0,38.1,,,1920x1080,17.5,,25.1,23.0,34.3,1.91,260.0,,8.0,16.0,3733.0,256.0,,1.3,3.9,15.0,,,,,,1,4.0,3.0,158.0,10.0,42.0,,133.0,807.0,185.0,355.0,2.0,2.0
2.0,Portátil convertible,2.8K,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,76.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,,,,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2775.45,3432.52,3103.98,16.0,40.64,400.0,,1920x1080,,,25.2,13.0,35.5,1.66,,,18.0,16.0,,1000.0,8.0,2.2,5.0,28.0,,,,,,1,63.0,916.0,93.0,405.0,60.0,,3731.0,807.0,1212.0,330.0,168.0,168.0
2.0,Portátil convertible,Full HD,SSD,,integrado,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,,,ión-litio,63.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,,,3.0,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1245.27,1392.27,1318.77,14.0,35.56,,,1280x720,10.0,,22.3,17.0,32.3,1.38,,,18.0,16.0,,512.0,,1.5,4.7,28.0,,,,,,1,29.0,916.0,133.0,63.0,536.0,8.0,3731.0,807.0,1043.0,330.0,1604.0,1604.0
2.0,Portátil convertible,,,,,"wifi, Bluetooth",Bluetooth 5.2,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,54.7,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,,4.0,negro,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2549.97,3169.64,2859.8,13.3,33.782,400.0,,1920x1080,,65.0,21.5,16.0,30.2,1.2,,,12.0,16.0,4800.0,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,222.0,364.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,Full HD,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,ión-litio,50.0,,,convertible,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,,,3.0,negro,,64.0,,,,,,Gigabit-LAN,,,,,,convertible,,,,Laptop,1719.8,1719.8,1719.8,14.0,35.56,250.0,,,,65.0,22.4,19.0,32.9,1.6,,,12.0,16.0,,512.0,,0.9,4.4,15.0,,,,,,1,165.0,916.0,133.0,203.0,536.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.2,integrada,,,,,2.0,ión-litio,50.0,,,con tapa,2023.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,,,,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1047.1,1047.1,1047.1,11.6,29.464,,,,,45.0,21.2,21.0,29.1,1.4,,,6.0,8.0,,256.0,,1.0,3.7,15.0,,,,,,1,2.0,715.0,,673.0,44.0,34.0,3731.0,,1043.0,355.0,1604.0,1604.0
1.0,Portátil convertible,WUXGA,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,ión-litio,50.0,,,con tapa,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:10,L3,,,3.0,negro,,64.0,,,,,táctil,,,,,,,convertible,,,,Laptop,914.23,914.23,914.23,16.0,40.64,300.0,,1920x1080,,65.0,25.2,20.0,35.5,1.9,,,16.0,16.0,,1000.0,,2.0,4.5,15.0,,19.0,3.42,,,1,45.0,391.0,198.0,145.0,77.0,,3731.0,206.0,1212.0,561.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,HDMI,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,2.0,polímero de litio,,,,con tapa,2023.0,,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,,,,azul,,64.0,,,,,,Gigabit-LAN,,,,,,convertible,,,,Laptop,1299.19,1299.19,1299.19,14.0,35.56,,,,,65.0,22.9,19.0,31.9,1.49,,,12.0,16.0,,512.0,,0.9,4.6,15.0,,,,,,1,141.0,916.0,71.0,364.0,309.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
6.0,Portátil convertible,,,Thunderbolt 4,,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,60.0,,,convertible,2023.0,IEEE 802.11ax,Intel,,,,,16:10,,,,3.0,,,,,,,,,,,,,,,,,,,Laptop,1545.65,4333.69,2939.67,14.0,35.56,,,1920x1080,,65.0,21.5,16.0,31.1,1.54,,,,,,,,,,,,,,,,1,,,84.0,145.0,,,,,,,,
1.0,Portátil convertible,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,,3.0,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,973.56,973.56,973.56,14.0,35.56,250.0,,1280x720,9.0,,21.0,20.0,32.2,1.5,,,12.0,8.0,,512.0,,0.9,4.6,15.0,,,,,,1,141.0,715.0,77.0,364.0,309.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,,,integrado,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,,,ión-litio,63.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,,3.0,negro,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1707.05,1707.05,1707.05,14.0,35.56,,,1280x720,10.0,,22.3,17.0,32.3,1.38,,,12.0,32.0,3200.0,512.0,,2.9,5.0,28.0,48.0,,,,,1,9.0,916.0,133.0,63.0,197.0,8.0,3731.0,807.0,1043.0,355.0,1604.0,1604.0
2.0,Portátil convertible,WUXGA,,Thunderbolt 4,3 en 1,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,70.0,,aluminio,convertible,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,,,negro,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1499.0,2026.57,1762.78,13.4,34.036,,,1280x720,20.0,,22.2,15.0,30.0,1.35,,,18.0,16.0,4800.0,512.0,,1.9,4.5,28.0,32.0,,,,,1,25.0,916.0,25.0,462.0,60.0,,3731.0,684.0,1043.0,330.0,537.0,537.0
