ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,16.0,,,,,,,,,,,,,,,843.94,982.11,913.03,29.6,14.5,5.9,20.0,16.0,4800.0,512.0,2.5,4.6,,,34.0,2.5,65.0,1,49.0,202.0,213.0,86.0,866.0,31.0,3731.0,947.0,92.0,1182.0,233.0,,749.0
3.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,4.0,,,,,,,,,,,,,,1305.23,1895.41,1600.32,30.8,33.7,6.15,30.0,16.0,4800.0,512.0,,5.2,128.0,,15.0,2.1,,1,105.0,,112.0,2259.0,,931.0,3731.0,833.0,92.0,1182.0,337.0,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.0,,Intel,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,12.0,,1.0,,,,,,,,,,,,,799.0,799.0,799.0,29.6,14.5,,18.0,16.0,3200.0,512.0,2.5,4.4,,,34.0,2.5,117.0,1,79.0,202.0,213.0,2259.0,529.0,43.0,3731.0,947.0,,1182.0,813.0,139.0,749.0
2.0,PC de oficina,disco duro SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,12.0,,,,,,,,,,,,,,,980.25,1219.59,1099.92,,,,18.0,16.0,3200.0,256.0,,4.4,64.0,,,2.0,35.0,1,29.0,,126.0,,,,,947.0,,1182.0,813.0,,
2.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.1,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,,2.0,1.0,,,,,,,,,,,,,795.99,987.94,891.97,18.3,17.9,1.25,,16.0,2666.0,512.0,,,64.0,,3.0,,,1,3.0,108.0,213.0,2259.0,,78.0,,,,200.0,,8.0,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,,12.0,,,,,,,,,,,,,,,645.0,645.0,645.0,30.6,16.0,,18.0,8.0,,256.0,2.5,4.4,64.0,,34.0,2.5,117.0,1,79.0,202.0,87.0,,529.0,87.0,3731.0,947.0,,1182.0,813.0,,749.0
4.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi",,,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,torre,negro,empresas,12.0,,,,,,,,,,,,,,,416.19,431.77,423.98,44.0,22.0,6.1,18.0,8.0,3200.0,500.0,2.5,4.4,,,39.0,2.5,117.0,1,79.0,202.0,,2259.0,529.0,67.0,3731.0,947.0,,389.0,813.0,,749.0
5.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,12.0,,,,,,,,,,,,,,,629.9,1219.59,924.74,,,,18.0,16.0,,256.0,,4.4,,,,,,1,29.0,374.0,126.0,,,,,947.0,,,813.0,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,,,,,,,,,,,,,,,,724.0,724.0,724.0,30.8,10.0,,,8.0,,256.0,,,,,27.0,,,1,30.0,202.0,213.0,111.0,,931.0,3731.0,190.0,,1182.0,,,
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,"principiante, bricolaje, empresas",24.0,2.0,2.0,,,,,,,,,,,,,980.8,1169.98,1075.39,30.7,10.2,,30.0,16.0,,512.0,2.1,5.2,64.0,,33.0,2.1,219.0,1,105.0,715.0,87.0,2259.0,866.0,87.0,3731.0,833.0,,1182.0,337.0,7.0,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,,,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,,,,1.0,,,,,,,,,,,,1999.05,2153.49,2076.27,29.2,9.3,,,16.0,,512.0,,,128.0,,29.0,,,1,,108.0,96.0,,,931.0,3731.0,,,27.0,,24.0,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,,,,,,,,,,,,,,,1463.64,1667.81,1565.72,37.0,18.0,,30.0,32.0,,1000.0,,5.4,,,41.0,3.4,125.0,1,27.0,374.0,135.0,,866.0,931.0,3731.0,833.0,,1182.0,337.0,37.0,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,,,,,,,,,,,,,,,,1326.81,1326.81,1326.81,29.28,9.26,,,16.0,,512.0,,,,,29.0,,,1,19.0,374.0,126.0,,,931.0,,947.0,,1182.0,,,
1.0,PC de oficina,disco duro M.2 SSD,DisplayPort,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,20.0,,,,,,,,,,,,,,,1082.77,1082.77,1082.77,,,,24.0,8.0,4800.0,256.0,,4.6,,,,1.6,,1,19.0,374.0,126.0,2259.0,,1.0,3731.0,,,1182.0,163.0,,
1.0,PC de oficina,,,wifi,,,Intel,2.0,DDR4,,,grabadora DVD,,,,,,Desktop,,semitorre,negro,empresas,8.0,,,,1 TB,,,,,,,,,,,699.0,699.0,699.0,41.5,19.5,,8.0,32.0,2133.0,1000.0,,4.0,,,43.0,3.4,65.0,1,7.0,22.0,,2259.0,15.0,2.0,3731.0,833.0,,1182.0,397.0,,40.0
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,,,,,,,,,,,,,,MSI A520M-A Pro,,,,614.55,614.55,614.55,,,,,16.0,,1000.0,,,,,,,,1,1.0,391.0,,111.0,,10.0,3731.0,,,398.0,,,
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,12.0,2.0,,,,,,,,,,,,,,631.34,789.93,710.63,29.2,9.3,5.1,12.0,8.0,2666.0,256.0,,4.6,64.0,,29.0,3.2,65.0,1,7.0,715.0,126.0,,,10.0,19.0,947.0,,200.0,813.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,24.0,2.0,,,,,,,,,,,,,,1042.47,1042.47,1042.47,30.8,15.5,4.2,30.0,16.0,3200.0,512.0,,5.2,64.0,,33.0,2.1,65.0,1,105.0,374.0,59.0,,,931.0,3731.0,833.0,,1182.0,397.0,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,,,,,,,,,,,,,,,,862.99,862.99,862.99,29.28,9.26,,,8.0,,256.0,,,,,29.0,,,1,84.0,374.0,126.0,2259.0,,931.0,3731.0,947.0,,1182.0,,,
2.0,PC de oficina,disco duro SSD,,wifi,Bluetooth 5.2,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,,"empresas, profesional",,,,,,,,,,,,,,,,516.19,583.56,549.88,29.2,15.4,,,,,,,,,,32.0,,,1,,,26.0,,,,,,,,397.0,,
13.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",,,,,DDR4,,,,,,,,,Desktop,,semitorre,,,,,,,,,,,,,,,,,,1281.26,1971.71,1626.49,8.8,17.9,,,,,,,,,,5.0,,,1,,,,,,931.0,3731.0,,,,,,
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,12.0,,,,,,,,,,,,,,,1328.31,1328.31,1328.31,30.8,15.5,5.31,18.0,16.0,3200.0,512.0,2.5,4.4,,,33.0,,65.0,1,79.0,715.0,59.0,2259.0,529.0,931.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,,,,,,,,,,Desktop,,desktop,,empresas,20.0,,,,,,,,,,,,,,,1089.9,1089.9,1089.9,,,,25.0,32.0,,1000.0,2.1,4.9,,,,2.1,65.0,1,52.0,374.0,,2259.0,529.0,65.0,3731.0,833.0,,389.0,297.0,,
2.0,PC de oficina,memoria flash,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,ratón,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,4.0,1.0,,,,,compatible 4K,,,,,,,,,525.42,690.99,608.2,17.8,3.6,1.1,4.0,8.0,2933.0,32.0,,2.9,16.0,,18.0,2.0,10.0,1,14.0,715.0,126.0,,74.0,78.0,3731.0,,,11.0,397.0,,26.0
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Soporte multi-monitor,Desktop,,,negro,empresas,28.0,4.0,,,,,,,,,,,,,,1344.8,1378.25,1361.53,30.0,34.0,,33.0,16.0,4400.0,1000.0,2.1,5.4,128.0,,9.0,2.1,65.0,1,69.0,374.0,213.0,86.0,207.0,16.0,3731.0,833.0,92.0,1182.0,160.0,,749.0
3.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,20.0,2.0,,,,,,,,,,,,,,976.65,1208.11,1092.38,30.8,15.5,5.3,24.0,8.0,3200.0,512.0,,4.8,64.0,,33.0,2.5,,1,84.0,,59.0,2259.0,,931.0,3731.0,947.0,,1182.0,163.0,,
1.0,PC de oficina,disco duro SSD,,wifi,,,Intel,,,,,,,,,,,Desktop,,desktop,,empresas,20.0,,,,,,,,,,,,,,,1159.9,1159.9,1159.9,,,,25.0,32.0,,2000.0,3.6,5.0,,,,3.6,125.0,1,20.0,374.0,,2259.0,529.0,,,833.0,,,297.0,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,,,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,,,,,,,,,,,,,,,,668.0,668.0,668.0,30.8,10.0,,,,,,,,,,27.0,,,1,,,213.0,,,931.0,,947.0,,,,,
1.0,PC de oficina,,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,12.0,2.0,,,,,,,,,,,,,,929.0,929.0,929.0,30.8,15.5,5.3,18.0,8.0,3200.0,512.0,3.0,4.6,64.0,,33.0,,117.0,1,39.0,374.0,59.0,,529.0,931.0,3731.0,947.0,,200.0,813.0,,749.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,1383.99,1383.99,1383.99,37.0,18.0,,,16.0,,512.0,,,,,41.0,,,1,105.0,374.0,135.0,,,931.0,3731.0,833.0,,1182.0,,37.0,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,,,,,,,,,,,,,,Gigabyte GA-A520M-S2H,,,,644.99,644.99,644.99,,,,,8.0,,250.0,,,,,,,,1,4.0,391.0,,111.0,,10.0,3731.0,,,398.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,20.0,2.0,,,,,,,,,,,,,,890.04,890.04,890.04,30.8,15.5,5.3,11.0,8.0,3200.0,256.0,,4.8,64.0,,33.0,2.5,,1,84.0,,59.0,2259.0,,931.0,3731.0,947.0,,1182.0,163.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,DDR5,,,,,,,,,Desktop,,,negro,empresas,16.0,,,,,,,,,,,,,,,1268.99,1268.99,1268.99,,,,32.0,32.0,,1000.0,3.8,5.3,,,,3.8,65.0,1,13.0,391.0,,111.0,94.0,,3731.0,295.0,,1182.0,589.0,,167.0
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,,,,,,,,,,Desktop,,,,empresas,32.0,,,,,,,,,,,,,,,1609.9,1609.9,1609.9,,,,36.0,32.0,,2000.0,2.0,5.8,,,,2.0,65.0,1,11.0,374.0,,2259.0,207.0,14.0,3731.0,356.0,,389.0,194.0,,
2.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,12.0,4.0,1.0,,,,,,,,,,,,,1059.52,1259.99,1159.76,34.0,9.3,5.3,18.0,8.0,3200.0,256.0,2.5,4.4,128.0,,29.0,2.5,65.0,1,79.0,202.0,213.0,,529.0,43.0,3731.0,947.0,,1182.0,813.0,139.0,749.0
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",,,Intel,,,,,,,,,,,Desktop,,desktop,,empresas,28.0,,,,,,,,,,,,,,,1229.9,1229.9,1229.9,,,,33.0,16.0,,1000.0,2.1,5.4,,,,2.1,65.0,1,69.0,374.0,,2259.0,207.0,14.0,3731.0,833.0,,,160.0,,
2.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,8.0,2.0,,,,,,,,,,,,,,747.55,949.98,848.76,30.3,15.5,,12.0,8.0,3200.0,256.0,,4.5,64.0,,33.0,3.4,,1,28.0,202.0,,2259.0,,87.0,3731.0,190.0,,1182.0,397.0,,
2.0,PC de oficina,disco duro SSD,DisplayPort,"Ethernet, wifi, Bluetooth",,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,semitorre,negro,,,,,,,,,,,,,,,,,1565.09,1699.98,1632.53,8.8,17.9,1.0,8.0,16.0,3200.0,256.0,,,,,5.0,2.6,,1,,,,2259.0,,78.0,3731.0,947.0,,,,,
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",,,Intel,,,,,,,,,,,Desktop,,desktop,,empresas,28.0,,,,,,,,,,,,,,,1329.9,1329.9,1329.9,,,,33.0,32.0,,2000.0,2.1,5.4,,,,2.1,65.0,1,69.0,374.0,,2259.0,207.0,14.0,3731.0,833.0,,,160.0,,
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR5,,64.0,grabadora DVD,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,4.0,1.0,1.0,,,,,,,,,,,,1087.66,1229.98,1158.82,34.0,9.3,,18.0,8.0,4400.0,256.0,,4.6,128.0,,29.0,3.0,65.0,1,39.0,,213.0,2259.0,,931.0,3731.0,947.0,,1182.0,813.0,139.0,
3.0,PC de oficina,disco duro SSD,,Ethernet,,,,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,4.0,,,,,,,,,,,,,,,652.37,803.79,728.08,30.3,15.5,4.7,6.0,8.0,3200.0,256.0,,,,,33.0,3.7,46.0,1,2.0,,,2259.0,,931.0,3731.0,16.0,,1182.0,51.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,715.99,715.99,715.99,40.0,19.0,,16.0,32.0,,1000.0,3.8,4.6,,,45.0,,65.0,1,31.0,391.0,,2259.0,83.0,931.0,3731.0,295.0,,398.0,589.0,,478.0
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,,,,,,,,,,,,,,Gigabyte GA-A520M-S2H,,,,612.99,612.99,612.99,,,,,16.0,,250.0,,,,,,,,1,4.0,391.0,,2259.0,,10.0,3731.0,,,398.0,,,
1.0,PC de oficina,disco duro SSD,,wifi,,IEEE 802.11ax,,1.0,,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,,,,,,,,,,,,,,,,821.99,821.99,821.99,40.5,17.5,,,32.0,,1000.0,,,,,37.0,,,1,22.0,202.0,,2259.0,,931.0,3731.0,,,389.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,775.99,775.99,775.99,40.0,19.0,,16.0,16.0,,1000.0,3.8,4.6,,,45.0,,65.0,1,31.0,391.0,,2259.0,83.0,931.0,3731.0,295.0,,389.0,589.0,,478.0
1.0,PC de oficina,disco duro SSD,HDMI,Ethernet,,,Intel,1.0,,,,,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,12.0,,,,,,,,,,,,,,,628.99,628.99,628.99,43.0,21.0,,12.0,16.0,,1000.0,2.6,4.4,,,44.0,2.6,65.0,1,13.0,202.0,,2259.0,30.0,931.0,3731.0,947.0,,398.0,813.0,,135.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,674.99,674.99,674.99,40.0,19.0,,16.0,16.0,,1000.0,3.8,4.6,,,45.0,,65.0,1,31.0,391.0,,2259.0,83.0,931.0,3731.0,295.0,,398.0,589.0,,478.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,,empresas,,,,,,,,,,,,MSI A520M-A Pro,,,,629.99,629.99,629.99,40.5,17.5,,,32.0,,1000.0,,,,,37.0,,,1,41.0,8.0,,111.0,,36.0,3731.0,,,398.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,DDR5,,,,,,,,,Desktop,,,negro,empresas,16.0,,,,,,,,,,,,,,,1065.99,1065.99,1065.99,,,,32.0,32.0,,1000.0,3.8,5.3,,,,3.8,65.0,1,13.0,391.0,,111.0,94.0,,3731.0,295.0,,398.0,589.0,,167.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,DDR5,,,,,,,,,Desktop,,,negro,empresas,24.0,,,,,,,,,,,,,,,1419.99,1419.99,1419.99,,,,64.0,64.0,,1000.0,3.7,5.4,,,,3.7,65.0,1,3.0,391.0,,111.0,94.0,,3731.0,108.0,,1182.0,297.0,,167.0
1.0,PC de oficina,disco duro SSD,,,,,Intel,1.0,DDR4,,,,,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,550.99,550.99,550.99,,,,,16.0,,500.0,,,,,,,,1,,715.0,,111.0,,10.0,3731.0,,,398.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,,empresas,,,,,,,,,,,,Gigabyte GA-A520M-S2H,,,,710.99,710.99,710.99,42.0,11.2,,,32.0,,500.0,,,,,30.0,,,1,11.0,391.0,,2259.0,,36.0,3731.0,,,389.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,815.99,815.99,815.99,40.0,19.0,,16.0,32.0,,1000.0,3.8,4.6,,,45.0,,65.0,1,31.0,391.0,,2259.0,83.0,931.0,3731.0,295.0,,389.0,589.0,,478.0
2.0,PC de oficina,disco duro SSD,HDMI,Ethernet,,,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,12.0,2.0,,,,2.0,,,,,,,,,,728.31,732.52,730.41,30.4,18.0,,18.0,16.0,2666.0,512.0,,4.4,32.0,,37.0,2.5,65.0,1,104.0,,,2259.0,,9.0,15.0,947.0,,1182.0,813.0,7.0,
1.0,PC de oficina,disco duro M.2 SSD,,"Bluetooth, wifi",,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,12.0,,,,,,,,,,,,,,,670.67,670.67,670.67,29.28,9.26,,18.0,16.0,4800.0,512.0,3.0,4.6,,,29.0,3.0,117.0,1,39.0,374.0,126.0,2259.0,529.0,54.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,IEEE 802.11a,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,factor de forma pequeño (SFF),negro,empresas,16.0,,,,,,,DVD±RW,,,,,,,,740.91,740.91,740.91,32.0,9.4,,,16.0,,512.0,,4.7,,,31.0,2.6,,1,20.0,374.0,31.0,86.0,,931.0,3731.0,947.0,,1182.0,297.0,,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,12.0,,,,,,,,,,,,,,,645.76,645.76,645.76,30.8,10.0,,18.0,8.0,3200.0,256.0,2.5,4.4,,,27.0,,65.0,1,79.0,202.0,213.0,2259.0,529.0,43.0,3731.0,947.0,,1182.0,813.0,,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,,12.0,,,,,,,,,,,,,,,754.16,786.32,770.24,30.6,16.0,,18.0,8.0,,256.0,2.5,4.4,64.0,,34.0,2.5,117.0,1,79.0,202.0,87.0,2259.0,529.0,931.0,3731.0,947.0,,1182.0,813.0,,749.0
2.0,PC de oficina,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,desktop,,,12.0,,,,,,,,,,,,,,,569.0,569.0,569.0,,,,18.0,16.0,,500.0,2.5,4.4,,,,2.5,65.0,1,79.0,,,2259.0,529.0,,,947.0,,,813.0,,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,8.0,2.0,,,,,,,,,,,,,,614.49,614.49,614.49,,,1.3,12.0,8.0,3200.0,256.0,,4.2,64.0,,,2.5,69.0,1,14.0,202.0,126.0,,866.0,78.0,3731.0,190.0,,1182.0,397.0,,749.0
6.0,PC de oficina,,,"Ethernet, wifi",,,Intel,1.0,DDR4,,,ninguno,,,,,,Desktop,,torre,negro,empresas,12.0,,,,,,,,,,,,,,,317.54,431.77,374.65,44.0,22.0,,18.0,8.0,3200.0,500.0,2.5,4.4,,,39.0,2.5,,1,79.0,202.0,,2259.0,529.0,67.0,3731.0,947.0,,,813.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,28.0,2.0,,,,,,,,,,,,,,1019.41,1019.41,1019.41,29.8,9.3,5.3,33.0,16.0,5600.0,512.0,2.1,5.4,64.0,,34.0,2.1,65.0,1,69.0,374.0,213.0,2259.0,207.0,31.0,3731.0,833.0,,1182.0,160.0,,749.0
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,,Desktop,,desktop,,,20.0,,,,,,,,,,,,,,,799.99,893.28,846.63,,,,24.0,8.0,3200.0,256.0,2.5,4.8,,,,2.5,65.0,1,84.0,,,,866.0,,,947.0,,1182.0,163.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,,,,Intel,1.0,DDR5,,,,,,,,,Desktop,,torre,negro,empresas,20.0,,,,,,,,,,,,,,,1325.28,1511.89,1418.59,,,,24.0,16.0,,512.0,3.5,5.3,,,,3.5,125.0,1,1.0,374.0,135.0,111.0,207.0,,3731.0,947.0,,1182.0,163.0,,
