ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,PC de oficina,disco duro SSD,,"wifi, Ethernet, Bluetooth",,,Intel,,DDR4,,64.0,grabadora DVD,,,,,,Desktop,,,negro,empresas,16.0,4.0,,,,,,,,,,,,,,875.73,875.73,875.73,29.77,9.25,,20.0,8.0,3200.0,512.0,2.5,4.6,128.0,,33.0,2.5,65.0,1,49.0,202.0,213.0,,866.0,31.0,3731.0,947.0,,1182.0,233.0,,749.0
3.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,4.0,,,,,,,,,,,,,,1262.04,1647.29,1454.66,30.8,33.7,6.15,30.0,32.0,4800.0,512.0,,5.2,128.0,,15.0,2.1,65.0,1,105.0,374.0,112.0,,866.0,931.0,3731.0,833.0,92.0,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,8.0,2.0,,,,,,,,,,,,,,771.46,771.46,771.46,30.8,10.0,4.5,12.0,8.0,3200.0,256.0,,4.5,64.0,,27.0,3.4,58.0,1,28.0,202.0,213.0,,52.0,54.0,3731.0,190.0,29.0,1182.0,397.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,4.0,,,,,,,,,,,,,,1396.46,1396.46,1396.46,30.8,33.7,6.15,,32.0,4800.0,1000.0,,,128.0,,15.0,,,1,15.0,487.0,112.0,2259.0,,931.0,679.0,356.0,92.0,1182.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,,2.0,,,,,,,,,,,,,,1072.65,1072.65,1072.65,30.3,15.5,,16.0,16.0,3200.0,512.0,,4.6,64.0,,33.0,2.5,,1,49.0,202.0,,,,87.0,3731.0,947.0,,1182.0,233.0,,
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,24.0,,,,,,,,,,,,,,,842.93,991.08,917.0,30.8,15.5,,30.0,16.0,,512.0,2.1,5.2,,,33.0,2.1,219.0,1,105.0,374.0,106.0,2259.0,866.0,931.0,3731.0,833.0,,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Ray tracing,Desktop,,torre,negro,empresas,24.0,4.0,,,,,,,,,,,,,,3778.27,3778.27,3778.27,30.8,33.7,6.15,30.0,32.0,4800.0,1000.0,5.0,5.1,128.0,,15.0,,65.0,1,20.0,183.0,112.0,,529.0,931.0,412.0,356.0,92.0,1182.0,337.0,,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,16.0,2.0,,,,,,,,,,,,,,837.74,1069.98,953.86,30.3,15.5,,20.0,8.0,3200.0,256.0,2.5,4.6,64.0,,33.0,2.5,65.0,1,49.0,202.0,,,866.0,931.0,3731.0,947.0,,1182.0,233.0,,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,20.0,4.0,,,,,,,,,,,,,,1088.25,1203.15,1145.7,30.8,33.7,6.15,24.0,16.0,4800.0,512.0,2.5,4.8,128.0,,15.0,2.5,65.0,1,84.0,374.0,112.0,,,931.0,3731.0,947.0,92.0,1182.0,297.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,,,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,8.0,,,,,,,,,,,,,,,485.32,485.32,485.32,30.8,15.5,,12.0,8.0,,256.0,,4.5,,,33.0,3.4,58.0,1,28.0,,59.0,,52.0,931.0,,190.0,,,397.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,8.0,2.0,,,,,,,,,,,,,,780.69,780.69,780.69,30.3,15.5,4.2,12.0,8.0,3200.0,256.0,,4.5,64.0,,33.0,3.4,58.0,1,28.0,202.0,,,52.0,87.0,3731.0,190.0,,1182.0,397.0,,
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,24.0,,,,,,,,,,,,,,,1016.56,1116.38,1066.47,30.8,15.5,5.3,30.0,8.0,3200.0,512.0,2.1,5.2,64.0,,33.0,2.1,219.0,1,105.0,374.0,106.0,,866.0,931.0,19.0,833.0,,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,,grabadora DVD,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,,,,,,,,,,,,,,,359.9,359.9,359.9,,,,,32.0,,1000.0,,,,,,4.0,,1,,22.0,,,,,,833.0,,1182.0,,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,20.0,2.0,,,,,compatible 4K,,,,,,,,,635.28,635.28,635.28,30.1,16.9,6.25,24.0,8.0,3200.0,256.0,,4.8,64.0,,36.0,2.5,,1,84.0,374.0,126.0,,866.0,87.0,3731.0,947.0,,1182.0,163.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,,empresas,,,,,,,,,,,,MSI A520M-A Pro,,,,694.26,694.26,694.26,40.5,17.5,,,32.0,,1000.0,,,,,37.0,,,1,41.0,8.0,,111.0,,36.0,3731.0,,,27.0,,,
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,20.0,2.0,,,,,,,,,,,,,,811.32,1048.0,929.66,30.8,15.5,4.2,25.0,16.0,3200.0,512.0,2.1,4.9,64.0,,33.0,,180.0,1,52.0,715.0,59.0,,529.0,15.0,3731.0,833.0,,200.0,297.0,,749.0
2.0,PC de oficina,disco duro SSD,HDMI,wifi,,,Intel,2.0,,,,ninguno,,,,,,Desktop,,,negro,empresas,,,,,,,,,,,,,,,,359.0,409.0,384.0,,,,,16.0,,960.0,,,,,,,,1,7.0,,,111.0,,,15.0,833.0,,,,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,1222.0,1222.0,1222.0,37.0,18.0,,,32.0,,1000.0,,,,,41.0,,,1,105.0,374.0,135.0,,,931.0,3731.0,833.0,,1182.0,,37.0,
3.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR5,,64.0,,,,,,,Desktop,,torre,,,,,,,,,,,,,,,,,,2764.97,3394.51,3079.74,43.0,17.7,,,,,,,,,,41.0,,,1,,,,,,931.0,,,,1182.0,,,
2.0,PC de oficina,,,"Ethernet, wifi",,,Intel,2.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,mini ITX,negro,,16.0,,,,1 TB,,,,,,,,,,,639.0,689.0,664.0,,,,16.0,16.0,2666.0,480.0,2.9,4.8,,,,,65.0,1,16.0,202.0,,2259.0,123.0,,3731.0,833.0,,389.0,589.0,,135.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,Wi-Fi 6E,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,,,,,,,,,,,,,,,,1270.3,1270.3,1270.3,29.28,9.26,,,,,,,,,,29.0,,,1,,,126.0,,,931.0,,833.0,,,,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),gris,empresas,12.0,2.0,,,,,,,,,,,,,,739.9,739.9,739.9,29.4,14.5,5.5,18.0,16.0,3200.0,512.0,2.5,4.4,64.0,,34.0,2.5,65.0,1,79.0,202.0,213.0,,529.0,43.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,12.0,,,,,,,,,,,,,,,959.7,959.7,959.7,29.28,9.26,3.7,18.0,16.0,3200.0,512.0,3.0,4.6,,,29.0,3.0,,1,39.0,374.0,126.0,2259.0,,87.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,IEEE 802.11a,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,factor de forma pequeño (SFF),negro,empresas,,2.0,,,,,,DVD±RW,,,,,,,,815.14,815.14,815.14,32.0,9.4,,12.0,8.0,,256.0,,4.4,32.0,,31.0,2.6,,1,13.0,,31.0,2259.0,,931.0,3731.0,947.0,,1182.0,813.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,24.0,,1.0,,,,,,,,,,,,,1236.99,1236.99,1236.99,29.6,14.5,,30.0,16.0,,512.0,2.1,5.2,,,34.0,2.1,219.0,1,105.0,374.0,213.0,111.0,866.0,931.0,3731.0,833.0,,1182.0,337.0,139.0,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,,negro,,4.0,,,,,,,,,,,,,,,909.99,909.99,909.99,27.4,15.4,7.9,6.0,8.0,2400.0,256.0,3.4,3.8,32.0,,35.0,3.4,65.0,1,7.0,20.0,126.0,2259.0,14.0,4.0,3731.0,947.0,2.0,12.0,397.0,,40.0
1.0,PC de oficina,disco duro SSD,DisplayPort,"Bluetooth, Ethernet, wifi",Bluetooth 5.0,IEEE 802.11ac,AMD,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,empresas,8.0,2.0,1.0,,,,,,,,,,,,,876.16,876.16,876.16,17.5,17.7,1.3,2.0,8.0,2666.0,256.0,3.6,3.9,32.0,,3.0,,65.0,1,2.0,5.0,16.0,2259.0,1.0,59.0,,327.0,,200.0,397.0,,478.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,16.0,,1.0,,,,,,,,,,,,,922.99,922.99,922.99,29.6,14.5,,20.0,16.0,,512.0,2.5,4.6,,,34.0,2.5,65.0,1,49.0,202.0,213.0,111.0,866.0,931.0,3731.0,947.0,,1182.0,233.0,139.0,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,8.0,2.0,,,,,,,,,,,,,,607.71,607.71,607.71,30.3,15.5,4.7,12.0,8.0,3200.0,256.0,,4.5,64.0,,33.0,3.4,,1,28.0,202.0,,,,87.0,3731.0,190.0,,1182.0,397.0,,
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet",,,Intel,,DDR5,,,grabadora DVD,,,,,,Desktop,,torre,negro,empresas,12.0,,,,1 TB,,,,,,,,,,,519.0,559.0,539.0,,,,18.0,16.0,5600.0,1000.0,2.5,4.4,,,,2.5,65.0,1,79.0,202.0,,86.0,529.0,12.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",,,Intel,2.0,DDR4,,,ninguno,,,,TCO Certified Desktops 5,DirectX 12,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,,,1.0,,,,,,,,,,,,,329.0,329.0,329.0,18.29,17.9,,,8.0,,1256.0,,3.3,,,3.0,1.7,,1,4.0,108.0,213.0,2259.0,,931.0,3731.0,947.0,,1182.0,813.0,,
1.0,PC de oficina,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,2.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,24.0,,,,2 TB,,,,,,,,,,,1136.57,1136.57,1136.57,37.0,17.5,,30.0,16.0,3200.0,1000.0,2.1,5.2,128.0,,30.0,2.1,219.0,1,105.0,374.0,87.0,2259.0,866.0,14.0,3731.0,833.0,,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,TCO Certified Desktops 8,,Desktop,,torre,negro,,16.0,,,,,,,,,,,,,,,1898.94,1898.94,1898.94,37.0,16.8,,16.0,16.0,2666.0,512.0,2.9,4.8,64.0,,30.0,,65.0,1,16.0,108.0,16.0,2259.0,123.0,931.0,3731.0,833.0,,200.0,589.0,,135.0
2.0,PC de oficina,disco duro SSD,DisplayPort,"wifi, Ethernet",,,Intel,1.0,DDR4,,,grabadora DVD,,,,,,Desktop,,,negro,empresas,12.0,,,,,,,,,,,,,,,599.0,639.0,619.0,45.8,20.5,12.0,12.0,32.0,2666.0,1000.0,2.9,4.3,,,47.0,,65.0,1,10.0,1.0,,,123.0,12.0,124.0,947.0,28.0,1182.0,813.0,,135.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,64.0,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,,8.0,,1.0,,,,,,,,,,,,,795.99,795.99,795.99,18.3,17.9,,6.0,8.0,,256.0,3.0,3.8,64.0,,3.0,,35.0,1,3.0,108.0,213.0,2259.0,52.0,931.0,3731.0,190.0,,200.0,397.0,8.0,135.0
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,TCO Certified Desktops 8,,Desktop,,mini ITX,negro,,12.0,,,,,,,,,,,,,,,1654.95,1654.95,1654.95,30.8,33.8,,12.0,16.0,2666.0,256.0,3.1,4.5,64.0,,10.0,,65.0,1,8.0,108.0,16.0,2259.0,52.0,931.0,3731.0,947.0,,200.0,813.0,,135.0
1.0,PC de oficina,,,"Ethernet, wifi",,,Intel,2.0,,,,ninguno,,,,,,Desktop,,,negro,empresas,,,,,,,,,,,500 GB,,,,,579.0,579.0,579.0,,,,,8.0,,480.0,,,,,,,,1,1.0,,,111.0,,,3731.0,947.0,,200.0,,,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,,,,,,,,,,,,,,,2184.99,2577.99,2381.49,37.0,18.0,,30.0,32.0,,1000.0,,5.4,,,41.0,3.4,125.0,1,27.0,374.0,135.0,,866.0,931.0,3731.0,833.0,,1182.0,337.0,37.0,749.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,,,,,,,,,,,,,,,1545.24,1545.24,1545.24,37.0,18.0,13.6,30.0,16.0,,512.0,,5.2,,,41.0,3.2,125.0,1,9.0,374.0,135.0,52.0,529.0,23.0,,356.0,,1182.0,337.0,37.0,749.0
1.0,PC de oficina,,,Ethernet,,,Intel,,DDR5,,64.0,grabadora DVD,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,12.0,4.0,1.0,1.0,,,,,,,,,,,,1385.23,1385.23,1385.23,34.0,9.3,5.3,18.0,16.0,4400.0,512.0,3.0,4.6,128.0,,29.0,,117.0,1,39.0,374.0,213.0,,529.0,43.0,3731.0,947.0,,1182.0,813.0,139.0,749.0
1.0,PC de oficina,disco duro HDD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,microtorre,negro,empresas,4.0,2.0,,,,,,,,,500 GB,,,"HP ePrint Driver, HP Recovery Manager, HP Support Assistant",,629.0,629.0,629.0,27.4,17.0,5.47,6.0,4.0,2666.0,,3.6,,,7200.0,33.0,3.6,65.0,1,3.0,108.0,59.0,,,54.0,3731.0,190.0,,200.0,397.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,8.0,2.0,,,,,,,,,,,,,,786.69,786.69,786.69,30.8,15.5,4.2,12.0,8.0,3200.0,256.0,3.3,4.3,64.0,,33.0,,89.0,1,30.0,202.0,59.0,,529.0,15.0,3731.0,190.0,,200.0,397.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,12.0,,1.0,,,,,,,,,,,,,688.0,688.0,688.0,18.3,17.9,,12.0,8.0,2666.0,256.0,2.0,3.6,64.0,,3.0,,35.0,1,7.0,108.0,213.0,2259.0,52.0,78.0,3731.0,947.0,,200.0,813.0,8.0,135.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,,,,,,,,Desktop,,,negro,empresas,32.0,,,,,,,,,,,,,,,1774.97,1774.97,1774.97,,,,36.0,64.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,19.0,715.0,,111.0,866.0,,3731.0,356.0,,1182.0,194.0,,749.0
1.0,PC de oficina,disco duro SSD,,wifi,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,"empresas, profesional",8.0,4.0,,,,,,,,,,,,,,819.4,819.4,819.4,29.2,15.4,6.7,12.0,8.0,3200.0,256.0,3.3,4.3,64.0,,32.0,3.3,89.0,1,30.0,202.0,26.0,,529.0,54.0,3731.0,190.0,,200.0,397.0,,749.0
2.0,PC de oficina,,,wifi,,,Intel,2.0,,,,grabadora DVD,,,,,,Desktop,,,negro,,,,,,,,,,,,500 GB,,,,,279.0,289.0,284.0,,,,,8.0,,480.0,,,,,,,,1,6.0,11.0,,111.0,,,3731.0,947.0,,,,,
4.0,PC de oficina,disco duro SSD,,wifi,,,,,DDR4,,,,,,,,,Desktop,,desktop,negro,,8.0,,,,,,,,,,,,,,,369.99,501.73,435.86,,,,12.0,8.0,3200.0,500.0,,4.5,,,,3.4,58.0,1,28.0,,,41.0,52.0,,,190.0,,,397.0,,
3.0,PC de oficina,,,Ethernet,,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,microtorre,,,,,1.0,1.0,,,,,,,,,,,,707.99,1024.41,866.2,29.6,14.5,,,,,,,,,,34.0,,,1,,391.0,213.0,,,931.0,,,,,,139.0,
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",,,Intel,1.0,DDR5,,64.0,grabadora DVD,,,,,,Desktop,,,negro,empresas,20.0,,,,,,,,,,,,,,,629.0,669.0,649.0,,,,25.0,16.0,,1000.0,2.1,4.9,,,,2.1,180.0,1,52.0,374.0,,86.0,529.0,12.0,3731.0,833.0,,1182.0,297.0,,749.0
2.0,PC de oficina,disco duro SSD,,wifi,,,Intel,,DDR4,,,grabadora DVD,,,,,,Desktop,,semitorre,negro,empresas,8.0,,,,,,,,,,,,,,,499.0,519.0,509.0,,,,8.0,32.0,,1000.0,,4.0,,,,3.4,65.0,1,7.0,1.0,,111.0,15.0,,15.0,833.0,,1182.0,397.0,,40.0
1.0,PC de oficina,disco duro SSD,,,,,AMD,,DDR4,,,,,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,528.9,528.9,528.9,,,,16.0,32.0,,1000.0,3.8,4.6,,,,3.8,65.0,1,31.0,99.0,,2259.0,83.0,,,295.0,,1182.0,589.0,,478.0
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,,grabadora DVD,,,,,,Desktop,,torre,negro,,12.0,,,,,,,,,,,,,,,323.48,329.36,326.42,17.0,37.0,,12.0,8.0,2666.0,240.0,,4.3,,,35.0,2.9,65.0,1,133.0,108.0,,,123.0,65.0,3731.0,947.0,4.0,165.0,813.0,,135.0
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,AMD,1.0,DDR4,,64.0,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,empresas,,,,,,,,,,,,,,,,1914.9,1914.9,1914.9,18.3,17.9,,,16.0,,512.0,,,,,3.0,,,1,1.0,5.0,213.0,,,931.0,3731.0,,,200.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,GDDR6,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,851.2,851.2,851.2,30.1,16.9,,,8.0,,512.0,,,,,36.0,,,1,84.0,374.0,126.0,,,931.0,3731.0,,,1182.0,,,
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,torre,negro,empresas,16.0,2.0,1.0,1.0,,,,,,,,,,,,828.55,844.04,836.29,29.9,14.5,5.6,20.0,16.0,4800.0,512.0,,4.6,64.0,,34.0,2.5,,1,49.0,202.0,213.0,86.0,207.0,54.0,3731.0,947.0,52.0,1182.0,233.0,,
,PC de oficina,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,,negro,,20.0,,,,,,,,,,,,,,,,,,,,,25.0,16.0,,512.0,2.1,4.9,,,,2.1,180.0,1,52.0,,,,529.0,,,833.0,,1182.0,297.0,,
1.0,PC de oficina,disco duro M.2 SSD,DisplayPort,"Bluetooth, Ethernet, wifi",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,6.0,2.0,1.0,,,,,,,,,,,,,724.31,724.31,724.31,17.8,3.6,1.18,9.0,8.0,2666.0,256.0,2.2,3.7,32.0,,18.0,,35.0,1,3.0,108.0,126.0,,21.0,56.0,3731.0,947.0,6.0,200.0,813.0,,40.0
1.0,PC de oficina,disco duro M.2 SSD,,,,,AMD,,DDR4,,,ninguno,,,,,,Desktop,,,negro,empresas,12.0,,,,,,,,,,,,,,,643.0,643.0,643.0,,,,8.0,32.0,,1000.0,3.7,4.2,,,,3.7,65.0,1,6.0,391.0,,111.0,19.0,,3731.0,327.0,,1182.0,813.0,,478.0
1.0,PC de oficina,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,2.0,DDR4,GDDR6,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,32.0,,,,2 TB,,,,,,,,,,,2821.04,2821.04,2821.04,37.0,17.5,,36.0,32.0,3200.0,1000.0,3.0,5.8,,,30.0,3.0,125.0,1,19.0,31.0,87.0,2259.0,866.0,65.0,193.0,356.0,,1182.0,194.0,,749.0
1.0,PC de oficina,disco duro HDD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,,,,,DirectX 12,Desktop,,torre,negro,,8.0,4.0,,,1 TB,,,,,mate,,,,,,1118.37,1118.37,1118.37,18.29,9.0,5.1,8.0,8.0,2400.0,,3.6,4.2,64.0,7200.0,29.0,3.6,65.0,1,3.0,20.0,126.0,,14.0,87.0,1.0,,,200.0,397.0,,40.0
2.0,PC de oficina,,,wifi,,,Intel,2.0,DDR4,,,,,,,,,Desktop,,,negro,empresas,,,,,2 TB,,,,,,,,,,,399.0,439.0,419.0,,,,,16.0,,1000.0,,,,,,,,1,6.0,3.0,,111.0,,,19.0,947.0,,,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,,,,,,,,,,,,,,,,1334.34,1334.34,1334.34,29.28,9.26,,,16.0,,512.0,,,,,29.0,,,1,84.0,374.0,126.0,,,931.0,3731.0,947.0,,1182.0,,,
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",,,AMD,,DDR4,,,,,,,,,Desktop,,,,,16.0,,,,,,,,,,,,,,,695.9,695.9,695.9,,,,16.0,32.0,,1000.0,3.8,4.6,,,,3.8,65.0,1,31.0,10.0,,2259.0,83.0,,,295.0,,200.0,589.0,,478.0
