ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_funcion,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_articulo_incluido,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
,Portátil profesional,2K,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,45.8,,aluminio,con tapa,,2021.0,IEEE 802.11ax,AMD,1.0,AMD,,,3:2,L3,LPDDR4X,,,plateado,,64.0,,,,,,,,,,,,,capacitiva,,,,,,,,Laptop,,,,15.0,38.1,,,1280x720,17.0,,24.4,15.0,34.0,1.5,,,8.0,8.0,,256.0,,2.0,4.4,,,,,,,,1,1.0,391.0,158.0,488.0,,,3731.0,206.0,97.0,561.0,2.0,2.0
1.0,Portátil profesional,,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,42.0,,plástico,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,negro,,64.0,,ninguno,,,Gigabit-LAN,,Certificación MIL-STD 810H,,1x SO-DIMM,0x SO-DIMM,1 x 8 GB,,,,,,,,,,Laptop,840.53,840.53,840.53,14.0,35.56,250.0,,1280x720,,65.0,21.4,19.0,32.6,2.21,,,10.0,8.0,,256.0,,0.9,4.5,15.0,40.0,20.0,3.25,,,,1,50.0,715.0,133.0,145.0,309.0,14.0,3731.0,181.0,1043.0,255.0,1604.0,1604.0
1.0,Portátil profesional,QHD+,PCIe SSD,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,,,,"teclas Windows, teclado numérico",4.0,,90.0,,,con tapa,,,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,teclado iluminado,4.0,plateado,GDDR6,64.0,ninguna,ninguno,teclado numérico,,,,Certificación MIL-STD 810H,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,Laptop,2429.0,2429.0,2429.0,16.0,40.64,,,,,280.0,25.6,19.0,35.9,2.3,,165.0,30.0,32.0,,1000.0,8.0,1.5,5.0,55.0,32.0,,,,,,1,46.0,358.0,88.0,54.0,866.0,,400.0,807.0,1043.0,366.0,347.0,347.0
1.0,Portátil profesional,WUXGA,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.2,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR4,,3.0,negro,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1195.1,1195.1,1195.1,16.0,40.64,400.0,,1920x1080,15.0,65.0,24.8,20.0,35.6,1.77,,60.0,24.0,16.0,3200.0,256.0,4.0,1.8,5.0,45.0,,,,,,,1,91.0,715.0,222.0,673.0,274.0,,3731.0,807.0,1212.0,299.0,537.0,537.0
1.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,,,56.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,,LPDDR5,,3.0,plateado,,64.0,,ninguno,,,,,,,,,,,,,,,,,,,Laptop,1979.74,1979.74,1979.74,14.0,35.56,800.0,,,15.25,,22.0,15.0,31.4,1.18,,,,16.0,7500.0,512.0,,,4.8,,16.0,,,,,,1,192.0,270.0,135.0,,,,3731.0,297.0,1043.0,366.0,537.0,537.0
3.0,Portátil profesional,,,,3 en 1,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,polímero de litio,71.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,,,,,16:10,L3,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1065.06,1576.3,1320.68,16.0,40.64,,,1920x1080,,,25.2,17.0,35.7,1.82,,,,,,,,,,,,,,,,,1,,,71.0,71.0,536.0,,,,,,,
1.0,Portátil profesional,WUXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,compatible con HD,1280 x 720 píxeles,,,,,57.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,,negro,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,1950.0,1950.0,1950.0,14.0,35.56,400.0,,1280x720,,65.0,22.7,17.0,31.7,1.21,,60.0,12.0,16.0,6400.0,512.0,,1.2,5.0,15.0,,,,,,,1,134.0,916.0,222.0,203.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,polímero de litio,51.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,,Bang & Olufsen,16:10,L3,,,3.0,,,64.0,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,1113.88,1113.88,1113.88,13.3,33.782,250.0,,,,65.0,21.5,19.0,30.0,1.26,,,12.0,32.0,,1000.0,,1.2,5.0,15.0,,,,,,,1,134.0,,135.0,488.0,309.0,,,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,Full HD,SSD,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,compatible con HD,,,,,ión-litio,,,,con tapa,,2025.0,IEEE 802.11ax,,1.0,,,,16:9,,DDR5,,3.0,gris,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1139.92,1139.92,1139.92,15.6,39.624,300.0,,,,65.0,23.2,20.0,36.0,1.65,,,,16.0,,512.0,,,,,,20.0,3.25,,,,1,9.0,,133.0,,,,3731.0,,1043.0,,1604.0,1604.0
1.0,Portátil profesional,,SSD,,,wifi,,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,,con tapa,sensor de luminosidad,2019.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR4X,,,gris,,64.0,,ninguno,,táctil,,,,,,,,,"capacitiva, multitáctil de 10 puntos",,,,,,,,Laptop,1236.82,1236.82,1236.82,13.5,34.29,,,1280x720,11.5,,22.3,15.0,30.8,1.27,,,6.0,8.0,,128.0,,1.2,3.7,15.0,,,,,,,1,2.0,,158.0,1.0,42.0,8.0,3731.0,684.0,97.0,355.0,38.0,38.0
1.0,Portátil profesional,Full HD,SSD,,5 en 1,"LAN, wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,63.0,,,con tapa,,2021.0,,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,teclado iluminado,4.0,gris,,64.0,ninguna,ninguno,,,Gigabit-LAN,,,,1x SO-DIMM,,1 x 8 GB,,,,,,Italia,,,,Laptop,1185.84,1185.84,1185.84,14.0,35.56,220.0,,1280x720,12.0,65.0,21.2,20.0,32.2,2.0,157.0,60.0,8.0,8.0,3200.0,256.0,,2.4,4.2,15.0,64.0,,,,,,1,89.0,916.0,84.0,63.0,197.0,79.0,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil profesional,WUXGA,SSD,HDMI 2.0,4 en 1,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,52.5,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,DDR4,teclado iluminado,,negro,,64.0,ninguna,ninguno,teclado numérico,IPS,,,,,,,,,,,,,,,,,Laptop,2556.38,2556.38,2556.38,16.0,40.64,300.0,,1920x1080,,65.0,25.5,23.0,36.1,1.68,,,18.0,16.0,3200.0,512.0,,1.5,4.7,28.0,,,,,,,1,29.0,916.0,222.0,364.0,536.0,,3731.0,807.0,185.0,330.0,537.0,537.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,3:2,L3,LPDDR4X,teclado iluminado,,gris,,64.0,,ninguno,,,,,,,,,,,capacitiva,,,,,,,,Laptop,4308.91,4308.91,4308.91,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,,,8.0,16.0,4266.0,512.0,,3.3,4.8,35.0,,,,,,,1,18.0,26.0,158.0,488.0,24.0,,115.0,807.0,1043.0,355.0,29.0,29.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,,,,plateado,,64.0,,,,táctil,,,,,,,,,,,,,,,,,Laptop,1588.0,1588.0,1588.0,13.5,34.29,400.0,,1280x720,18.0,,22.3,15.0,30.8,1.3,,,12.0,16.0,,256.0,,1.2,4.4,15.0,,,,,,,1,13.0,916.0,158.0,673.0,536.0,,3731.0,684.0,1043.0,753.0,38.0,38.0
1.0,Portátil profesional,Full HD,SSD,HDMI,3 en 1,"LAN, wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,41.0,,,con tapa,,2020.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,L3,,,3.0,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,997.71,997.71,997.71,15.6,39.62,250.0,,1280x720,12.0,45.0,24.2,19.0,35.8,1.7,,,8.0,8.0,,256.0,,2.4,4.2,15.0,,,,,,,1,89.0,916.0,63.0,203.0,197.0,,3731.0,684.0,265.0,355.0,1604.0,1604.0
,Portátil profesional,,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,,,,3:2,L3,LPDDR4X,teclado iluminado,,gris,,64.0,,ninguno,,,,,,,,,,,capacitiva,,,,,,,,Laptop,,,,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,,,8.0,32.0,4266.0,2000.0,,3.3,4.8,35.0,,,,,,,1,18.0,26.0,158.0,488.0,24.0,,115.0,807.0,1212.0,355.0,29.0,29.0
1.0,Portátil profesional,Full HD,SSD,,,"wifi, Bluetooth",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,teclado iluminado,3.0,gris,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,1214.29,1214.29,1214.29,14.0,35.56,250.0,,1920x1080,,100.0,21.2,19.0,32.1,1.39,,,12.0,16.0,,256.0,,0.9,4.6,15.0,,,,,,,1,141.0,916.0,84.0,103.0,309.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,3:2,L3,LPDDR4X,teclado iluminado,,gris,,64.0,,ninguno,,,,,,,,,,,capacitiva,,,,,,,,Laptop,6408.7,6408.7,6408.7,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,,,8.0,32.0,4266.0,1000.0,,3.3,4.8,35.0,,,,,,,1,18.0,63.0,158.0,488.0,24.0,,115.0,807.0,1212.0,355.0,29.0,29.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,,,,gris,,64.0,,ninguno,,táctil,,,,,,,,,,,,,,,,,Laptop,1954.0,1954.0,1954.0,15.0,38.1,400.0,,1280x720,17.0,,24.4,15.0,34.0,1.56,,,12.0,16.0,,256.0,,1.3,4.8,15.0,,,,,,,1,17.0,916.0,158.0,673.0,536.0,,3731.0,807.0,185.0,753.0,35.0,35.0
1.0,Portátil profesional,WUXGA,SSD,,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,,100.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,SD,,16:10,L3,LPDDR5,teclado iluminado,6.0,gris,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,4136.57,4136.57,4136.57,16.0,40.64,500.0,,1920x1080,,165.0,24.0,22.0,35.4,1.91,,,24.0,32.0,,1000.0,,1.8,5.0,45.0,,,,,,,1,91.0,,96.0,115.0,274.0,,,807.0,1043.0,299.0,537.0,537.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,,,,gris,,64.0,,ninguno,,táctil,,,,,,,,,,,,,,,,,Laptop,1832.0,1832.0,1832.0,15.0,38.1,400.0,,1280x720,17.0,,24.4,15.0,34.0,1.56,,,12.0,16.0,,512.0,,1.3,4.8,15.0,,,,,,,1,17.0,916.0,158.0,673.0,536.0,,3731.0,807.0,185.0,753.0,35.0,35.0
2.0,Portátil profesional,WUXGA,PCIe SSD,,integrado,"wifi, Bluetooth, LAN",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,,6.0,gris,,64.0,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2780.54,2833.37,2806.95,16.0,40.64,250.0,,1920x1080,,180.0,25.8,27.0,35.6,2.67,,,30.0,32.0,,1000.0,,1.5,5.3,55.0,,,,,,,1,15.0,63.0,96.0,71.0,866.0,,400.0,807.0,1043.0,38.0,537.0,537.0
1.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,polímero de litio,76.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR5,,3.0,plateado,,64.0,,ninguno,,,,,,,,,,,,,,,,,,,Laptop,1640.0,1640.0,1640.0,16.0,40.64,250.0,,,,65.0,25.1,19.0,35.9,1.73,,,12.0,16.0,5200.0,512.0,,1.2,5.0,15.0,,,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,,
1.0,Portátil profesional,,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,3:2,L3,LPDDR4X,teclado iluminado,,plateado,GDDR6,64.0,,ninguno,,,,,,,,,,,"convertible, capacitiva, multitáctil de 10 puntos",,,,,,,,Laptop,2766.11,2766.11,2766.11,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,,120.0,8.0,32.0,,1000.0,,3.3,4.8,35.0,,,,,,,1,18.0,63.0,158.0,673.0,24.0,,115.0,807.0,185.0,355.0,29.0,29.0
1.0,Portátil profesional,WUXGA,SSD,HDMI 2.0,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,57.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,,negro,,64.0,ninguna,ninguno,teclado numérico,IPS,,,,,,,,,,,,,,,,,Laptop,2169.0,2169.0,2169.0,14.0,35.56,400.0,,1280x720,,65.0,22.7,17.0,31.8,1.29,,,12.0,16.0,4800.0,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,222.0,203.0,536.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,58.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR5,,,plateado,,64.0,,,,,,,,,,,,,capacitiva,,,,,,,,Laptop,2363.75,2363.75,2363.75,14.4,36.576,500.0,,1920x1080,19.0,,23.0,22.0,32.3,1.98,,,24.0,16.0,,512.0,,1.8,5.2,45.0,,,,,,,1,15.0,916.0,158.0,462.0,274.0,,3731.0,807.0,1043.0,299.0,29.0,29.0
11.0,Portátil profesional,,,HDMI,,"wifi, Bluetooth, LAN",,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,,,,3.0,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,821.92,1655.54,1238.73,15.6,39.624,250.0,,1920x1080,,65.0,24.0,20.0,35.9,1.81,,,,,,,4.0,,,,,,,,,,1,,,84.0,462.0,,,,,,,,
1.0,Portátil profesional,,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,3:2,L3,LPDDR4X,teclado iluminado,,gris,,64.0,,ninguno,,,,,,,,,,,capacitiva,,,,,,,,Laptop,2444.0,2444.0,2444.0,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,,,8.0,32.0,4266.0,1000.0,,3.3,4.8,35.0,,,,,,,1,18.0,26.0,158.0,673.0,24.0,,115.0,807.0,1043.0,355.0,29.0,29.0
1.0,Portátil profesional,Full HD,,HDMI,,"LAN, wifi, Bluetooth",,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,gris,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,Laptop,912.79,912.79,912.79,15.6,39.624,250.0,,1920x1080,,65.0,24.0,20.0,35.9,1.81,141.0,60.0,12.0,16.0,3200.0,512.0,4.0,1.2,5.0,15.0,64.0,,,,,,1,134.0,916.0,84.0,364.0,309.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil profesional,QHD,PCIe SSD,,integrado,wifi,,integrada,,,,teclado numérico,,polímero de litio,90.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dynaudio,16:9,L3,DDR5,teclado iluminado,4.0,azul,GDDR6,64.0,ninguna,ninguno,teclado numérico,multitáctil,,DTS,Certificación MIL-STD 810G,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,capacitiva,,,,,,,,Laptop,3499.0,3499.0,3499.0,17.0,43.18,,8192x4608,,,240.0,26.0,19.0,38.2,2.49,,165.0,24.0,32.0,4800.0,2000.0,,1.7,4.7,45.0,128.0,,,,,,1,55.0,23.0,88.0,405.0,536.0,253.0,103.0,807.0,1212.0,299.0,78.0,78.0
1.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,con tapa,,2023.0,,Intel,1.0,Intel,,,16:10,L3,DDR5,,3.0,plateado,,64.0,,ninguno,,IPS,,,,,1x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,Laptop,1737.12,1737.12,1737.12,14.0,35.56,1.0,,,,65.0,22.4,19.0,31.6,1.36,,,12.0,16.0,5200.0,512.0,,1.2,5.0,15.0,64.0,,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,Full HD,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:9,L3,DDR4,,,negro,,64.0,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1250.0,1250.0,1250.0,15.6,39.624,250.0,,1920x1080,11.5,65.0,23.7,20.0,36.0,1.77,,,16.0,16.0,3200.0,1000.0,4.0,2.0,4.5,15.0,,,,,,,1,2.0,391.0,222.0,203.0,77.0,,3731.0,206.0,1043.0,561.0,1604.0,1604.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,58.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,3:2,L3,LPDDR5,,,plateado,GDDR6,64.0,,,,táctil,,,,,,,,,,,,,,,,,Laptop,6753.9,6753.9,6753.9,14.4,36.576,500.0,,1920x1080,19.0,,23.0,22.0,32.3,1.98,,,24.0,64.0,,2000.0,,1.8,5.2,45.0,,,,,,,1,15.0,487.0,158.0,462.0,274.0,,400.0,807.0,1043.0,299.0,29.0,29.0
1.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,con tapa,,2023.0,,Intel,1.0,Intel,,,16:10,L3,DDR5,,3.0,plateado,,64.0,,ninguno,,,,,,,1x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,Laptop,1400.0,1400.0,1400.0,14.0,35.56,1.0,,,,65.0,22.4,19.0,31.6,1.36,,,12.0,16.0,5200.0,512.0,,0.9,4.6,15.0,64.0,,,,,,1,141.0,715.0,135.0,488.0,309.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,WUXGA,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,,51.5,,aluminio,con tapa,,2022.0,IEEE 802.11ax,AMD,1.0,AMD,,Dolby Atmos,16:10,,,,3.0,negro,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,2133.43,2133.43,2133.43,13.3,33.782,400.0,,1920x1080,18.0,65.0,20.0,14.0,29.5,1.25,,,,16.0,,512.0,,,,,,,,,,,1,7.0,18.0,222.0,488.0,,,3731.0,200.0,1043.0,,537.0,537.0
1.0,Portátil profesional,WUXGA,,HDMI 2.0,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,57.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR4,,,gris,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,1243.49,1243.49,1243.49,14.0,35.56,400.0,,1280x720,,65.0,22.7,17.0,31.8,1.29,,,12.0,8.0,3200.0,256.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,222.0,203.0,536.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,con tapa,,2023.0,,Intel,1.0,Intel,,,16:10,L3,DDR5,,3.0,plateado,,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,Laptop,1180.45,1180.45,1180.45,14.0,35.56,1.0,,,,65.0,22.4,19.0,31.6,1.36,,,18.0,32.0,,1000.0,,2.2,5.0,28.0,,,,,,,1,63.0,916.0,135.0,488.0,60.0,,3731.0,807.0,1043.0,330.0,537.0,537.0
1.0,Portátil profesional,WUXGA,SSD,,2 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.1,2.1 Mpx,compatible con HD,1920 x 1080 píxeles,teclado FineTip,teclado numérico,2.0,polímero de litio,45.0,,,con tapa,,2023.0,,AMD,1.0,AMD,,altavoces estéreo,16:10,L3,DDR4,teclado iluminado,,plateado,,64.0,,,teclado numérico,IPS,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,Realtek ALC3287,Alemania y Austria,,,,Laptop,637.99,637.99,637.99,16.0,40.64,300.0,,1920x1080,,65.0,25.3,17.0,35.6,1.7,,60.0,16.0,8.0,3200.0,256.0,4.0,2.0,4.5,15.0,64.0,,,,,,1,30.0,391.0,71.0,364.0,77.0,,3731.0,200.0,1043.0,255.0,537.0,537.0
