ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_displayglas,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,almacenamiento_velocidades_de_lectura,almacenamiento_velocidades_de_escritura,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil multimedia,QHD+,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.4,integrada,,1920 x 1080 píxeles,,,,6.0,polímero de litio,99.9,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,DDR5,teclado iluminado,4.0,azul,,GDDR6,,,,ninguno,teclado numérico,IPS,Gigabit-LAN,,,,2x SO-DIMM,,2 x 16 GB,,,,,,,,,,,,,,,Laptop,1797.96,1797.96,1797.96,16.0,40.64,,8192x4608,1920x1080,,240.0,26.0,20.0,35.6,1.99,,240.0,24.0,32.0,,1000.0,,3.8,5.1,28.0,,,,,,,1,59.0,487.0,30.0,364.0,462.0,16.0,400.0,64.0,272.0,366.0,347.0,347.0
5.0,Portátil multimedia,WUXGA,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,72.0,,,con tapa,,2022.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,,16:10,L3,LPDDR4X,,,gris,,,64.0,,,,teclado numérico,,,,,,2x SO-DIMM,,2 x 8 GB,,,,,,,,,,,,,,,Laptop,792.04,1361.35,1076.69,16.0,40.64,250.0,,1280x720,,,24.9,16.0,35.6,1.6,,,16.0,16.0,4266.0,512.0,,2.0,4.5,15.0,,,,,,,1,45.0,391.0,,462.0,77.0,,3731.0,206.0,1212.0,561.0,537.0,537.0
14.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,,,,con tapa,,2024.0,IEEE 802.11ax,,,,MicroSD,altavoces estéreo,16:10,,,,,,,,,,,,,OLED,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,872.16,1287.49,1079.83,14.0,35.56,,,,13.0,100.0,21.8,15.0,31.3,1.3,,,,,,,,,,,,,,,,,1,,,32.0,462.0,,,,,,,168.0,168.0
10.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2024.0,,Apple,1.0,Apple,,,,,,,,dorado,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1214.4,1509.57,1361.99,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,224.0,,,8.0,,512.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,3731.0,164.0,139.0,,60.0,60.0
10.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,teclado numérico,2.0,polímero de litio,55.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,negro,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,309.0,476.03,392.51,15.6,39.624,,,1280x720,10.0,,24.0,20.0,35.9,1.86,,,2.0,8.0,,256.0,,0.85,2.6,34.0,,,,,,,1,48.0,715.0,40.0,405.0,197.0,,3731.0,181.0,1043.0,46.0,1604.0,1604.0
2.0,Portátil multimedia,2.8K,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,63.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5,,,gris,,,64.0,,,,,,,,,,,,1 x 16 GB,,,,,,,,,,,,,,,Laptop,1889.0,1899.9,1894.45,14.0,35.56,400.0,,1920x1080,,,22.4,11.0,31.2,1.17,,120.0,18.0,,,512.0,8.0,2.2,5.0,28.0,,,,,,,1,63.0,916.0,93.0,405.0,60.0,,3731.0,807.0,1212.0,330.0,168.0,168.0
4.0,Portátil multimedia,Full HD,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.0,0.9 Mpx,,,,,,2.0,ión-litio,40.0,no,,con tapa,,2023.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,2.0,gris,,,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,509.99,589.37,549.68,15.6,39.624,,,,5.5,45.0,24.1,20.0,36.3,1.78,,60.0,12.0,16.0,,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,55.0,53.0,536.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
9.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",6.0,polímero de litio,66.5,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,,,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,brillante,,,,,,,,,,,,,,,,,,,,,,Laptop,1378.16,1653.66,1515.91,15.3,38.862,500.0,6016x3384,1920x1080,15.0,35.0,23.8,12.0,34.0,1.51,224.0,,,16.0,,256.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,3731.0,164.0,139.0,561.0,54.0,54.0
13.0,Portátil multimedia,Full HD,,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,1x SO-DIMM,1 x 8 GB,,,,,,,,,,,,,,,Laptop,419.99,508.4,464.19,15.6,39.62,250.0,,1280x720,7.5,45.0,23.6,19.0,35.9,1.6,,,6.0,8.0,3200.0,512.0,,1.8,3.8,15.0,,,,,,,1,32.0,715.0,,63.0,44.0,,3731.0,181.0,1212.0,561.0,1604.0,1604.0
4.0,Portátil multimedia,WQXGA+,memoria flash,HDMI,,,,,,,,,,,,,,,,,,,Qualcomm,1.0,Qualcomm,,,,,LPDDR5X,teclado iluminado,,azul,,,64.0,,ninguna,ninguno,,,,,,,,0x SO-DIMM,,,,,,,Qualcomm Hexagon,,,,,,,,,Laptop,1263.0,1399.0,1331.0,14.0,35.56,,,,,,,,,,,,42.0,16.0,,512.0,,3.4,4.0,,16.0,,,,,,1,12.0,22.0,93.0,,35.0,,3731.0,35.0,1212.0,330.0,168.0,168.0
43.0,Portátil multimedia,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,77.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,,,MicroSD,,16:10,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1259.0,2202.6,1730.8,17.3,43.942,350.0,,1920x1080,,,25.9,18.0,37.9,1.35,,,,,,,4.0,,,,,,,,,,1,,,76.0,405.0,,,3731.0,,,,,
8.0,Portátil multimedia,WQXGA,,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,2560 x 1440 píxeles,,,,,ión-litio,75.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,,DTS X,16:10,,LPDDR5X,teclado iluminado,3.0,gris,,,64.0,,ninguna,ninguno,,,,,,Microsoft Copilot,,,,,,,,,Qualcomm Hexagon,,,,,,,,,Laptop,898.9,1399.0,1148.95,14.0,35.56,,,2560x1440,16.0,,22.6,15.0,32.3,1.36,,,42.0,16.0,,1000.0,,3.4,,,,,,,,,1,13.0,13.0,32.0,462.0,,,3731.0,23.0,1212.0,753.0,347.0,347.0
11.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,100.0,no,aluminio,con tapa,sensor de luminosidad,2023.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,,,,,,,,,,,40-Core GPU,,,,,,,,,,,,Laptop,4159.42,5173.17,4666.3,16.2,41.148,1.0,6016x3384,1920x1080,15.0,140.0,24.8,17.0,35.6,2.2,254.0,120.0,,48.0,,1000.0,,,,,,,,,,,1,6.0,102.0,112.0,67.0,,253.0,3731.0,,36.0,366.0,30.0,30.0
12.0,Portátil multimedia,,,HDMI 2.0,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,,,,,,ión-litio,71.0,,aluminio,con tapa,,2020.0,IEEE 802.11ax,,1.0,,SD,,16:9,,,,,,,,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,1524.44,1856.65,1690.55,15.6,39.62,300.0,,,16.0,65.0,23.0,16.0,35.6,1.85,,,,,,,,,,,,,,,,,1,,,46.0,71.0,,,,,,,,
16.0,Portátil multimedia,Full HD,,Mini HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,38.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,,DDR4,,2.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,183.11,258.99,221.05,14.0,35.56,,,1280x720,9.0,,18.6,22.0,33.3,1.35,,,4.0,4.0,,128.0,,1.1,2.6,,,,,,,,1,9.0,37.0,40.0,405.0,,,3731.0,116.0,1212.0,355.0,1604.0,1604.0
3.0,Portátil multimedia,WQXGA+,memoria flash,,,,,,,,,,,,,,,,,,,,Qualcomm,1.0,Qualcomm,,,,,LPDDR5X,teclado iluminado,,azul,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,Qualcomm Hexagon,,,,,,,,,Laptop,1136.0,1429.0,1282.5,16.0,40.64,,,,,,,,,,,,42.0,16.0,,512.0,,3.4,4.0,,,,,,,,1,12.0,22.0,93.0,,35.0,,3731.0,35.0,1212.0,330.0,168.0,168.0
21.0,Portátil multimedia,,PCIe SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,4.0,,90.0,,,con tapa,,2023.0,,Intel,1.0,,MicroSD,altavoces estéreo,16:10,L3,,,4.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2506.8,5087.04,3796.92,17.3,43.942,,,1280x720,,240.0,26.0,19.0,38.2,2.49,,,,,,,8.0,,,55.0,,,,,,,1,,,88.0,462.0,866.0,,,,1043.0,,347.0,347.0
27.0,Portátil multimedia,WUXGA,SSD,HDMI,,"wifi, LAN",,,,,,,,2.0,ión-litio,53.0,,,,,,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,,L3,DDR5,teclado iluminado,,gris,,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,2 x USB 3.2,,,,,,,Laptop,693.68,1273.81,983.74,14.0,35.56,,,,29.0,65.0,23.5,23.0,32.0,1.46,,60.0,12.0,16.0,,512.0,,,,15.0,,,,,,,1,,135.0,71.0,3.0,55.0,,3731.0,,1043.0,753.0,,
8.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,,,,,Apple Intelligence,,,,,vidrio estándar,,,,,,,,,,,,,Laptop,2238.0,2430.49,2334.24,14.2,36.068,1.0,8192x4608,1920x1080,13.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,24.0,,1000.0,,,,,,,,,,,1,19.0,11.0,112.0,67.0,,253.0,3731.0,164.0,139.0,753.0,48.0,48.0
12.0,Portátil multimedia,,,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,4.0,polímero de litio,73.0,,aluminio,convertible,,2024.0,IEEE 802.11ax,,,,,,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1647.9,2028.99,1838.45,14.5,36.83,400.0,,1920x1080,,100.0,22.6,16.0,32.5,1.49,,,,,,,,,,,,,,,,,1,,,46.0,462.0,,,,,,,,
18.0,Portátil multimedia,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,,,41.0,,,con tapa,,2023.0,,AMD,1.0,AMD,,,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,,Laptop,528.08,947.56,737.82,15.6,39.624,250.0,,1280x720,,45.0,24.2,20.0,35.8,1.6,,,16.0,16.0,3200.0,512.0,,2.0,4.5,15.0,16.0,,,,,,1,45.0,391.0,41.0,203.0,77.0,,3731.0,206.0,1212.0,561.0,1604.0,1604.0
3.0,Portátil multimedia,Full HD,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,54.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR4X,,,gris,,,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,859.0,1377.0,1118.0,15.6,39.624,300.0,,1280x720,15.0,45.0,22.9,15.0,35.7,1.55,,,12.0,16.0,,512.0,4.0,1.2,5.4,15.0,,,,,,,1,34.0,916.0,93.0,405.0,55.0,,3731.0,37.0,1212.0,753.0,1604.0,1604.0
15.0,Portátil multimedia,Full HD,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,75.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,Harman Kardon,16:10,L3,LPDDR5X,,4.0,gris,,,64.0,"0,2 ms",,ninguno,,,,,,,,,,,,,,,Intel AI Boost,,,,,,,,,Laptop,2291.72,2666.63,2479.18,14.0,35.56,400.0,,1920x1080,,65.0,21.8,20.0,31.4,1.65,,60.0,24.0,32.0,,1000.0,,3.8,5.1,28.0,,19.0,3.42,,,,1,59.0,270.0,81.0,673.0,462.0,,3731.0,64.0,1212.0,366.0,537.0,537.0
16.0,Portátil multimedia,Full HD,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,80.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR5,,4.0,negro,,,64.0,,ninguna,ninguno,teclado numérico,,,,Certificación MIL-STD 810H,,,,,,,,,,,,,,,,,,,Laptop,1080.08,1445.04,1262.56,15.5,39.37,350.0,,1920x1080,15.0,,22.2,17.0,35.6,1.1,,,18.0,16.0,6000.0,512.0,3.0,2.2,5.0,28.0,,,,10336.0,,,1,63.0,916.0,76.0,462.0,60.0,79.0,3731.0,807.0,1043.0,330.0,1604.0,1604.0
16.0,Portátil multimedia,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,54.0,,,con tapa,,2023.0,,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,4.0,negro,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,,,,,,Laptop,521.64,678.06,599.85,15.6,39.624,250.0,,1280x720,,,23.6,19.0,35.9,1.62,,120.0,10.0,8.0,2666.0,512.0,4.0,0.9,4.6,15.0,16.0,,,,,,1,21.0,916.0,34.0,364.0,309.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
11.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,100.0,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,,,,,Apple Intelligence,,,,,vidrio estándar,,,,,,,,,,,,,Laptop,3761.97,4045.49,3903.73,16.2,41.148,1.0,8192x4608,1920x1080,14.0,140.0,24.8,17.0,35.6,2.14,254.0,120.0,,36.0,,1000.0,,,,,,,,,,,1,13.0,13.0,112.0,67.0,,253.0,3731.0,164.0,139.0,299.0,30.0,30.0
6.0,Portátil multimedia,Full HD,,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 4.1,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,38.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,,DDR4,,,negro,,,,,ninguna,ninguno,,antirreflectante,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,429.64,495.62,462.63,14.0,35.56,250.0,,1280x720,15.3,65.0,21.5,20.0,32.5,1.4,,,,8.0,3200.0,512.0,,,4.6,,,,,,,,1,59.0,715.0,,673.0,866.0,,3731.0,684.0,265.0,561.0,1604.0,1604.0
13.0,Portátil multimedia,Full HD,,HDMI,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,azul,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,,Laptop,606.0,819.74,712.87,15.6,39.624,,,1280x720,6.75,45.0,23.6,19.0,36.0,1.59,,,12.0,16.0,3200.0,512.0,,1.2,4.7,15.0,,,,,,,1,93.0,916.0,,673.0,536.0,,3731.0,807.0,1212.0,753.0,1604.0,1604.0
14.0,Portátil multimedia,WQXGA+,,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,63.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5,teclado iluminado,,gris,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1020.28,1487.04,1253.66,14.0,35.56,400.0,,1920x1080,,,22.4,11.0,31.2,1.17,,,18.0,16.0,6000.0,512.0,8.0,2.2,5.0,28.0,,,,,,,1,63.0,916.0,93.0,405.0,60.0,,3731.0,807.0,1043.0,330.0,168.0,168.0
14.0,Portátil multimedia,WUXGA,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,72.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5,teclado iluminado,,negro,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,,,,,,,,,,,,,,,,,Laptop,1189.0,1849.29,1519.14,14.0,35.56,350.0,,1920x1080,24.5,,21.4,17.0,31.2,1.0,,,18.0,32.0,6000.0,512.0,,2.2,5.0,28.0,,,,,,,1,63.0,916.0,76.0,462.0,60.0,,3731.0,807.0,1043.0,330.0,537.0,537.0
3.0,Portátil multimedia,Full HD,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,48.5,,,con tapa,,2023.0,,AMD,,AMD,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,panorámica,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,,,,,,Laptop,538.99,726.15,632.57,15.6,39.624,,,,5.5,65.0,24.1,20.0,36.3,1.78,,,8.0,16.0,,512.0,,1.8,4.3,25.0,32.0,,,,,,1,51.0,391.0,108.0,673.0,83.0,,3731.0,206.0,1212.0,561.0,1604.0,1604.0
16.0,Portátil multimedia,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,54.0,,,con tapa,,2023.0,,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,4.0,negro,,,64.0,,ninguna,ninguno,teclado numérico,IPS,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,,Laptop,695.52,996.65,846.09,15.6,39.624,250.0,,1280x720,,,23.6,19.0,35.9,1.62,,120.0,12.0,16.0,2666.0,1000.0,4.0,1.2,5.0,15.0,16.0,,,,,,1,134.0,916.0,34.0,364.0,309.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
11.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2022.0,,Apple,1.0,Apple,,,,,DDR4,teclado iluminado,,dorado,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1137.12,1368.36,1252.74,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,224.0,,,8.0,,512.0,,,,,,,,,,,1,43.0,34.0,142.0,124.0,,253.0,3731.0,164.0,22.0,753.0,60.0,60.0
42.0,Portátil multimedia,,,HDMI,,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2023.0,,,,,,altavoces estéreo,16:9,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,447.81,1175.71,811.76,15.6,39.624,250.0,,1280x720,7.25,45.0,24.2,18.0,35.9,1.69,,,,,,,,,,,,,,,,,1,,,,462.0,,,,,,,,
19.0,Portátil multimedia,Full HD,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,40.0,,,con tapa,,2022.0,IEEE 802.11ac,Intel,,,,altavoces estéreo,16:9,L3,,,,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,547.69,833.21,690.45,17.3,43.942,,,1280x720,,,25.8,20.0,40.2,,,,,,,,,,,15.0,,,,,,,1,,,108.0,53.0,536.0,,,,,,1604.0,1604.0
,Portátil multimedia,,,Thunderbolt 3,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,66.0,,2.0,polímero de litio,58.0,no,aluminio,con tapa,sensor de luminosidad,2020.0,,,,,,altavoces estéreo,16:10,,,,,,,,,,,,,,,,,,,,,"Apple FaceTime, Apple GarageBand, Apple iBooks, Apple iMovie, Apple iTunes, Apple Mac App Store, Apple Safari, Apple Siri, Apple Time Machine",,,,,,,,,,,,,,Laptop,,,,13.3,33.78,500.0,,1280x720,10.0,61.0,21.2,16.0,30.4,1.4,,,,,,,,,,,,,,,,,1,,,112.0,3.0,,,,,,,,
9.0,Portátil multimedia,,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,4.0,polímero de litio,73.0,,aluminio,convertible,,2024.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:10,,LPDDR5X,teclado iluminado,4.0,gris,,,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1693.72,2028.99,1861.36,14.5,36.83,400.0,,1920x1080,,100.0,22.6,16.0,32.5,1.49,,120.0,,32.0,7500.0,1000.0,,,5.0,,,,,,,,1,9.0,2.0,46.0,462.0,,,3731.0,27.0,1212.0,,168.0,168.0
