ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_displayglas,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,almacenamiento_velocidades_de_lectura,almacenamiento_velocidades_de_escritura,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
,Portátil multimedia,Retina,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,100.0,no,aluminio,con tapa,,2021.0,,Apple,1.0,Apple,SDXC,altavoces estéreo,16:9,,LPDDR5,teclado iluminado,,plateado,,,,,,ninguno,,,,,,,,,,,,32-Core GPU,,,,,,,,,,,,Laptop,,,,16.2,41.148,1.0,,1920x1080,14.0,140.0,24.8,17.0,35.6,2.2,254.4,120.0,,32.0,,1000.0,,,,,,,,,,,1,2.0,2.0,112.0,462.0,,,3731.0,,22.0,753.0,30.0,30.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,2.0 Mpx,,,,,,2.0,,,,,con tapa,,,,Intel,,,,altavoces estéreo,16:9,L3,,,,,,,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,456.32,456.32,456.32,14.1,35.814,,,,,,21.1,16.0,32.4,1.3,,,4.0,,,,,1.2,3.4,15.0,,,,5000.0,,,1,17.0,,,673.0,42.0,,,181.0,1043.0,108.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,PCIe SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.2,0.9 Mpx,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,53.0,,,con tapa,,2021.0,,AMD,1.0,AMD,,,16:9,L3,DDR4,,3.0,plateado,,,64.0,,,ninguno,,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,,,,,,Laptop,1290.0,1290.0,1290.0,14.0,35.56,400.0,,1280x720,,65.0,21.5,18.0,32.3,1.4,,60.0,16.0,8.0,3200.0,256.0,,2.3,4.2,,64.0,,,,,,1,4.0,391.0,135.0,488.0,,,3731.0,200.0,185.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,PCIe SSD,HDMI,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,2.0,ión-litio,56.0,,,con tapa,,2020.0,,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,,3.0,negro,,,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,,2x SO-DIMM,,,,,,,,,,,,,,,,,Laptop,866.21,866.21,866.21,14.0,35.56,,,,13.5,65.0,23.6,18.0,32.5,1.4,,,8.0,16.0,,512.0,,2.4,4.2,15.0,32.0,,,,,,1,89.0,916.0,71.0,364.0,197.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,,SSD,HDMI,4 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,teclado numérico,,ión-litio,35.0,,,con tapa,,2022.0,IEEE 802.11ac,Intel,,,,,16:9,L3,DDR4,,2.0,negro,,,64.0,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,444.98,444.98,444.98,15.6,39.62,250.0,,,,65.0,23.6,20.0,35.9,1.7,,,10.0,,,,,0.9,4.4,15.0,,,,,,,1,69.0,,,203.0,536.0,,,181.0,,255.0,1604.0,1604.0
2.0,Portátil multimedia,Full HD,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,107.0,,2.0,ión-litio,,,,con tapa,,2020.0,IEEE 802.11ax,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,4.0,negro,,,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,,2x SO-DIMM,,,,,,,,,,,,,,,,,Laptop,1088.7,1089.0,1088.85,14.0,35.56,,,1280x720,11.0,45.0,23.6,20.0,32.8,1.6,,,8.0,16.0,,512.0,,2.4,4.2,15.0,32.0,,,3220.0,,,1,89.0,916.0,71.0,19.0,197.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,,99.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,plateado,,,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,,0x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,,,,,Laptop,3312.88,3312.88,3312.88,17.3,43.942,,,1280x720,,330.0,33.0,23.0,39.7,3.3,,165.0,30.0,32.0,5600.0,2000.0,8.0,1.5,5.0,55.0,64.0,,,,,,1,46.0,24.0,88.0,71.0,866.0,,,807.0,1043.0,366.0,50.0,50.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,42.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,,,3.0,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,2647.87,2647.87,2647.87,14.0,35.56,250.0,,1280x720,9.5,45.0,23.2,22.0,33.6,1.7,,,10.0,8.0,,256.0,,0.7,4.4,9.0,,,,,,,1,1.0,916.0,74.0,488.0,536.0,,3731.0,181.0,1043.0,255.0,1604.0,1604.0
,Portátil multimedia,HD Ready,,HDMI,,"wifi, LAN",,integrada,,,,,,2.0,,,no,,con tapa,,2020.0,IEEE 802.11ac,AMD,1.0,AMD,,altavoces estéreo,16:9,,DDR4,,,negro,,,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,,,,15.6,39.62,,,,,45.0,25.1,20.0,36.3,1.9,,,,4.0,,128.0,,1.2,,,,,,,,,1,4.0,391.0,108.0,53.0,,79.0,4.0,,97.0,108.0,55.0,55.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,teclado numérico,,ión-litio,42.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,negro,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1163.45,1163.45,1163.45,15.6,39.624,250.0,,1280x720,,65.0,23.3,20.0,36.2,1.69,,,12.0,16.0,,512.0,,0.9,4.6,15.0,,20.0,3.25,,,,1,141.0,916.0,133.0,115.0,309.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
,Portátil multimedia,Full HD,,HDMI,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 4.2,,,,teclado tipo chicle,,"teclas de función, teclas Windows, teclas multimedia, teclado numérico",2.0,ión-litio,31.0,no,plástico,con tapa,,2021.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,negro,,,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,,,,1 x 8 GB,,,,,,,,,,,,,,,Laptop,,,,15.6,39.62,,,,,45.0,24.6,23.0,37.6,1.78,,,4.0,8.0,2666.0,256.0,,1.2,3.7,,,,,,,,1,2.0,9.0,63.0,6.0,,79.0,12.0,684.0,97.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,48.5,,,con tapa,,2024.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,,,3.0,gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1210.99,1210.99,1210.99,17.3,43.942,,,1920x1080,,65.0,25.7,18.0,40.2,2.09,,,12.0,32.0,,1000.0,,0.9,5.0,15.0,,,,,,,1,40.0,916.0,108.0,488.0,55.0,,3731.0,38.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 4.1,integrada,,,teclado tipo chicle,,,,,38.0,,,con tapa,,2022.0,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,2.0,gris,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,769.43,769.43,769.43,15.6,39.624,,,,,45.0,25.1,23.0,38.0,2.3,,,6.0,8.0,,256.0,,1.0,3.6,15.0,,,,,,,1,26.0,715.0,133.0,9.0,42.0,253.0,3731.0,684.0,1043.0,355.0,1604.0,1604.0
2.0,Portátil multimedia,WQUXGA,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.4,integrada,,1920 x 1080 píxeles,,,,2.0,,99.9,,,con tapa,,2023.0,IEEE 802.11be,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,LPDDR5,,4.0,gris,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,3685.31,3716.3,3700.81,16.0,40.64,,8192x4608,1920x1080,,100.0,25.4,19.0,35.8,1.5,,,24.0,32.0,6400.0,1000.0,4.0,3.8,5.1,28.0,,,,,,,1,59.0,358.0,39.0,364.0,462.0,16.0,400.0,64.0,1043.0,366.0,49.0,49.0
1.0,Portátil multimedia,WUXGA,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,,2.0,ión-litio,56.0,,,con tapa,,2024.0,,AMD,1.0,AMD,,altavoces estéreo,16:10,L3,,,3.0,,,,64.0,,"LTE, 4G",ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1589.08,1589.08,1589.08,16.0,40.64,300.0,,,,65.0,25.1,17.0,35.9,1.74,,,16.0,16.0,,512.0,,2.9,4.55,28.0,,,,,,,1,9.0,18.0,135.0,488.0,54.0,,3731.0,200.0,1043.0,255.0,537.0,537.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,,,,con tapa,,2022.0,,Intel,1.0,Intel,,,16:9,L3,LPDDR4X,,3.0,gris,,,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1306.32,1306.32,1306.32,14.0,35.56,,,1280x720,10.0,65.0,22.4,18.0,32.9,1.5,,,12.0,16.0,,512.0,,1.2,4.7,15.0,,,,,,,1,93.0,916.0,108.0,145.0,536.0,,3731.0,807.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,WUXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,72.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,AMD,1.0,AMD,SD,,16:10,L3,LPDDR5,,,,,,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1032.87,1032.87,1032.87,16.0,40.64,400.0,,1920x1080,,135.0,23.7,16.0,35.4,1.81,,,16.0,16.0,6400.0,512.0,4.0,3.2,4.7,45.0,,,,,,,1,1.0,28.0,222.0,364.0,13.0,,40.0,206.0,1043.0,561.0,537.0,537.0
1.0,Portátil multimedia,WUXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,72.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,,,,negro,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2624.42,2624.42,2624.42,14.0,35.56,,,1920x1080,,,22.8,18.0,31.4,1.6,,,24.0,16.0,,1000.0,,1.3,4.8,28.0,,,,,,,1,5.0,916.0,25.0,364.0,529.0,,3731.0,807.0,1212.0,299.0,537.0,537.0
1.0,Portátil multimedia,Full HD,PCIe SSD,HDMI 2.0,,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,,ión-litio,63.0,,,con tapa,,2020.0,IEEE 802.11ax,Intel,,Intel,,,16:9,L3,LPDDR4X,,3.0,gris,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2022.63,2022.63,2022.63,14.0,35.56,,,,,65.0,19.9,17.0,31.9,1.29,,,12.0,16.0,,32.0,,2.8,4.7,15.0,,,,,,,1,35.0,916.0,81.0,61.0,197.0,,3731.0,807.0,97.0,355.0,1604.0,1604.0
2.0,Portátil multimedia,Full HD,,HDMI 2.1,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,42.0,,,con tapa,,,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,64.0,,,ninguno,,,,,,,1x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,,,,,,Laptop,574.91,595.0,584.95,14.0,35.56,250.0,,1280x720,,45.0,21.4,20.0,32.2,1.38,,,12.0,8.0,3200.0,256.0,,0.9,4.4,15.0,32.0,,,,,,1,165.0,916.0,74.0,673.0,536.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,,SSD,,integrado,"Bluetooth, wifi",,integrada,,1920 x 1080 píxeles,,,,2.0,,64.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,,Intel,SD,,16:10,L3,LPDDR5,,4.0,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,1487.93,1487.93,1487.93,16.0,40.64,300.0,,1920x1080,,65.0,25.2,18.0,35.7,1.85,,60.0,18.0,16.0,4800.0,512.0,5.0,1.9,4.5,28.0,,,,,,,1,25.0,916.0,34.0,462.0,60.0,,3731.0,684.0,,330.0,537.0,537.0
1.0,Portátil multimedia,Full HD,PCIe SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,48.0,,,con tapa,,2020.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,4.0,plateado,,GDDR5,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1302.43,1302.43,1302.43,14.0,35.56,,,1280x720,12.5,,23.6,18.0,32.9,1.6,,,8.0,,,512.0,,2.4,4.2,15.0,,,,3220.0,,,1,89.0,4.0,108.0,488.0,197.0,,9.0,684.0,1212.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,WUXGA,,Mini DisplayPort,3 en 1,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,83.0,,,con tapa,,2020.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,,6.0,gris,,GDDR6,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,3828.91,3828.91,3828.91,15.6,39.624,400.0,,1280x720,,,23.5,18.0,35.4,1.8,,,12.0,16.0,2666.0,512.0,,2.6,5.0,,,,,,,,1,7.0,27.0,98.0,405.0,,,115.0,807.0,97.0,255.0,,
,Portátil multimedia,Full HD,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 4.0,integrada,,,,,,,ión-litio,36.0,no,,con tapa,,2019.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,2.0,negro,,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,,,,15.6,39.62,,,,9.0,45.0,24.8,20.0,36.3,1.9,,,6.0,8.0,,256.0,,1.0,3.6,15.0,,,,,,,1,26.0,715.0,55.0,61.0,42.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,wifi,,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,,con tapa,,2020.0,,Intel,1.0,Intel,MicroSD,Harman Kardon,16:9,L3,DDR4,,3.0,negro,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,1x SO-DIMM,1 x 8 GB,,,,,,,Italia,,,,,,,,Laptop,617.5,617.5,617.5,15.6,39.624,,,1280x720,,65.0,23.5,20.0,35.9,1.7,,,6.0,8.0,,256.0,,3.0,4.1,28.0,,19.0,3.42,,,,1,48.0,715.0,198.0,364.0,197.0,,3731.0,181.0,97.0,108.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,,ión-litio,41.0,,,con tapa,,2019.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,plateado,,,64.0,,,ninguno,teclado numérico,,,,,,1x SO-DIMM,,1 x 8 GB,,,,,,,,,,,,,,,Laptop,628.35,628.35,628.35,15.6,39.62,,,,10.25,,24.2,18.0,35.6,1.69,,,2.0,8.0,,512.0,,0.85,2.6,34.0,,,,,,,1,48.0,715.0,,203.0,197.0,,3731.0,181.0,1212.0,46.0,1604.0,1604.0
1.0,Portátil multimedia,,SSD,,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 4.1,integrada,,,teclado tipo chicle,,,,,38.0,,,con tapa,,2018.0,IEEE 802.11ac,,,Intel,,altavoces estéreo,16:9,,DDR4,teclado iluminado,2.0,gris,,,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,779.9,779.9,779.9,15.6,39.624,,,,,45.0,25.1,23.0,38.0,2.3,,,4.0,4.0,,128.0,,3.5,,,,,,,,,1,1.0,715.0,133.0,9.0,,253.0,3731.0,,1043.0,108.0,1604.0,1604.0
1.0,Portátil multimedia,WQUXGA,PCIe SSD,Thunderbolt 4,3 en 1,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,86.0,,,con tapa,,2022.0,,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,,6.0,plateado,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,4335.45,4335.45,4335.45,16.0,40.64,400.0,,1280x720,,200.0,24.2,19.0,35.6,1.73,,,24.0,32.0,,1000.0,,1.8,4.8,45.0,,,,,,,1,7.0,63.0,98.0,364.0,536.0,,400.0,807.0,1043.0,299.0,49.0,49.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,wifi,,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,,con tapa,,,,Intel,1.0,Intel,MicroSD,Harman Kardon,16:9,,DDR4,,3.0,negro,,,,,,ninguno,,,,,,,1x SO-DIMM,,,,,,,,,Italia,,,,,,,,Laptop,625.48,625.48,625.48,15.6,39.624,,,1280x720,,65.0,23.5,20.0,35.9,1.7,,,6.0,4.0,,256.0,,1.7,4.1,12.0,,19.0,3.42,,,,1,17.0,715.0,198.0,364.0,,,3731.0,181.0,97.0,108.0,1604.0,1604.0
1.0,Portátil multimedia,QHD+,,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,,82.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,,4.0,plateado,,GDDR6,64.0,,,ninguno,,IPS,,,,,,,,,,,,,,,,,,,,,,Laptop,1799.0,1799.0,1799.0,16.0,40.64,,,1920x1080,,150.0,25.9,17.0,35.8,2.1,,,24.0,16.0,4800.0,512.0,4.0,1.8,5.0,45.0,,,,,,,1,91.0,121.0,39.0,462.0,274.0,,44.0,807.0,1043.0,299.0,78.0,78.0
1.0,Portátil multimedia,Full HD,,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,,,teclado FineTip,,,2.0,ión-litio,,,,con tapa,,2021.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,LPDDR4X,,4.0,plateado,,,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,830.31,830.31,830.31,14.0,35.56,,,,11.5,65.0,21.9,17.0,32.3,1.2,,,2.0,8.0,,512.0,,0.85,2.6,34.0,,,,3220.0,,,1,48.0,715.0,32.0,488.0,197.0,,3731.0,181.0,1212.0,46.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,,HDMI,4 en 1,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,,gris,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,981.25,981.25,981.25,17.3,43.942,300.0,,1280x720,8.1,65.0,27.4,20.0,39.9,2.2,,,12.0,8.0,3200.0,512.0,3.0,0.9,4.6,15.0,16.0,,,,,,1,141.0,916.0,,364.0,309.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,,HDMI 2.0,ninguno,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,53.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,plateado,,,64.0,,"LTE, 4G",ninguno,,panorámica,,,,,1x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,,,,,,Laptop,1950.0,1950.0,1950.0,13.3,33.78,1.0,,1280x720,,65.0,20.5,18.0,30.8,1.24,,,12.0,16.0,3200.0,512.0,,2.8,4.7,15.0,64.0,,,,,,1,35.0,916.0,135.0,63.0,197.0,,3731.0,807.0,185.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,,,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,4.0,,,,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,,,,1 x 8 GB,,,,,,,,,,,,,,,Laptop,638.19,638.19,638.19,15.6,39.624,,,1280x720,11.0,45.0,25.5,20.0,36.3,1.8,,,2.0,8.0,,256.0,,0.85,2.6,34.0,32.0,,,3220.0,,,1,48.0,715.0,71.0,488.0,197.0,,400.0,181.0,185.0,46.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,45.0,,,con tapa,,2022.0,,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,3.0,azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,523.47,523.47,523.47,15.6,39.624,300.0,,1280x720,10.0,65.0,23.7,20.0,35.9,1.63,,,10.0,8.0,3200.0,512.0,3.0,0.9,4.4,15.0,,,,,,,1,69.0,715.0,163.0,71.0,536.0,,3731.0,181.0,1212.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,2.8K,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,75.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,Harman Kardon,16:9,L3,,,4.0,plateado,,,64.0,"0,2 ms",,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2663.42,2663.42,2663.42,15.6,39.624,600.0,,1920x1080,,90.0,22.9,18.0,36.0,1.7,,,24.0,16.0,,1000.0,,1.9,5.4,45.0,,19.0,4.74,,,,1,41.0,916.0,198.0,673.0,274.0,,3731.0,192.0,1212.0,299.0,22.0,22.0
1.0,Portátil multimedia,QHD,SSD,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,,,4.0,gris,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,1032.72,1032.72,1032.72,15.6,39.624,,,1920x1080,8.5,65.0,24.0,18.0,36.2,1.74,,,16.0,16.0,,1000.0,,2.0,4.5,15.0,,,,,,,1,45.0,391.0,108.0,673.0,77.0,,3731.0,206.0,1212.0,561.0,78.0,78.0
