ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil gaming,WQXGA,SSD,,3 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,,,4.0,negro,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,3639.22,3639.22,3639.22,17.3,43.942,,,1920x1080,,,27.2,33.0,38.3,2.86,240.0,36.0,32.0,,1000.0,,1.6,5.6,55.0,,,,,,1,60.0,76.0,49.0,462.0,86.0,,69.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,WQXGA,SSD,,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,86.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,,,6.0,gris,,GDDR6,64.0,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,3338.25,3338.25,3338.25,16.0,40.64,,,1280x720,,330.0,28.9,26.0,35.7,2.87,,36.0,32.0,,1000.0,,1.8,5.4,55.0,,,,,,1,10.0,487.0,,488.0,866.0,,400.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,WUXGA,PCIe SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,retroiluminación LED,,,,,,,,,,,,,,,,,Laptop,1780.56,1780.56,1780.56,16.0,40.64,250.0,,1280x720,,240.0,25.2,27.0,35.5,2.2,,16.0,16.0,4800.0,1000.0,,3.2,4.75,35.0,,,,,,1,15.0,3.0,60.0,488.0,54.0,,103.0,206.0,1212.0,561.0,537.0,537.0
1.0,Portátil gaming,,,,,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,panorámica,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2651.28,2651.28,2651.28,16.0,40.64,,,1920x1080,,330.0,28.4,28.0,35.7,2.75,240.0,30.0,32.0,5600.0,1000.0,4.0,3.9,5.5,55.0,96.0,,,,,1,23.0,487.0,,462.0,86.0,,400.0,807.0,1212.0,38.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,3.0,negro,,GDDR6,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2363.31,2363.31,2363.31,15.6,39.62,,,1280x720,,200.0,25.9,25.0,35.9,2.25,144.0,24.0,16.0,,512.0,4.0,1.7,4.7,45.0,,,,,,1,27.0,358.0,49.0,488.0,536.0,,400.0,807.0,265.0,753.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,,4.0,gris,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2294.63,2294.63,2294.63,17.3,43.942,,,1280x720,,330.0,29.8,29.0,38.0,3.0,,30.0,16.0,,1000.0,4.0,1.5,5.0,55.0,,,,,,1,46.0,358.0,,488.0,866.0,,400.0,807.0,1212.0,366.0,347.0,347.0
1.0,Portátil gaming,QHD,SSD,HDMI 2.0,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,,,,,4.0,ión-litio,90.0,,,con tapa,,2022.0,IEEE 802.11ax,AMD,1.0,NVIDIA,MicroSD,Dolby Atmos,16:9,L3,DDR5,teclado iluminado,4.0,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,10627.83,10627.83,10627.83,15.6,39.62,300.0,,,,200.0,24.3,20.0,35.5,1.9,,16.0,16.0,,1000.0,,3.3,4.9,35.0,,,,,,1,1.0,23.0,98.0,462.0,13.0,,400.0,53.0,1212.0,561.0,78.0,78.0
1.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,0x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,2938.6,2938.6,2938.6,17.3,43.942,,8192x4608,1280x720,,200.0,27.3,25.0,39.8,2.6,,24.0,16.0,4800.0,1000.0,4.0,1.7,4.7,45.0,64.0,,,,,1,27.0,,49.0,488.0,536.0,,12.0,807.0,1212.0,753.0,1604.0,1604.0
2.0,Portátil gaming,WQXGA,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,4762.99,4768.98,4765.98,17.3,43.942,,,1280x720,,330.0,29.8,24.0,38.0,3.0,240.0,36.0,32.0,,2000.0,4.0,1.6,5.6,55.0,,,,,,1,28.0,54.0,,364.0,866.0,,40.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,,SSD,HDMI,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,,AMD,1.0,NVIDIA,MicroSD,altavoces estéreo,16:9,L3,,,4.0,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2363.21,2363.21,2363.21,17.3,43.942,,,,8.0,230.0,29.3,29.0,40.0,3.1,165.0,24.0,32.0,,1000.0,,4.0,5.2,45.0,,,,,,1,22.0,487.0,45.0,364.0,49.0,,400.0,53.0,1212.0,561.0,78.0,78.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,teclado gamer,,,2.0,polímero de litio,99.9,,,con tapa,,2022.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,gris,,GDDR6,64.0,,ninguna,ninguno,,panorámica,Gigabit-LAN,,,2x SO-DIMM,,2 x 8 GB,,Nahimic,,,,Italia,,,,,Laptop,1799.0,1799.0,1799.0,15.6,39.62,,4096x2304,1280x720,6.0,230.0,25.9,24.0,35.9,2.3,144.0,24.0,16.0,3200.0,512.0,,1.7,4.7,45.0,64.0,,,,,1,55.0,183.0,14.0,364.0,536.0,,44.0,807.0,1212.0,299.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,,,4.0,gris,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,4843.45,4843.45,4843.45,17.3,43.942,,,1280x720,,240.0,26.4,25.0,39.5,2.6,,32.0,16.0,,1000.0,,4.0,5.2,45.0,,20.0,12.0,,,1,18.0,358.0,60.0,488.0,47.0,,400.0,53.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,3.0,negro,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2754.5,2754.5,2754.5,15.6,39.624,,,1280x720,,180.0,24.8,20.0,35.8,2.1,,24.0,16.0,,1000.0,4.0,1.8,4.9,45.0,,,,,,1,78.0,121.0,30.0,488.0,274.0,,44.0,807.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,3907.4,3907.4,3907.4,16.0,40.64,,,1920x1080,,280.0,28.4,28.0,35.7,2.7,,30.0,32.0,,2000.0,4.0,1.5,5.0,55.0,,,,,,1,46.0,358.0,14.0,364.0,866.0,,400.0,807.0,1212.0,366.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,,,,,,,2.0,,,,,,,2019.0,IEEE 802.11ac,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,,,,,GDDR5,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,729.99,729.99,729.99,14.0,35.56,,,,,,32.3,18.0,22.5,1.6,,6.0,8.0,,512.0,,1.6,3.9,15.0,,,,,,1,3.0,2.0,81.0,1.0,4.0,,,684.0,97.0,355.0,1604.0,1604.0
1.0,Portátil gaming,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,,1280 x 720 píxeles,,,,2.0,polímero de litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2699.0,2699.0,2699.0,17.3,43.942,,,1280x720,,330.0,29.8,24.0,38.0,3.0,240.0,36.0,32.0,,1000.0,4.0,1.6,5.6,55.0,,,,,,1,60.0,358.0,,405.0,86.0,,400.0,192.0,1043.0,125.0,50.0,50.0
2.0,Portátil gaming,,,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,,,NVIDIA,,,16:10,,,,4.0,,,GDDR6,,,,,,,,,,,,,,,,,,,,,,,Laptop,2087.99,2164.13,2126.06,18.0,45.72,,,,6.0,330.0,31.2,29.0,40.4,3.4,,,,,,,,,,,,,,,1,,,56.0,673.0,,,,,,,,
1.0,Portátil gaming,,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,NVIDIA,,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,panorámica,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2999.0,2999.0,2999.0,16.0,40.64,,,1920x1080,,280.0,28.4,28.0,35.7,2.7,120.0,36.0,32.0,,2000.0,4.0,1.6,5.5,55.0,,,,,2000.0,1,25.0,358.0,14.0,462.0,866.0,,103.0,192.0,1043.0,125.0,25.0,25.0
1.0,Portátil gaming,WQXGA,,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,0x SO-DIMM,2x SO-DIMM,2 x 32 GB,,,,,,,,,,,Laptop,5430.71,5430.71,5430.71,16.0,40.64,,,1920x1080,,280.0,28.4,28.0,35.7,2.7,,36.0,64.0,5600.0,2000.0,4.0,1.6,5.5,55.0,64.0,,,,,1,25.0,76.0,14.0,364.0,866.0,,69.0,192.0,1043.0,125.0,347.0,347.0
1.0,Portátil gaming,Full HD,PCIe SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,,,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1606.75,1606.75,1606.75,15.6,39.62,300.0,,1280x720,9.0,,25.5,24.0,36.3,2.3,144.0,24.0,16.0,,512.0,,2.5,4.9,45.0,,,,,,1,7.0,183.0,45.0,488.0,31.0,,133.0,192.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil gaming,,,HDMI 2.0,,"Bluetooth, wifi, LAN",Bluetooth 5.1,,,,,,,2.0,ión-litio,90.0,,,con tapa,,2021.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,,4.0,negro,,GDDR6,64.0,,,ninguno,,panorámica,,,,,,,,,,,,,,,,,Laptop,2793.29,2793.29,2793.29,15.6,39.624,300.0,,,,,25.9,27.0,35.4,2.3,300.0,16.0,16.0,4800.0,512.0,,3.2,4.4,45.0,,,,,,1,12.0,90.0,98.0,15.0,26.0,,400.0,206.0,1212.0,561.0,50.0,50.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,2663.42,2663.42,2663.42,17.3,43.942,,,1280x720,,240.0,26.4,25.0,39.5,2.6,,32.0,16.0,,1000.0,,4.0,5.2,45.0,,20.0,12.0,,,1,18.0,121.0,60.0,673.0,47.0,,133.0,53.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,70.0,,,con tapa,,2023.0,IEEE 802.11ac,AMD,1.0,AMD,,,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,,,teclado numérico,panorámica,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 4 GB,,,,,,Alemania y Austria,,,,,Laptop,1147.27,1147.27,1147.27,15.6,39.624,,,1280x720,,,25.5,24.0,35.8,2.29,60.0,16.0,8.0,3200.0,512.0,,3.3,4.2,45.0,,,,,,1,17.0,3.0,72.0,364.0,26.0,,115.0,200.0,272.0,255.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,100.0,,,con tapa,,2022.0,,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,LPDDR5,,4.0,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2716.61,2716.61,2716.61,16.1,40.894,500.0,,1280x720,12.0,,26.2,19.0,35.9,2.5,,24.0,16.0,,1000.0,,1.7,4.7,45.0,,,,6578.0,,1,55.0,12.0,56.0,405.0,536.0,,40.0,807.0,1212.0,299.0,347.0,347.0
1.0,Portátil gaming,QHD,PCIe SSD,HDMI 2.0,,"LAN, wifi, Bluetooth",Bluetooth 5.1,,,,,,,2.0,ión-litio,,,,con tapa,,2021.0,IEEE 802.11ax,AMD,,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2 x 32 GB,,,,,,,,,,,Laptop,5190.0,5190.0,5190.0,17.3,43.94,,,,,240.0,28.2,28.0,39.5,2.7,165.0,16.0,64.0,3200.0,2000.0,8.0,3.3,4.6,45.0,,20.0,,,,1,6.0,23.0,98.0,2.0,26.0,,9.0,11.0,97.0,561.0,78.0,78.0
1.0,Portátil gaming,WQXGA,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,5679.71,5679.71,5679.71,18.0,45.72,,,1280x720,,330.0,29.4,31.0,39.9,3.1,,36.0,32.0,4800.0,1000.0,,1.6,5.6,55.0,,,,,,1,28.0,76.0,98.0,488.0,866.0,,69.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,QHD,SSD,HDMI,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,,AMD,1.0,NVIDIA,MicroSD,altavoces estéreo,16:9,L3,,,4.0,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2744.41,2744.41,2744.41,17.3,43.942,,,,8.0,230.0,29.3,29.0,40.0,3.1,,24.0,32.0,,1000.0,,4.0,5.2,45.0,,,,,,1,22.0,358.0,45.0,364.0,49.0,,400.0,53.0,1212.0,561.0,78.0,78.0
1.0,Portátil gaming,WQXGA,SSD,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,76.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,MicroSD,,16:10,L3,DDR5,,4.0,gris,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,4548.61,4548.61,4548.61,14.0,35.56,600.0,,1920x1080,,240.0,22.7,21.0,31.2,1.7,165.0,32.0,32.0,,1000.0,,4.0,5.2,45.0,,,,,,1,18.0,358.0,98.0,462.0,47.0,,400.0,53.0,1212.0,561.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.0,,"Bluetooth, wifi",Bluetooth 5.1,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,3 ms,ninguna,ninguno,Touchpad iluminado,,,,,,,2 x 16 GB,,,,,,,,,,,Laptop,4412.89,4412.89,4412.89,15.6,39.62,,,,,240.0,25.9,27.0,35.4,2.3,300.0,24.0,32.0,4800.0,1000.0,8.0,1.8,5.0,45.0,64.0,,,,,1,12.0,23.0,98.0,673.0,536.0,,400.0,192.0,265.0,299.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,PCIe SSD,,integrado,"wifi, Bluetooth, LAN",,5.0 Mpx,compatible con HD,2592 x 1944 píxeles,,,,6.0,,92.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,,,blanco,,GDDR6,64.0,3 ms,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,10587.61,10587.61,10587.61,18.0,45.72,,,2592x1944,,280.0,27.5,22.0,40.0,3.2,240.0,36.0,32.0,5600.0,2000.0,,1.6,5.5,55.0,,,,,,1,25.0,54.0,30.0,115.0,866.0,,40.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,Full HD,PCIe SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,,,,,,,,87.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:9,L3,DDR4,,,,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,2777.37,2777.37,2777.37,15.6,39.62,300.0,,,,,27.7,16.0,36.0,2.27,,24.0,16.0,3200.0,1000.0,,2.3,4.6,45.0,,,,,,1,19.0,183.0,2.0,71.0,31.0,,133.0,807.0,97.0,561.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,999.0,999.0,999.0,15.6,39.624,,,1280x720,,150.0,24.4,27.0,35.9,2.1,,24.0,16.0,,500.0,4.0,1.8,5.0,45.0,,19.0,7.89,,,1,91.0,121.0,,673.0,274.0,,133.0,807.0,1212.0,299.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,PCIe SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,,,,,2.0,polímero de litio,99.0,,,con tapa,,2021.0,,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1798.0,1798.0,1798.0,17.3,43.94,,,,7.0,230.0,27.6,26.0,40.5,2.7,300.0,24.0,16.0,3200.0,512.0,,2.3,4.6,45.0,64.0,,,,,1,19.0,183.0,29.0,19.0,31.0,,133.0,807.0,97.0,561.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,73.0,,,con tapa,,,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:9,L3,,teclado iluminado,4.0,plateado,,,64.0,,,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1559.99,3316.99,2438.49,15.6,39.624,,,,,280.0,23.8,27.0,35.9,2.3,144.0,30.0,16.0,,1000.0,,1.5,5.0,55.0,,,,4100.0,,1,46.0,358.0,23.0,54.0,866.0,79.0,,807.0,1212.0,366.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,,3 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.8,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,,,,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2373.92,2373.92,2373.92,15.3,38.862,500.0,,1920x1080,,280.0,24.5,22.0,34.3,2.1,240.0,36.0,32.0,,1000.0,,1.6,5.6,55.0,,,,,,1,60.0,487.0,3.0,405.0,86.0,,400.0,192.0,1043.0,125.0,347.0,347.0
1.0,Portátil gaming,WQXGA,PCIe SSD,,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,,,,,,2x SO-DIMM,2 x 32 GB,,,,,,,,,,,Laptop,5298.71,5298.71,5298.71,16.0,40.64,,,1920x1080,,280.0,24.6,23.0,35.5,2.3,,24.0,64.0,,2000.0,4.0,1.9,5.4,45.0,,20.0,12.0,,,1,41.0,54.0,98.0,673.0,274.0,,40.0,192.0,1043.0,299.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.0,ninguno,"LAN, wifi, Bluetooth",,integrada,,1280 x 720 píxeles,,99.0,teclado numérico,2.0,polímero de litio,51.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,3.0,negro,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1409.87,1409.87,1409.87,15.6,39.62,,,1280x720,7.0,180.0,25.9,25.0,35.9,1.9,,24.0,16.0,,512.0,,2.3,4.6,45.0,,,,,,1,19.0,183.0,49.0,488.0,31.0,,133.0,807.0,265.0,561.0,1604.0,1604.0
