ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil gaming,WQXGA,SSD,,integrado,"wifi, Bluetooth",,integrada,compatible con HD,1920 x 1080 píxeles,,,,4.0,ión-litio,95.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,6716.55,6716.55,6716.55,16.0,40.64,,,1920x1080,,330.0,24.4,22.0,35.5,2.45,240.0,36.0,32.0,,1000.0,,1.6,5.5,55.0,,,,6182.0,,1,25.0,76.0,30.0,203.0,866.0,,69.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,QHD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,87.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:9,L3,,,,,,GDDR6X,64.0,3 ms,,ninguno,,,,,,,,,,,,,,,,,,,Laptop,2251.02,2251.02,2251.02,15.6,39.62,,,1280x720,,,27.7,16.0,36.0,2.34,,24.0,16.0,,512.0,4.0,1.7,4.7,45.0,,,,,,1,55.0,70.0,2.0,203.0,536.0,,400.0,807.0,1212.0,299.0,78.0,78.0
1.0,Portátil gaming,Full HD,SSD,,,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,,,,,,,,,,,,,,,,,,,,,,,Laptop,1585.2,1585.2,1585.2,17.3,43.942,,,1280x720,,180.0,26.3,30.0,39.6,2.5,,24.0,16.0,,1000.0,4.0,1.8,5.0,45.0,,19.5,9.23,4100.0,,1,91.0,487.0,,673.0,274.0,,400.0,807.0,272.0,299.0,1604.0,1604.0
1.0,Portátil gaming,QHD,SSD,,,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,2.0,NVIDIA,,,16:9,L3,DDR5,,,negro,,GDDR6,64.0,,,ninguno,,,,,Nexus AI,,,,,,,,,,,,,,Laptop,4585.77,4585.77,4585.77,17.3,43.942,,,1920x1080,,330.0,21.8,29.0,39.6,2.8,240.0,36.0,32.0,5600.0,2000.0,5.0,1.6,5.6,55.0,,,,,,1,28.0,54.0,29.0,673.0,866.0,,40.0,192.0,1212.0,125.0,78.0,78.0
1.0,Portátil gaming,Full HD,PCIe SSD,,,"LAN, wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,,86.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,,6.0,gris,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,,Laptop,1155.83,1155.83,1155.83,15.6,39.62,250.0,,1280x720,7.0,130.0,27.2,23.0,35.7,2.4,120.0,12.0,8.0,2933.0,512.0,,2.5,4.5,45.0,32.0,,,,,1,1.0,89.0,,103.0,14.0,,115.0,684.0,97.0,255.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,,integrado,"wifi, Bluetooth, LAN",,5.0 Mpx,compatible con HD,2592 x 1944 píxeles,,,,6.0,,92.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,,,negro,,GDDR6,64.0,3 ms,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,4171.61,4171.61,4171.61,18.0,45.72,,,2592x1944,,280.0,27.5,22.0,40.0,3.2,240.0,36.0,32.0,,1000.0,,1.6,5.5,55.0,,,,,,1,25.0,76.0,30.0,115.0,866.0,,69.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,QHD+,SSD,Thunderbolt 4,,"Bluetooth, wifi",Bluetooth 5.2,0.9 Mpx,compatible con HD,,,,,2.0,polímero de litio,99.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,plateado,,GDDR6,64.0,,,ninguno,,AMOLED,,,,2x SO-DIMM,,2 x 16 GB,,,,,,,,,,,Laptop,2531.91,2531.91,2531.91,16.0,40.64,,,,,230.0,24.9,22.0,35.6,2.3,,24.0,32.0,4800.0,2000.0,4.0,1.8,5.0,45.0,64.0,,,,,1,12.0,12.0,14.0,673.0,536.0,,9.0,192.0,1043.0,299.0,49.0,49.0
1.0,Portátil gaming,QHD,SSD,HDMI 2.1,ninguno,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2213.12,2213.12,2213.12,17.3,43.942,300.0,,,,280.0,28.2,31.0,39.5,2.8,,64.0,16.0,,1000.0,,2.5,5.4,55.0,,,,,,1,13.0,487.0,98.0,488.0,15.0,,103.0,53.0,1212.0,366.0,78.0,78.0
1.0,Portátil gaming,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,52.4,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,3.0,negro,,,,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1189.99,1189.99,1189.99,15.6,39.624,,,1280x720,,120.0,25.4,22.0,35.9,1.86,144.0,12.0,16.0,,512.0,4.0,1.5,4.4,45.0,,,,,,1,71.0,164.0,29.0,488.0,536.0,,115.0,684.0,272.0,561.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,86.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,,,6.0,negro,,GDDR6,64.0,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,2130.83,2130.83,2130.83,16.0,40.64,,,1280x720,,330.0,28.9,26.0,35.7,2.87,,30.0,16.0,,512.0,,1.5,5.0,55.0,,,,,,1,46.0,487.0,,488.0,866.0,,400.0,807.0,1212.0,366.0,347.0,347.0
1.0,Portátil gaming,QHD+,,,,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,Touchpad iluminado,IPS,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2927.17,2927.17,2927.17,16.0,40.64,,,1920x1080,,330.0,28.4,28.0,35.7,2.75,240.0,36.0,32.0,5600.0,1000.0,4.0,1.6,5.6,55.0,96.0,,,,,1,60.0,487.0,,462.0,86.0,,400.0,192.0,272.0,125.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2023.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1383.75,1383.75,1383.75,15.6,39.62,250.0,,1280x720,9.7,,25.0,25.0,35.9,2.2,,8.0,16.0,,512.0,,3.1,4.4,35.0,,,,,,1,7.0,26.0,163.0,488.0,24.0,,,684.0,97.0,355.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.0,ninguno,"LAN, wifi, Bluetooth",,integrada,,1280 x 720 píxeles,,99.0,teclado numérico,2.0,polímero de litio,51.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,panorámica,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1199.0,1199.0,1199.0,15.6,39.62,,,1280x720,7.0,180.0,25.9,25.0,35.9,1.9,144.0,24.0,16.0,3200.0,512.0,,2.3,4.6,45.0,,,,,,1,19.0,183.0,49.0,488.0,31.0,,44.0,807.0,272.0,561.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,,,,,4.0,,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,,,4.0,negro,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,4925.62,4925.62,4925.62,16.0,40.64,,,,,,26.4,30.0,35.4,2.5,,36.0,32.0,,2000.0,,1.6,5.6,55.0,,,,,,1,28.0,76.0,98.0,673.0,866.0,,69.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,,,,,,,,,Italia,,,,,Laptop,1029.0,1029.0,1029.0,15.6,39.62,300.0,,1280x720,9.0,,25.5,24.0,36.3,2.3,144.0,12.0,8.0,,512.0,,2.7,4.5,45.0,,,,,,1,10.0,164.0,45.0,488.0,31.0,,30.0,684.0,1212.0,255.0,1604.0,1604.0
1.0,Portátil gaming,QHD+,,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,4.0,,72.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,teclado iluminado,4.0,azul,,GDDR6,,,ninguna,ninguno,,IPS,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,2071.74,2071.74,2071.74,14.0,35.56,,,1280x720,,240.0,24.6,19.0,31.5,1.7,240.0,24.0,16.0,5200.0,,8.0,1.8,5.0,45.0,64.0,,,,,1,91.0,487.0,30.0,145.0,274.0,,400.0,807.0,265.0,299.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,3.0,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2707.56,2707.56,2707.56,17.3,43.942,,8192x4608,1280x720,,200.0,27.3,25.0,39.8,2.6,,24.0,16.0,,1000.0,4.0,1.7,4.7,45.0,,,,,,1,27.0,121.0,49.0,488.0,536.0,,133.0,807.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil gaming,,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,100.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,azul,,GDDR6,64.0,,ninguna,ninguno,,panorámica,"2,5-Gbit/s-Ethernet",,,,,,,,,,,Italia,,,,,Laptop,4839.89,4839.89,4839.89,15.6,39.62,,,1920x1080,,,26.7,23.0,35.8,2.38,120.0,24.0,32.0,,1000.0,,1.8,5.0,45.0,,,,,,1,1.0,12.0,,364.0,536.0,,9.0,192.0,1043.0,299.0,25.0,25.0
,Portátil gaming,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,,,,,,,,,,con tapa,,2021.0,,AMD,1.0,NVIDIA,,,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,,,,17.3,43.94,,,,8.0,180.0,28.0,25.0,40.4,2.7,144.0,16.0,16.0,3200.0,1000.0,,3.2,4.4,45.0,32.0,,,,,1,12.0,90.0,45.0,103.0,26.0,,103.0,206.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,,,6.0,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2798.28,2798.28,2798.28,16.1,40.894,250.0,,1920x1080,8.25,230.0,25.9,24.0,36.9,2.36,,30.0,32.0,,1000.0,,1.5,5.0,55.0,,,,,,1,46.0,76.0,94.0,364.0,866.0,,69.0,807.0,1212.0,366.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,teclado iluminado,4.0,,,GDDR6,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,0x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,3965.71,3965.71,3965.71,16.0,40.64,,,1920x1080,,280.0,28.4,28.0,35.7,2.7,,30.0,16.0,5600.0,1000.0,4.0,1.5,5.0,55.0,64.0,,,,,1,46.0,487.0,14.0,364.0,866.0,,103.0,807.0,1212.0,366.0,347.0,347.0
1.0,Portátil gaming,WQXGA,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.4,integrada,,1280 x 720 píxeles,,,,2.0,polímero de litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,,,4.0,gris,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,4924.43,4924.43,4924.43,17.3,43.942,,,1280x720,,330.0,29.8,24.0,38.0,3.0,,36.0,32.0,,1000.0,4.0,1.6,5.6,55.0,,,,,,1,60.0,54.0,,364.0,86.0,,40.0,192.0,1043.0,125.0,347.0,347.0
1.0,Portátil gaming,WQXGA,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,,,4.0,gris,,GDDR6,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,4397.79,4397.79,4397.79,16.0,40.64,500.0,,1280x720,,280.0,26.4,30.0,35.4,2.5,,24.0,32.0,,1000.0,,1.9,4.9,55.0,,,,,,1,11.0,76.0,98.0,488.0,866.0,,69.0,807.0,1212.0,299.0,347.0,347.0
1.0,Portátil gaming,WUXGA,SSD,,ninguno,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,,,4.0,negro,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,2164.13,2164.13,2164.13,18.0,45.72,,,,6.0,330.0,31.2,29.0,40.4,3.4,165.0,20.0,16.0,,1000.0,,1.8,4.8,55.0,,,,,,1,1.0,121.0,56.0,488.0,86.0,,133.0,684.0,1212.0,753.0,537.0,537.0
1.0,Portátil gaming,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,,,53.5,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,,,,16:9,L3,DDR4,,3.0,negro,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1272.98,1272.98,1272.98,15.6,39.62,,,1280x720,,,25.9,25.0,35.9,2.25,,18.0,8.0,3200.0,512.0,,1.8,4.5,45.0,,,,,,1,24.0,164.0,49.0,103.0,536.0,,115.0,684.0,265.0,330.0,1604.0,1604.0
1.0,Portátil gaming,QHD,PCIe SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,4984.86,4984.86,4984.86,16.0,40.64,500.0,,1280x720,,280.0,26.4,30.0,35.4,2.5,,24.0,32.0,,1000.0,,1.9,4.9,55.0,,,,,,1,11.0,358.0,98.0,488.0,866.0,,400.0,807.0,265.0,299.0,78.0,78.0
1.0,Portátil gaming,Full HD,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,758.35,758.35,758.35,17.3,43.942,,,1280x720,,230.0,29.3,28.0,40.1,3.0,144.0,24.0,16.0,,512.0,,1.7,4.7,45.0,,,,,,1,55.0,183.0,45.0,488.0,536.0,,133.0,807.0,272.0,299.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2241.2,2241.2,2241.2,15.6,39.624,,,1280x720,,180.0,24.8,20.0,35.8,2.1,144.0,24.0,32.0,5200.0,1000.0,4.0,1.8,4.9,45.0,64.0,,,,,1,78.0,121.0,30.0,488.0,274.0,,44.0,807.0,272.0,753.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,PCIe SSD,,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,teclado gamer,,,2.0,,100.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,64.0,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,5108.5,7126.58,6117.54,17.3,43.94,,,1920x1080,,,28.4,26.0,39.7,2.9,360.0,24.0,32.0,4800.0,1000.0,,1.7,4.7,45.0,64.0,,,,,1,55.0,12.0,14.0,364.0,536.0,,40.0,807.0,1043.0,299.0,1604.0,1604.0
1.0,Portátil gaming,QHD,PCIe SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,teclado FineTip,107.0,,2.0,,,no,,con tapa,,2022.0,,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,,,,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2209.58,2209.58,2209.58,15.6,39.624,,,1280x720,,180.0,25.5,24.0,36.3,2.3,,16.0,16.0,,1000.0,,3.3,4.6,45.0,,,,,,1,6.0,23.0,45.0,63.0,26.0,,400.0,53.0,1212.0,561.0,78.0,78.0
1.0,Portátil gaming,,,HDMI,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,,,,,,,ión-litio,,,,con tapa,,2023.0,,,,,MicroSD,,16:10,,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1999.99,1999.99,1999.99,16.0,40.64,,,,,330.0,28.0,28.0,36.0,2.8,,,,,,,,,,,,,,,1,,,56.0,364.0,,,,,,,,
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,70.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,gris,,GDDR6,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1499.69,1499.69,1499.69,16.1,40.894,250.0,,,7.25,230.0,25.9,23.0,36.9,2.33,,32.0,16.0,5600.0,512.0,,4.3,5.0,45.0,,,,,,1,3.0,487.0,72.0,364.0,47.0,,400.0,200.0,265.0,255.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,HDMI,,"Bluetooth, wifi",,integrada,,,,,,,,,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,,16:10,L3,,,,negro,,GDDR6,,,,,,,,,,,,,,,,,,,,,,,Laptop,4898.68,4898.68,4898.68,16.0,40.64,,,,,,,,,2.71,,36.0,32.0,,2000.0,,1.8,5.4,55.0,,,,,,1,10.0,76.0,23.0,61.0,866.0,,69.0,192.0,265.0,125.0,347.0,347.0
1.0,Portátil gaming,QHD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,8.0,polímero de litio,82.0,,,con tapa,,2022.0,,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,negro,,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,3499.99,3499.99,3499.99,17.3,43.94,300.0,,1920x1080,6.0,280.0,26.0,20.0,39.5,2.8,240.0,24.0,16.0,4800.0,1000.0,,1.8,4.8,45.0,,,,,,1,7.0,70.0,30.0,364.0,536.0,,103.0,807.0,1212.0,299.0,78.0,78.0
1.0,Portátil gaming,Full HD,,,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,99.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,,negro,,GDDR6,64.0,,,ninguno,,panorámica,"2,5-Gbit/s-Ethernet",,,0x SO-DIMM,2x SO-DIMM,,,,,,,,,,,,Laptop,2929.74,2929.74,2929.74,17.3,43.942,,,1280x720,,280.0,24.5,30.0,39.8,2.7,,24.0,16.0,,1000.0,,1.8,5.0,45.0,,,,,,1,91.0,76.0,29.0,488.0,274.0,,69.0,807.0,1043.0,299.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,,,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,1727.55,1727.55,1727.55,17.3,43.942,,,1280x720,,180.0,26.3,30.0,39.6,2.5,,24.0,16.0,,1000.0,4.0,1.8,5.0,45.0,,19.5,9.23,4100.0,,1,91.0,487.0,,673.0,274.0,,400.0,807.0,1212.0,299.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,disco híbrido (HHD),,,"wifi, Bluetooth",,,compatible con HD,,,,,,ión-litio,55.0,,,con tapa,,2018.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,4.0,negro,,GDDR5,64.0,,ninguna,,,panorámica,,,,2x SO-DIMM,,,,,,,,Italia,,,,,Laptop,2320.53,2320.53,2320.53,15.6,39.62,,,,,,26.2,20.0,38.4,2.5,,9.0,16.0,2666.0,256.0,,2.2,4.1,45.0,32.0,,,,1000.0,1,1.0,,98.0,,21.0,,3731.0,807.0,97.0,255.0,1604.0,1604.0
