ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,Mini PC,,HDMI,"Ethernet, wifi, Bluetooth",,,,,DDR4,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,,bricolaje,,,1.0,,,,,,,,,,,,210.0,210.0,210.0,11.1,11.5,,,,,,,,32.0,,5.0,,,1,2.0,1.0,45.0,,,931.0,3731.0,,,398.0,,22.0,
1.0,Mini PC,disco duro SSD,HDMI,Ethernet,,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,1 entrada de auriculares,mini ITX,,,,,,,,,,,,,,,,,,831.99,831.99,831.99,12.7,13.0,,,64.0,5600.0,1000.0,,,,,6.0,,,1,22.0,51.0,,2259.0,,931.0,3731.0,108.0,,,,,
,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Apple,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,aluminio,,,,,,,,,,,,,,,,,,,19.7,19.7,1.2,,16.0,,512.0,,,,,3.0,,,1,10.0,,36.0,2259.0,,931.0,,,,11.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,1.0,,,,,,,,,,,,982.73,982.73,982.73,17.5,17.7,,18.0,8.0,,256.0,2.0,4.4,,,3.0,,74.0,1,29.0,374.0,112.0,,529.0,,3731.0,947.0,92.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,,,,,,,,,,,,,,,769.99,769.99,769.99,17.5,17.7,,,16.0,,256.0,,,,,3.0,,,1,39.0,374.0,112.0,,,28.0,3731.0,,,1182.0,,,
10.0,Mini PC,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,,2.0,,,,,,,,,,,,,728.55,1305.58,1017.06,17.5,17.7,,,,3200.0,,,,64.0,,3.0,,,1,,391.0,112.0,2259.0,,,3731.0,,,1182.0,,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,,2.0,1.0,,,,,,,,,,,,895.0,895.0,895.0,17.5,17.7,1.42,18.0,8.0,4800.0,256.0,,4.4,64.0,,3.0,2.0,,1,29.0,374.0,112.0,,,59.0,3731.0,947.0,92.0,200.0,813.0,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,2.0,,,,,,,,,,,,,557.76,557.76,557.76,17.5,17.7,1.42,18.0,8.0,3200.0,256.0,2.0,4.4,64.0,,3.0,,74.0,1,29.0,374.0,106.0,2259.0,529.0,56.0,3731.0,947.0,,200.0,813.0,,749.0
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,,,,,,,,,,,,,,1033.24,1033.24,1033.24,17.5,17.7,,,8.0,4800.0,256.0,,4.8,,,3.0,2.5,65.0,1,84.0,,112.0,,,931.0,,947.0,,1182.0,163.0,,
,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,,,,,,,,,,,,,,,,,,,,19.7,19.7,,,32.0,,512.0,,,,,3.0,,,1,9.0,6.0,36.0,,,931.0,3731.0,164.0,,35.0,297.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,,Desktop,,barebone,negro,,,8.0,,,,,,,,,,,,,,459.98,459.98,459.98,,,,6.0,,,,1.6,4.2,,,,,15.0,1,18.0,715.0,,,123.0,,3731.0,947.0,,398.0,397.0,,24.0
1.0,Mini PC,,,"Ethernet, wifi",,IEEE 802.11n,Intel,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,barebone,negro,plástico,bricolaje,2.0,2.0,1.0,,,,,,,,,,,,349.57,349.57,349.57,14.1,14.1,0.4,2.0,,,,1.8,,64.0,,4.0,,15.0,1,2.0,4.0,33.0,5.0,3.0,78.0,,,,398.0,51.0,,24.0
1.0,Mini PC,,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,bricolaje,4.0,2.0,1.0,,,,,,,,,,,,283.68,283.68,283.68,11.1,11.5,,4.0,,,,1.8,2.9,,,5.0,1.8,15.0,1,1.0,1.0,45.0,,,931.0,,947.0,,,51.0,22.0,
1.0,Mini PC,disco duro SSD,,Ethernet,,,Intel,,DDR5,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,441.1,441.1,441.1,,,,18.0,16.0,,512.0,1.9,4.7,,,,1.9,45.0,1,20.0,,,,274.0,,,947.0,,389.0,297.0,,43.0
,Mini PC,disco duro SSD,,"wifi, Bluetooth, Ethernet",,IEEE 802.11ac,Intel,1.0,DDR4,,,,,,,,,Desktop,,factor de forma pequeño (SFF),gris,,,4.0,,,,,,,,,,,,,,,,,19.7,19.7,1.3,6.0,8.0,2666.0,128.0,3.6,,,,3.0,3.6,65.0,1,3.0,108.0,36.0,2259.0,21.0,,,190.0,,10.0,397.0,,40.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,,8.0,,1.0,,,,,,,,,,,,906.2,906.2,906.2,12.4,12.4,0.55,8.0,8.0,,256.0,1.8,4.9,64.0,,5.0,1.8,15.0,1,7.0,715.0,63.0,,52.0,78.0,3731.0,833.0,,200.0,397.0,,24.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,AMD,1.0,DDR4,,,,,,,,,Desktop,,mini ITX,negro,,,,,1.0,,,,,,,,,,,,693.94,693.94,693.94,17.5,17.5,,,8.0,,128.0,,,32.0,,3.0,,,1,1.0,99.0,4.0,,,931.0,3731.0,,,398.0,,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,cable de alimentación,,,Desktop,,mini ITX,negro,,bricolaje,12.0,,1.0,,,,,,,,,,,,743.2,743.2,743.2,11.1,11.5,,12.0,0.0,2666.0,,1.1,4.7,,,5.0,,15.0,1,4.0,,45.0,,,28.0,3731.0,833.0,,398.0,813.0,22.0,24.0
,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Apple,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,aluminio,,,,,,,,,,,,,,,,,,,19.7,19.7,1.2,,16.0,,1000.0,,,,,3.0,,,1,10.0,,36.0,2259.0,,931.0,,164.0,,11.0,589.0,,
2.0,Mini PC,disco duro SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 5.0,IEEE 802.11ax,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,empresas,,,,,,,,,,,,,,,853.99,942.94,898.47,18.6,18.7,,,8.0,,512.0,,,,,36.0,,,1,,,87.0,,,73.0,3731.0,,,,,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,,,,,,,,,,,,,,,,,806.53,806.53,806.53,19.7,19.7,,,8.0,,512.0,,,,,3.0,,,1,43.0,8.0,36.0,,,931.0,3731.0,164.0,,35.0,589.0,,
1.0,Mini PC,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,,,,,,,,,,,,,759.0,759.0,759.0,,,8.5,18.0,8.0,3200.0,256.0,2.5,4.4,64.0,,,2.5,65.0,1,79.0,202.0,87.0,,529.0,54.0,3731.0,947.0,49.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,DisplayPort,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,16.0,2.0,,,,,,,,,,,,,1152.31,1152.31,1152.31,17.5,17.7,1.42,16.0,16.0,3200.0,512.0,,4.6,64.0,,3.0,3.8,65.0,1,4.0,391.0,112.0,2259.0,83.0,59.0,3731.0,295.0,,1182.0,589.0,,
1.0,Mini PC,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,,,,,,,,,,,,,764.13,764.13,764.13,,,,18.0,8.0,,256.0,,4.4,,,,2.5,65.0,1,79.0,202.0,87.0,,529.0,54.0,3731.0,947.0,49.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,DisplayPort,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,8.0,2.0,,,,,,,,,,,,,890.77,890.77,890.77,17.5,17.7,1.42,8.0,8.0,3200.0,256.0,,4.2,64.0,,3.0,3.6,65.0,1,1.0,391.0,112.0,2259.0,83.0,73.0,3731.0,100.0,,1182.0,397.0,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,2.0,1.0,,,,,,,,,,,,742.81,742.81,742.81,17.5,17.7,,24.0,8.0,4800.0,256.0,,4.6,64.0,,3.0,1.6,35.0,1,84.0,,112.0,2259.0,,59.0,3731.0,947.0,92.0,,163.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,0.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,negro,,bricolaje,,,,,,,,,,,,,,,1493.0,1493.0,1493.0,11.2,11.7,,,,3200.0,,,,64.0,,3.0,,,1,35.0,916.0,45.0,,,931.0,3731.0,,,398.0,,19.0,
1.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,Intel,,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,2.0,,,,,,,,,,,,,757.94,757.94,757.94,17.5,17.7,1.42,10.0,8.0,3200.0,256.0,,4.4,64.0,,3.0,1.2,,1,69.0,715.0,106.0,,,78.0,3731.0,190.0,,200.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,plateado,,,8.0,,,,,,,,,,,,,,476.89,476.89,476.89,12.9,12.8,0.48,10.0,8.0,,512.0,,4.5,64.0,,3.0,,,1,50.0,715.0,,2259.0,,,3731.0,190.0,,398.0,813.0,,
,Mini PC,disco duro HDD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.0,,Intel,,DDR3,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),blanco,aluminio,,4.0,,1.0,,1 TB,,,,mate,,,,,,,,,19.7,19.7,1.2,3.0,8.0,1600.0,,2.6,3.1,16.0,5400.0,3.0,2.6,28.0,1,1.0,3.0,36.0,1.0,8.0,1.0,3731.0,947.0,1.0,6.0,,,1.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,12.0,,,,,,,,,,,,,,379.0,379.0,379.0,12.6,12.6,,,16.0,3200.0,500.0,,,,,4.0,,,1,4.0,391.0,,2259.0,,,,327.0,,,813.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, Ethernet, wifi",,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.0,mini ITX,,,,16.0,,,,,,,,,,,,,,319.0,319.0,319.0,10.6,11.4,,8.0,16.0,,512.0,1.8,4.2,,,3.0,,15.0,1,4.0,391.0,,2259.0,19.0,,,295.0,,,589.0,,25.0
1.0,Mini PC,disco duro HDD,,"Bluetooth, wifi, Ethernet",Bluetooth 4.0,,Intel,1.0,DDR3,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,HTPC,,,,,,,,,,,,,500 GB,,,,,579.59,579.59,579.59,19.0,19.0,0.97,3.0,4.0,1600.0,,2.4,,16.0,5400.0,5.0,2.4,,1,1.0,3.0,,41.0,3.0,73.0,,190.0,1.0,1.0,51.0,,
4.0,Mini PC,,,"Ethernet, wifi, Bluetooth",,,,,DDR4,,,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,,,bricolaje,,,,,,,,,,,,,,,336.94,720.99,528.97,12.8,11.7,,,,,,,,,,3.0,,,1,,,,,,931.0,,,,,,,
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,189.99,189.99,189.99,12.8,12.8,0.38,6.0,8.0,3200.0,256.0,,3.6,,,5.0,,12.0,1,12.0,715.0,,2259.0,,,3731.0,60.0,,,397.0,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi",,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,903.0,903.0,903.0,,,,,32.0,,1000.0,,,,,,,,1,41.0,916.0,,2259.0,,931.0,3731.0,356.0,,,,,
1.0,Mini PC,disco duro SSD,,"Bluetooth, Ethernet, wifi",,,,,DDR4,,,,,,,,,Desktop,,barebone,,,,,,,,,,,,,,,,,,444.41,444.41,444.41,35.7,12.0,,,,,,,,,,18.0,,,1,,,,2259.0,,931.0,3731.0,,,,,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,DirectX 12,Desktop,,mini ITX,negro,,bricolaje,8.0,2.0,1.0,,,,,canal 7.1,,,,,,,566.62,566.62,566.62,11.1,11.5,,8.0,,2400.0,,2.7,4.5,32.0,,5.0,2.7,28.0,1,1.0,4.0,45.0,86.0,21.0,78.0,3731.0,833.0,,398.0,397.0,22.0,
1.0,Mini PC,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,8.0,,,,,,,,,,,,,,701.76,701.76,701.76,,,,12.0,8.0,,256.0,3.3,4.3,,,,,89.0,1,30.0,202.0,87.0,,529.0,,3731.0,190.0,49.0,1182.0,397.0,,749.0
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",,,Intel,0.0,DDR4,,,,LAN 10/100/1000/2500,,,,,Desktop,,barebone,negro,,"bricolaje, profesional",,,2.0,,,,,,,,,,,,899.0,899.0,899.0,33.7,12.9,,,,,,,,,,31.0,,,1,63.0,715.0,,,,931.0,3731.0,833.0,,398.0,,34.0,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,8.0,,,,,,,,,,,,,,790.24,790.24,790.24,13.56,13.56,0.63,10.0,8.0,5200.0,256.0,1.8,4.7,64.0,,5.0,1.2,15.0,1,11.0,135.0,63.0,2259.0,866.0,,3731.0,10.0,,1182.0,813.0,,43.0
1.0,Mini PC,disco duro M.2 SSD,,Ethernet,,,Intel,,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,8.0,,,,,,,,,,,,,,524.0,524.0,524.0,,,,12.0,8.0,,,3.3,4.3,64.0,,,,89.0,1,30.0,202.0,87.0,2259.0,529.0,54.0,3731.0,190.0,49.0,398.0,397.0,,749.0
1.0,Mini PC,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,8.0,,,,,,,,,,,,,,678.04,678.04,678.04,,,,12.0,8.0,,256.0,3.3,4.3,,,,,89.0,1,30.0,715.0,87.0,,529.0,54.0,3731.0,190.0,49.0,200.0,397.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,,wifi,Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,2.0,,,,,,,,,,,,,795.77,795.77,795.77,17.5,17.7,1.42,12.0,8.0,3200.0,512.0,,4.4,64.0,,3.0,,,1,,916.0,106.0,,,78.0,3731.0,947.0,,1182.0,233.0,,
1.0,Mini PC,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,,,,,,,,,,,,,668.81,668.81,668.81,,,,18.0,8.0,,512.0,2.5,4.4,64.0,,,2.5,117.0,1,79.0,202.0,87.0,2259.0,529.0,54.0,3731.0,947.0,49.0,398.0,813.0,,749.0
1.0,Mini PC,,,"Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ac,Intel,,DDR4,,,ninguno,,,,,,Desktop,,nettop,negro,,bricolaje,4.0,,,,,,,,,,,,,,251.02,251.02,251.02,12.4,12.4,,,,,,800.0,3.4,16.0,,5.0,0.8,,1,45.0,5.0,63.0,,4.0,931.0,,60.0,,,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,,,,,,,,,,,,,,,489.71,489.71,489.71,13.2,12.7,,6.0,4.0,3200.0,128.0,,3.4,,,5.0,,,1,45.0,715.0,31.0,2259.0,,78.0,3731.0,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro HDD,,,,,,,DDR3,,,,,,,,,Desktop,,,,,,2.0,,,,,,,,,500 GB,,,,,546.75,546.75,546.75,,,,,4.0,,,1.7,,,,,1.7,,1,1.0,22.0,,,,,,,,,,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,8.0,,,,,,,,,,,,,,554.96,554.96,554.96,18.63,18.63,,12.0,8.0,3200.0,256.0,2.5,4.2,64.0,,3.0,2.5,,1,14.0,374.0,87.0,2259.0,,59.0,3731.0,190.0,29.0,14.0,397.0,,
1.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,,,,,,,,,,,,,,,988.56,988.56,988.56,13.56,13.56,,,16.0,,1000.0,,,,,5.0,1.5,,1,34.0,,63.0,2259.0,,,3731.0,833.0,,1182.0,,,
3.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,bricolaje,18.0,2.0,1.0,,,,,,,,,,,,849.21,1196.58,1022.89,11.2,11.7,0.57,18.0,16.0,5600.0,512.0,1.2,4.5,96.0,,5.0,1.2,28.0,1,49.0,270.0,52.0,63.0,462.0,88.0,,128.0,,1182.0,163.0,,39.0
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ac,Intel,,DDR4,,,ninguno,,,,,,Desktop,,nettop,negro,,bricolaje,,,,,,,,,,,,,,,457.24,457.24,457.24,12.4,12.4,,,,,,,,,,5.0,,,1,,,63.0,,,931.0,,,,,,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,2.0,,,,,,,,,,,,,624.99,624.99,624.99,17.5,17.7,,18.0,16.0,3200.0,256.0,,4.4,64.0,,3.0,2.0,35.0,1,29.0,715.0,106.0,2259.0,529.0,56.0,3731.0,947.0,,1182.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,20.0,,,,,,,,,,,,,,774.8,774.8,774.8,18.63,18.63,,24.0,8.0,3200.0,256.0,1.6,4.6,64.0,,3.0,1.6,,1,19.0,374.0,87.0,2259.0,,73.0,3731.0,947.0,29.0,1182.0,163.0,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,2.0,,,,,,,,,,,,,866.39,885.98,876.18,17.5,17.7,,24.0,16.0,4800.0,256.0,,4.8,64.0,,3.0,1.7,,1,6.0,374.0,106.0,2259.0,,56.0,3731.0,947.0,,1182.0,163.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,24.0,,,,,,,,,,,,,,1023.05,1023.05,1023.05,18.63,18.63,,30.0,16.0,3200.0,512.0,1.4,4.8,64.0,,3.0,1.4,,1,16.0,374.0,87.0,2259.0,,59.0,3731.0,833.0,29.0,1182.0,337.0,,
1.0,Mini PC,disco duro SSD,,wifi,,,Intel,,DDR4,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,663.51,663.51,663.51,,,,20.0,8.0,,256.0,2.5,4.6,,,,2.5,65.0,1,49.0,715.0,,,866.0,,19.0,947.0,,1182.0,6.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,16.0,,,,,,,,,,,,,,1334.04,1334.04,1334.04,18.63,18.63,,20.0,16.0,3200.0,512.0,2.5,4.6,64.0,,3.0,2.5,65.0,1,49.0,374.0,87.0,2259.0,866.0,59.0,3731.0,947.0,29.0,1182.0,233.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,24.0,2.0,,,,,,,,,,,,,1255.62,1255.62,1255.62,18.63,18.63,,30.0,32.0,3200.0,1000.0,1.4,4.8,64.0,,3.0,1.4,,1,16.0,374.0,87.0,2259.0,,59.0,3731.0,833.0,29.0,1182.0,337.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,8.0,,,,,,,,,,,,,,736.61,736.61,736.61,18.63,18.63,,12.0,8.0,3200.0,256.0,2.5,4.2,64.0,,3.0,2.5,,1,14.0,374.0,87.0,2259.0,,59.0,3731.0,190.0,29.0,1182.0,397.0,,
2.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,8.0,1.0,,,,,,,,,,,,,537.89,553.13,545.51,17.8,17.8,,10.0,8.0,3200.0,256.0,1.2,4.5,32.0,,3.0,1.2,,1,50.0,715.0,87.0,63.0,866.0,73.0,3731.0,190.0,,1182.0,813.0,,
1.0,Mini PC,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,desktop,,,,8.0,,,,,,,,,,,,,,456.76,456.76,456.76,,,,12.0,8.0,,256.0,3.3,3.3,,,,4.3,89.0,1,30.0,,,,529.0,,,190.0,,165.0,397.0,,749.0
