ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,,,,,,,,,,,,,,,,700.23,900.78,800.5,18.6,18.6,1.3,,8.0,3200.0,512.0,,,,,3.0,,,1,5.0,202.0,87.0,,,78.0,3731.0,,,1182.0,,,
4.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,2.0,1.0,,,,,,,,,,,,779.84,916.19,848.02,17.5,17.7,1.42,24.0,16.0,4800.0,512.0,,4.6,64.0,,3.0,1.6,35.0,1,19.0,374.0,112.0,2259.0,,59.0,3731.0,947.0,92.0,1182.0,163.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,8.0,1.0,,,,,compatible 4K,,,,,,,,669.0,669.0,669.0,17.5,17.5,1.3,6.0,8.0,3200.0,256.0,,4.4,,,4.0,3.7,65.0,1,7.0,108.0,,1.0,123.0,13.0,3731.0,190.0,,1182.0,397.0,,
3.0,Mini PC,,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,,1.0,DDR4,,64.0,,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",,,1.0,,,,,,,,,,,,592.52,788.43,690.47,12.4,12.4,0.6,,8.0,3200.0,256.0,,,64.0,,5.0,3.2,,1,69.0,715.0,63.0,41.0,,73.0,3731.0,190.0,,1182.0,,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,,,64.0,,LAN 10/100/1000/2500,,,,,Desktop,,torre,,,empresas,20.0,,,,,,,,,,,,,,2625.55,2625.55,2625.55,22.3,8.6,,25.0,32.0,,1000.0,,5.0,,,20.0,3.6,125.0,1,20.0,27.0,135.0,2259.0,529.0,931.0,124.0,833.0,,1182.0,297.0,,
2.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,2.0,,,,,,,,,,,,,537.91,709.0,623.45,17.5,17.7,1.4,18.0,8.0,3200.0,256.0,2.0,4.4,64.0,,3.0,,74.0,1,29.0,374.0,106.0,,529.0,56.0,3731.0,947.0,,1182.0,813.0,,749.0
3.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,,,,,,,,,,,,,,649.94,684.99,667.47,17.5,17.7,,,16.0,,512.0,,,,,3.0,,,1,29.0,374.0,106.0,,,56.0,3731.0,,,200.0,,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,,,,,,,,,,,,,,769.0,769.0,769.0,17.5,17.7,,18.0,16.0,,256.0,2.0,4.4,,,3.0,,74.0,1,29.0,374.0,106.0,2259.0,529.0,931.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,,,,,,,,,,,,,,1342.3,1342.3,1342.3,17.5,17.7,,,8.0,,256.0,,,,,3.0,,,1,165.0,916.0,106.0,2259.0,,931.0,3731.0,947.0,,1182.0,,,
2.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,24.0,,,,,,,,,,,,,,1051.38,1495.0,1273.19,17.5,17.7,,30.0,16.0,4800.0,512.0,2.1,5.2,,,3.0,2.1,219.0,1,105.0,374.0,112.0,2259.0,866.0,28.0,,833.0,,1182.0,337.0,,749.0
2.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",,,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,12.0,2.0,,,,,,,,,,,,,786.0,808.38,797.19,3.4,18.0,1.1,12.0,16.0,3200.0,512.0,,4.6,,,18.0,3.2,35.0,1,59.0,715.0,213.0,,,73.0,3731.0,947.0,,1182.0,589.0,,
2.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",,,Intel,1.0,DDR4,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,,,,,,,,,,,,,,,316.99,344.18,330.59,3.4,18.0,1.1,,8.0,,256.0,1.1,,,,18.0,1.1,,1,6.0,715.0,213.0,,,,,116.0,,,,,
4.0,Mini PC,,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,,0.0,,,,,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",,,1.0,,,,,,,,,,,,445.57,576.88,511.23,12.4,12.4,,,,,,,,,,5.0,,,1,69.0,916.0,63.0,,,,3731.0,190.0,,398.0,,,
2.0,Mini PC,disco duro M.2 SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.4,IEEE 802.11be,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,gaming,18.0,,,,,,,,,,,,,,839.0,839.0,839.0,13.2,13.7,,18.0,32.0,5600.0,1000.0,,4.5,,,5.0,1.2,28.0,1,49.0,270.0,,2259.0,,,,128.0,,1182.0,163.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,16.0,,,,,,,,,,,,,,609.0,609.0,609.0,12.6,12.6,,16.0,32.0,4800.0,1000.0,,4.9,,,4.0,,,1,20.0,28.0,,2259.0,,,,108.0,,,589.0,,
3.0,Mini PC,,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,bricolaje,8.0,2.0,1.0,,,,,,,,,,,,624.56,859.95,742.25,11.1,11.5,,8.0,,3200.0,,2.4,4.2,,,5.0,,28.0,1,89.0,916.0,45.0,,25.0,931.0,3731.0,947.0,,398.0,397.0,22.0,24.0
1.0,Mini PC,memoria flash,,"Ethernet, wifi",Bluetooth 5.0,IEEE 802.11ac,,1.0,DDR3L,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,barebone,negro,,bricolaje,,,1.0,,,,,,,,,,,,100.06,100.06,100.06,14.1,14.1,0.27,,2.0,,16.0,,,,,2.0,,,1,1.0,1.0,33.0,2259.0,,1.0,,,,1.0,,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,,12.0,2.0,,,,,,,,,,,,,1999.0,1999.0,1999.0,32.0,24.6,1.9,12.0,8.0,,128.0,,4.6,64.0,,26.0,3.2,65.0,1,6.0,11.0,,2259.0,,1.0,3731.0,833.0,,200.0,813.0,,40.0
2.0,Mini PC,,,"wifi, Bluetooth",,,Intel,0.0,DDR4,,,,,,,,,Desktop,,mini ITX,negro,,,8.0,2.0,1.0,,,,,,,,,,,,289.0,415.49,352.25,12.4,12.4,,10.0,,,,,,,,5.0,4.4,,1,69.0,715.0,63.0,,,931.0,3731.0,190.0,,,813.0,,
,Mini PC,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,,,,,,,,,,,,,,,,,,,,19.7,19.7,,,,,,,,,,3.0,,,1,10.0,,36.0,,,931.0,,,,,,,
1.0,Mini PC,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,mini ITX,,,,16.0,,,,,,,,,,,,,,659.9,659.9,659.9,,,,16.0,32.0,,1000.0,3.8,4.6,,,,3.8,65.0,1,31.0,,,2259.0,83.0,,,295.0,,1182.0,589.0,,478.0
2.0,Mini PC,disco duro M.2 SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.4,IEEE 802.11be,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,gaming,22.0,,,,,,,,,,,,,,1129.0,1129.0,1129.0,13.2,13.7,,24.0,32.0,5600.0,2000.0,,5.1,,,5.0,2.8,,1,59.0,270.0,,2259.0,,,,64.0,,1182.0,337.0,,
2.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,0.0,,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,bricolaje,4.0,,1.0,,,,,,,,,,,,456.0,1061.0,758.5,11.1,11.5,,4.0,,,,2.1,4.1,,,5.0,,15.0,1,20.0,715.0,45.0,,123.0,931.0,,190.0,,,51.0,22.0,24.0
2.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,nettop,negro,,bricolaje,4.0,2.0,1.0,,,,,,,,,,,,325.0,442.0,383.5,11.6,11.2,4.7,4.0,4.0,3200.0,128.0,1.1,3.3,16.0,,4.0,1.1,6.0,1,2.0,715.0,63.0,2259.0,74.0,4.0,19.0,,,200.0,1.0,,26.0
2.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),gris,,,,,,,,,,,,,,,,,1784.54,1985.39,1884.97,19.7,19.7,1.3,,16.0,,512.0,,,,,3.0,,,1,9.0,6.0,36.0,,,931.0,,164.0,,35.0,,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,2.0,1.0,,,,,,,,,,,,848.79,865.33,857.06,17.5,17.7,1.4,18.0,8.0,4800.0,512.0,2.0,4.4,64.0,,3.0,,74.0,1,29.0,374.0,112.0,,529.0,59.0,3731.0,947.0,92.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.1,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,"empresas, profesional",16.0,2.0,,,,,,,,,,,,,1855.64,1855.64,1855.64,18.3,17.9,1.25,16.0,16.0,2933.0,512.0,2.9,4.8,64.0,,34.0,,65.0,1,16.0,108.0,213.0,2259.0,123.0,6.0,3731.0,833.0,,200.0,589.0,,135.0
1.0,Mini PC,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,mini ITX,,,,12.0,,,,,,,,,,,,,,509.9,509.9,509.9,,,,8.0,16.0,,512.0,3.7,4.2,,,,3.7,65.0,1,6.0,,,2259.0,19.0,,,327.0,,1182.0,813.0,,478.0
2.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,8.0,2.0,,,,,compatible 4K,,,,,,,,416.88,418.99,417.94,17.5,17.5,1.3,6.0,8.0,3200.0,256.0,3.7,4.4,,,4.0,3.7,65.0,1,7.0,108.0,,63.0,123.0,13.0,3731.0,190.0,,200.0,397.0,,
2.0,Mini PC,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,,,,,,,,,,,,,631.83,841.58,736.71,,,,18.0,8.0,,256.0,2.5,4.4,64.0,,,2.5,117.0,1,79.0,202.0,87.0,,529.0,,3731.0,947.0,49.0,1182.0,813.0,,749.0
2.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.0,IEEE 802.11ax,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,empresas,,2.0,,,,,,,,,,,,,853.99,942.94,898.47,18.6,18.7,,,8.0,,512.0,,,64.0,,36.0,,,1,19.0,22.0,87.0,,,73.0,3731.0,947.0,,165.0,,,
2.0,Mini PC,disco duro SSD,,"Ethernet, Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ac,AMD,1.0,DDR4,,64.0,grabadora DVD,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,,,,,,,,,,,,,,,,810.04,913.0,861.52,8.8,17.9,,4.0,8.0,2400.0,256.0,,3.5,,,2.0,2.1,,1,1.0,2.0,213.0,2259.0,,78.0,3731.0,100.0,,200.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,,,,TCO Certified Desktops 8,,Desktop,,factor de forma pequeño (SFF),negro,,,12.0,2.0,,,,,,,,,,,,,745.2,745.2,745.2,30.3,27.0,3.9,12.0,8.0,2666.0,256.0,3.1,4.5,64.0,,9.0,,65.0,1,8.0,108.0,59.0,,52.0,931.0,3731.0,947.0,,1182.0,813.0,,135.0
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,8.0,,,,,,,,,,,,,,515.0,515.0,515.0,17.5,17.7,,12.0,8.0,,256.0,,4.1,,,3.0,2.2,,1,4.0,202.0,106.0,2259.0,,931.0,3731.0,,,1182.0,397.0,,
2.0,Mini PC,,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,"empresas, profesional",20.0,2.0,,,,,,,,,,,,,1682.91,1769.98,1726.45,18.3,17.9,1.25,25.0,16.0,4800.0,512.0,2.1,4.9,64.0,,3.0,,180.0,1,52.0,374.0,213.0,,529.0,9.0,3731.0,833.0,,1182.0,297.0,,749.0
3.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",12.0,2.0,,,,,,,,,,,,,754.83,911.21,833.02,17.5,17.7,,12.0,8.0,3200.0,256.0,,4.6,64.0,,3.0,1.3,55.0,1,141.0,916.0,106.0,2259.0,,78.0,3731.0,947.0,,1182.0,233.0,,
2.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",,,Intel,,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,12.0,2.0,,,1 TB,,,,,,,,,,819.74,854.45,837.1,3.4,18.0,1.0,12.0,16.0,3200.0,1000.0,,4.6,64.0,,18.0,3.4,12.0,1,59.0,715.0,213.0,,,73.0,3731.0,947.0,,1182.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR5,,,,LAN 10/100/1000/2500,,,,,Desktop,,torre,negro,,empresas,20.0,2.0,,,,,,,,,,,,,1890.37,1890.37,1890.37,22.3,8.6,,25.0,32.0,4000.0,1024.0,2.1,4.9,,,20.0,3.8,180.0,1,52.0,374.0,135.0,,529.0,931.0,,833.0,64.0,,297.0,,749.0
,Mini PC,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,8.0,,,,,,,,,,,,,,,,,,,,12.0,8.0,,256.0,3.3,4.3,64.0,,,,89.0,1,30.0,202.0,87.0,,529.0,54.0,3731.0,190.0,49.0,1182.0,397.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,589.0,589.0,589.0,,,,16.0,32.0,,512.0,,4.9,,,,3.3,45.0,1,20.0,28.0,,,,,,108.0,,,589.0,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,"profesional, bricolaje",12.0,,,,,,,,,,,,,,375.0,509.47,442.24,15.0,18.3,0.69,18.0,16.0,3200.0,1000.0,,4.4,,,7.0,1.2,,1,71.0,715.0,,,,,3731.0,947.0,,1182.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,219.99,219.99,219.99,12.8,12.8,0.38,6.0,16.0,3200.0,1000.0,,3.6,,,5.0,,12.0,1,12.0,715.0,,2259.0,,,3731.0,60.0,,,397.0,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi",,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,899.99,899.99,899.99,,,,,32.0,,1000.0,,,,,,,,1,41.0,916.0,,2259.0,,931.0,3731.0,356.0,,,,,
3.0,Mini PC,memoria flash,,"Ethernet, wifi",,IEEE 802.11ac,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,,8.0,,,,,,,,,,,,,,307.06,327.0,317.03,7.4,7.4,0.36,4.0,8.0,,128.0,2.0,3.6,,,5.0,,15.0,1,,99.0,,5.0,1.0,,3731.0,,,398.0,397.0,,478.0
1.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,,,,64.0,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,negro,,bricolaje,8.0,,,,,,,,,,,,,,659.99,659.99,659.99,11.2,11.7,,12.0,,,,2.8,4.7,64.0,,3.0,,28.0,1,35.0,,45.0,,25.0,931.0,,833.0,,200.0,397.0,19.0,24.0
1.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,1.0,,,64.0,ninguno,,,,,,Desktop,1 entrada de auriculares,mini ITX,plateado,,,,,,,,,,,,,,,,,798.71,798.71,798.71,12.7,12.7,,,16.0,,256.0,,,,,5.0,,,1,19.0,8.0,36.0,,,,3731.0,164.0,,139.0,233.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,teclado,,,Desktop,,,negro,,empresas,20.0,2.0,,,,,,,,,,,,,1513.95,1513.95,1513.95,17.5,17.7,1.42,25.0,16.0,4800.0,512.0,2.1,4.9,64.0,,3.0,,180.0,1,52.0,374.0,112.0,,529.0,13.0,3731.0,833.0,,1182.0,297.0,,749.0
3.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,"profesional, bricolaje",12.0,,,,,,,,,,,,,,339.99,730.13,535.06,15.0,18.3,0.69,18.0,16.0,3200.0,512.0,,4.4,,,7.0,1.2,,1,71.0,715.0,,,,,3731.0,947.0,,1182.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,,,,8.0,,,,,,,,,,,,,,364.0,364.0,364.0,,,,12.0,16.0,,512.0,,5.0,,,,,,1,1.0,916.0,,,,,,833.0,,1182.0,397.0,,
2.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6,,ninguno,,,,,,Desktop,,mini ITX,negro,,,16.0,2.0,,,,,,,,,,,,,1736.7,1783.74,1760.22,26.6,12.6,5.0,20.0,16.0,4800.0,1000.0,2.5,4.6,,,24.0,2.5,65.0,1,49.0,487.0,22.0,2259.0,866.0,65.0,679.0,947.0,,389.0,2.0,,749.0
2.0,Mini PC,,HDMI,"Ethernet, wifi, Bluetooth",,,,0.0,DDR4,,,,LAN 10/100/1000/2500,,,,,Desktop,,barebone,negro,,"bricolaje, profesional",,2.0,2.0,,,,,,,,,,,,519.9,551.99,535.94,33.7,12.9,,,,,,,,64.0,,31.0,,,1,25.0,715.0,,,,931.0,3731.0,,,398.0,,34.0,
3.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,bricolaje,,2.0,1.0,,,,,,,,,,,,630.08,890.6,760.34,11.9,11.3,,,,,,,,64.0,,4.0,,,1,4.0,391.0,21.0,,,56.0,,,,398.0,,,
2.0,Mini PC,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,Desktop,,,,,,,,,,,,,,,,,,,,373.44,1029.0,701.22,19.7,19.7,,,,,,,,,,3.0,,,1,,,36.0,2259.0,,931.0,,,,,,,
3.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,8.0,1.0,,,,,,,,,,,,,370.07,515.46,442.76,17.8,17.8,,10.0,8.0,3200.0,256.0,1.2,4.5,32.0,,3.0,1.2,,1,50.0,715.0,87.0,63.0,866.0,73.0,3731.0,190.0,,,813.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,"profesional, bricolaje",16.0,,,,,,,,,,,,,,425.0,425.0,425.0,15.0,18.3,0.69,24.0,16.0,3200.0,1000.0,,4.9,,,7.0,2.1,,1,7.0,715.0,,,,,3731.0,356.0,,1182.0,589.0,,
,Mini PC,disco duro SSD,,"Ethernet, wifi",,,Intel,,,,,ninguno,,,,,,Desktop,1 entrada de auriculares,mini ITX,,,,24.0,,,,,,,,,,,,,,,,,,,,30.0,32.0,,1000.0,5.0,5.1,,,,,65.0,1,20.0,715.0,,2259.0,529.0,931.0,3731.0,356.0,,,337.0,,749.0
3.0,Mini PC,,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,Intel,0.0,DDR4,,,ninguno,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",12.0,,1.0,,,,,,,,,,,,381.94,586.04,483.99,12.4,12.4,1.33,12.0,,,,,,64.0,,5.0,1.3,15.0,1,165.0,,63.0,,529.0,73.0,,947.0,,398.0,233.0,,
2.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",,,,0.0,DDR4,,,ninguno,,,,,,Desktop,,barebone,negro,,,,,,,,,,,,,,,,,500.46,645.91,573.18,35.7,12.0,,,,,,,,,,18.0,,,1,8.0,916.0,,2259.0,,931.0,,,,398.0,,,
2.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,20.0,,,,,,,,,,,,,,549.02,668.75,608.88,18.63,18.63,,24.0,8.0,3200.0,256.0,1.6,4.6,64.0,,3.0,1.6,,1,19.0,374.0,87.0,2259.0,,73.0,3731.0,947.0,29.0,14.0,163.0,,
3.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,8.0,2.0,,,,,,,,,,,,,490.79,512.15,501.47,13.56,13.56,0.63,10.0,,5200.0,,,4.7,64.0,,5.0,1.2,,1,11.0,135.0,63.0,44.0,,88.0,3731.0,190.0,,398.0,813.0,,
3.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,,2.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,,,,,,,,,,,,,,,,,453.9,1262.0,857.95,11.2,11.7,,,,,,,,64.0,,3.0,,,1,8.0,916.0,,2259.0,,,3731.0,,,398.0,,,
