ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_placa_base,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,2.0,DDR5,GDDR6X,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,32.0,4.0,,,2 TB,,,,,,,,2304.61,2304.61,2304.61,47.0,20.4,,36.0,32.0,4400.0,1000.0,,5.8,,,46.0,3.0,,1,19.0,74.0,94.0,11.0,,13.0,412.0,356.0,,389.0,194.0,,
1.0,PC gaming,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,,2.0,,,,,,,,,,1283.48,1283.48,1283.48,29.7,15.5,,20.0,16.0,,512.0,2.5,4.7,,,33.0,2.5,65.0,1,40.0,487.0,40.0,2259.0,866.0,931.0,,947.0,,389.0,233.0,139.0,749.0
1.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6X,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,semitorre,negro,gaming,28.0,,,,,,,,,,,,3198.88,3198.88,3198.88,,,,33.0,32.0,,1000.0,2.1,5.4,,,,2.1,65.0,1,21.0,358.0,94.0,2259.0,207.0,931.0,412.0,833.0,,389.0,160.0,,749.0
1.0,PC gaming,disco duro SSD,,"wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6X,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,,gaming,16.0,,,,,,,,,,,,6056.75,6056.75,6056.75,47.0,20.4,,96.0,32.0,,2000.0,,5.0,,,46.0,4.2,120.0,1,33.0,54.0,94.0,2259.0,52.0,931.0,30.0,,,389.0,589.0,,167.0
1.0,PC gaming,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,GDDR6,,,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,,2.0,,,,,,,,,,1436.2,1436.2,1436.2,29.7,15.5,,20.0,16.0,,1000.0,2.5,4.7,,,33.0,2.5,65.0,1,40.0,191.0,40.0,2259.0,207.0,931.0,679.0,947.0,,165.0,233.0,139.0,749.0
1.0,PC gaming,,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,2.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,2.0,2.0,,1 TB,,,canal 5.1,,,,,1672.2,1672.2,1672.2,29.7,15.5,6.31,20.0,16.0,3200.0,512.0,2.5,4.6,,,33.0,2.5,65.0,1,47.0,191.0,40.0,52.0,866.0,67.0,679.0,947.0,,165.0,233.0,139.0,749.0
2.0,PC gaming,disco duro SSD,USB-C,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR5,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,plateado,gaming,12.0,2.0,2.0,,,,,,,,,,509.15,1103.99,806.57,29.7,15.5,6.31,18.0,16.0,3200.0,512.0,2.5,4.4,,,33.0,,65.0,1,104.0,89.0,40.0,2259.0,529.0,36.0,124.0,947.0,,389.0,813.0,139.0,749.0
1.0,PC gaming,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,2.0,2.0,,,,,,,,,,1575.19,1575.19,1575.19,29.7,15.5,,20.0,16.0,3200.0,1000.0,2.5,4.7,,,33.0,2.5,65.0,1,40.0,191.0,40.0,2259.0,207.0,9.0,679.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,2.0,DDR5,GDDR6X,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,28.0,4.0,,,1 TB,,,,,,,,4172.85,4172.85,4172.85,47.0,20.4,,33.0,64.0,5200.0,1000.0,,5.6,,,46.0,3.4,125.0,1,27.0,76.0,94.0,2259.0,866.0,13.0,193.0,833.0,,389.0,160.0,,
1.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6X,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,24.0,2.0,,,,,,,,,,,2623.1,2623.1,2623.1,47.0,20.4,18.7,30.0,32.0,5200.0,1000.0,,5.4,,,46.0,3.4,125.0,1,27.0,358.0,94.0,2259.0,866.0,931.0,412.0,833.0,,165.0,337.0,,749.0
2.0,PC gaming,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR6,64.0,,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,28.0,,2.0,,,,,,,,,,1949.85,1961.19,1955.52,29.7,15.5,,33.0,32.0,,1000.0,2.1,5.4,,,33.0,2.1,65.0,1,21.0,191.0,40.0,2259.0,207.0,9.0,679.0,833.0,,389.0,160.0,139.0,749.0
1.0,PC gaming,,,"Bluetooth, Ethernet, wifi",,,,,DDR5,,,,,,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,1396.64,1396.64,1396.64,45.84,19.7,,,,5600.0,,,,,,41.0,,,1,,,2.0,,,,,,,,,,
4.0,PC gaming,disco duro SSD,,Ethernet,,,AMD,1.0,DDR4,GDDR6,,ninguno,,,,,Desktop,,,blanco,gaming,12.0,2.0,,,,,,,,,,,819.99,899.99,859.99,,,13.0,16.0,16.0,3200.0,1000.0,,4.2,,,,3.6,65.0,1,24.0,89.0,,,83.0,931.0,124.0,327.0,,389.0,813.0,,478.0
3.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,DDR5,,64.0,ninguno,,,,,Desktop,,desktop,negro,gaming,12.0,2.0,,,,,,,,,,,1462.89,1483.9,1473.39,,,,32.0,16.0,,1000.0,,5.3,,,,4.7,105.0,1,17.0,358.0,,2259.0,,148.0,412.0,327.0,,1182.0,813.0,,
3.0,PC gaming,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,2.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,Desktop,,desktop,negro,gaming,12.0,1.0,,,2 TB,,,,,,,,521.0,558.99,540.0,39.0,21.0,,16.0,16.0,3200.0,1000.0,,4.4,,,43.0,3.9,65.0,1,41.0,10.0,,2259.0,,148.0,3731.0,327.0,,1182.0,813.0,,
2.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,Desktop,,,,,12.0,,,,,,,,,,,,1199.0,1199.0,1199.0,,,,32.0,16.0,,1000.0,3.7,4.6,,,,3.7,65.0,1,22.0,487.0,,2259.0,159.0,,,327.0,,,813.0,,478.0
4.0,PC gaming,disco duro SSD,,Ethernet,,,Intel,,,,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,959.98,999.99,979.99,,,,18.0,16.0,3200.0,1000.0,2.5,4.4,,,,2.5,65.0,1,104.0,,,,529.0,931.0,,947.0,,,813.0,,749.0
3.0,PC gaming,disco duro M.2 SSD,HDMI,Ethernet,,,,,,GDDR6X,,,Ethernet 10/100/1000,2 USB 3.2,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,1816.92,1866.68,1841.8,,,7.0,,32.0,,1000.0,,,,,,,,1,105.0,74.0,,,,93.0,412.0,833.0,52.0,165.0,,,
2.0,PC gaming,,HDMI,"wifi, Ethernet",,IEEE 802.11ac,Intel,2.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,gaming,20.0,2.0,,,2 TB,,,canal 7.1,,,,,1184.0,1190.0,1187.0,39.0,43.0,10.5,20.0,32.0,2666.0,1000.0,2.8,5.2,64.0,,18.0,2.8,65.0,1,9.0,89.0,,2259.0,52.0,19.0,124.0,356.0,,200.0,233.0,,135.0
4.0,PC gaming,disco duro M.2 SSD,,"wifi, Ethernet",,,,1.0,DDR4,,64.0,ninguno,,,,,Desktop,,desktop,blanco,gaming,,2.0,,,,,,,,,,,1089.99,1129.99,1109.99,,,,,16.0,3200.0,2000.0,,,,,,,,1,40.0,13.0,,114.0,,,679.0,947.0,,1182.0,,,
3.0,PC gaming,disco duro SSD,HDMI,Ethernet,,,,1.0,,GDDR6,,,Ethernet 10/100/1000,,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,975.56,1050.21,1012.88,42.1,21.0,5.0,,32.0,,1000.0,,,,,49.0,,,1,104.0,191.0,,2259.0,,93.0,679.0,947.0,52.0,165.0,,,
2.0,PC gaming,disco duro SSD,,"wifi, Ethernet",,,Intel,1.0,DDR5,,64.0,ninguno,,,,,Desktop,,desktop,negro,gaming,12.0,2.0,,,,,,,,,,,3299.99,3329.99,3314.99,,,,,64.0,6000.0,2000.0,,6.0,,,,1.9,,1,23.0,43.0,,114.0,,,193.0,356.0,8.0,1182.0,194.0,,
1.0,PC gaming,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,2.0,2.0,,,,,,,,,,1302.86,1302.86,1302.86,29.7,15.5,,20.0,16.0,3200.0,1000.0,2.5,4.7,,,33.0,2.5,65.0,1,40.0,487.0,40.0,2259.0,207.0,36.0,679.0,947.0,,165.0,233.0,139.0,749.0
1.0,PC gaming,,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR5,,,,,2 USB 3.2,,,Desktop,,desktop,,,28.0,,,,,,,,,,,,2705.59,2705.59,2705.59,,,,33.0,32.0,,1000.0,3.4,5.6,,,,3.4,125.0,1,37.0,76.0,,,,,,947.0,,389.0,160.0,,749.0
2.0,PC gaming,disco duro M.2 SSD,,"wifi, Ethernet",,,AMD,1.0,DDR5,,64.0,,,,,,Desktop,,desktop,negro,gaming,32.0,2.0,,,,,,,,,,,3599.99,3629.41,3614.7,,,,,64.0,6000.0,2000.0,,5.7,,,,4.2,,1,10.0,43.0,,114.0,,,193.0,108.0,2.0,1182.0,337.0,,
4.0,PC gaming,,,"Bluetooth, Ethernet, wifi",Bluetooth 5.1,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,,Desktop,,minitorre,,gaming,,,2.0,,,,,,,,,,1499.0,3591.08,2545.04,37.2,13.2,,,,,,,,,,40.0,,,1,,,88.0,,,931.0,,,,,,,
1.0,PC gaming,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,,,,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,gaming,28.0,,,,,,,,,,,,1528.71,1528.71,1528.71,27.9,17.0,,33.0,16.0,,1000.0,2.1,5.4,,,37.0,2.1,65.0,1,21.0,487.0,9.0,2259.0,207.0,,,833.0,52.0,398.0,160.0,,749.0
1.0,PC gaming,,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR5,,,,,,,,Desktop,,desktop,,,28.0,,,,,,,,,,,,4432.42,4432.42,4432.42,,,,33.0,32.0,,2000.0,3.4,5.6,,,,3.4,125.0,1,27.0,76.0,,,866.0,,,947.0,,389.0,160.0,,
1.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,gris,gaming,,,2.0,,,,,,,,,,1220.45,1220.45,1220.45,29.7,15.5,,,16.0,,512.0,,,,,33.0,,,1,41.0,164.0,40.0,2259.0,,931.0,679.0,,,389.0,,139.0,
1.0,PC gaming,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,DDR5,,,ninguno,,,,Ray tracing,Desktop,,,negro,gaming,,2.0,,,,,,canal 7.1,,,,,1714.16,1714.16,1714.16,,,7.7,30.0,16.0,4800.0,1000.0,,5.2,64.0,,,2.1,,1,105.0,191.0,10.0,2259.0,,67.0,679.0,833.0,28.0,389.0,337.0,,749.0
1.0,PC gaming,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,2.0,2.0,,,,,canal 5.1,,,,,1485.99,1485.99,1485.99,29.7,15.5,6.31,20.0,16.0,3200.0,1000.0,2.5,4.7,,,33.0,2.5,65.0,1,40.0,191.0,40.0,52.0,207.0,9.0,679.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,1.0,DDR5,GDDR6X,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,gaming,,4.0,,,,,,,,,,,7193.93,7193.93,7193.93,45.0,21.1,,36.0,64.0,,2000.0,,5.8,,,48.0,3.0,,1,19.0,54.0,57.0,,,5.0,30.0,356.0,,389.0,194.0,,
2.0,PC gaming,disco duro SSD,USB-C,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6,64.0,,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,16.0,2.0,,,,,,,,,,,989.0,1149.0,1069.0,39.6,16.5,13.81,20.0,16.0,5200.0,512.0,2.5,4.6,128.0,,44.0,2.5,65.0,1,47.0,183.0,94.0,2259.0,866.0,15.0,412.0,947.0,33.0,389.0,233.0,,749.0
1.0,PC gaming,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,,2.0,2.0,,,,,canal 5.1,,,,,1449.99,1449.99,1449.99,29.7,15.5,6.31,,16.0,3200.0,1000.0,,,,,33.0,,,1,105.0,164.0,40.0,63.0,,36.0,679.0,833.0,,165.0,,139.0,
1.0,PC gaming,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,2.0,2.0,,,,,,,,,,1186.51,1186.51,1186.51,29.7,15.5,,20.0,16.0,3200.0,1000.0,2.5,4.7,,,33.0,2.5,65.0,1,40.0,164.0,40.0,2259.0,207.0,36.0,679.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC gaming,disco duro SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,16.0,,,,,,,,,,,,4101.56,4101.56,4101.56,47.0,20.4,18.0,96.0,32.0,,2000.0,4.2,5.0,128.0,,46.0,4.2,120.0,1,33.0,358.0,94.0,,94.0,931.0,3.0,295.0,,389.0,589.0,,167.0
1.0,PC gaming,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,16.0,4.0,,,,,,,,,,,3140.11,3140.11,3140.11,47.0,20.4,,96.0,32.0,5200.0,2000.0,,5.0,,,46.0,4.2,120.0,1,33.0,358.0,94.0,2259.0,52.0,15.0,412.0,295.0,,389.0,589.0,,167.0
1.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,gris,gaming,12.0,,2.0,,,,,,,,,,942.99,942.99,942.99,29.7,15.5,6.31,18.0,8.0,3200.0,512.0,,4.4,,,33.0,2.5,,1,104.0,89.0,40.0,2259.0,529.0,36.0,124.0,947.0,,165.0,813.0,139.0,
1.0,PC gaming,,USB-C,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,2.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,12.0,2.0,,,1 TB,,,canal 5.1,,,,,1655.99,1655.99,1655.99,39.6,16.5,,18.0,16.0,3200.0,512.0,2.5,4.4,,,44.0,,65.0,1,104.0,78.0,94.0,,529.0,67.0,679.0,947.0,33.0,165.0,813.0,,749.0
1.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,2.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,plateado,gaming,12.0,2.0,2.0,,1 TB,,,canal 5.1,,,,,1118.41,1118.41,1118.41,29.7,15.5,6.31,18.0,16.0,3200.0,512.0,2.5,4.4,,7200.0,33.0,,65.0,1,104.0,41.0,40.0,,529.0,36.0,54.0,947.0,,389.0,813.0,139.0,749.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,,,,,,,,,,,,,1032.9,1032.9,1032.9,,,,,32.0,,1000.0,,,,,,,,1,7.0,191.0,,2259.0,,148.0,,295.0,,1182.0,,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,2114.95,2114.95,2114.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,74.0,,2259.0,220.0,,412.0,356.0,,,589.0,,
1.0,PC gaming,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,GDDR6,,,Ethernet 10/100/1000,,,,Desktop,,minitorre,,gaming,,,2.0,,,,,,,,,,1282.99,1282.99,1282.99,29.7,15.5,,,16.0,,512.0,,,,,33.0,,,1,105.0,,40.0,2259.0,,931.0,54.0,,,165.0,,139.0,
2.0,PC gaming,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,DDR5,,,,,,,,Desktop,,,,gaming,20.0,,,,,,,,,,,,1449.0,1509.0,1479.0,,,,25.0,32.0,,1000.0,2.1,4.9,,,,2.1,65.0,1,33.0,358.0,,2259.0,529.0,95.0,412.0,833.0,,,297.0,,
1.0,PC gaming,disco duro SSD,,,,,Intel,1.0,,,,,,,,,Desktop,,torre,,gaming,20.0,,,,,,,,,,,,1866.73,1866.73,1866.73,,,,24.0,32.0,,2000.0,3.5,5.3,,,,3.5,125.0,1,15.0,,,2259.0,207.0,,,947.0,,,163.0,,
2.0,PC gaming,,,"wifi, Bluetooth",Bluetooth 5.3,Wi-Fi 6E,,,,,,,LAN 10/100/1000/2500,,,Ray tracing,Desktop,,,,gaming,,,,,,,,,,,,,1247.3,1289.3,1268.3,32.3,16.8,,,,,,,,,,36.0,,,1,,,10.0,,,931.0,,,,,,,
6.0,PC gaming,,,"Ethernet, wifi",,,,1.0,,GDDR6,,ninguno,,,,,Desktop,,torre,,gaming,12.0,,,,,,,,,,,,859.03,939.32,899.17,49.2,22.0,,32.0,16.0,3200.0,1024.0,3.7,4.6,,,44.0,,65.0,1,22.0,164.0,,,159.0,20.0,679.0,327.0,,165.0,813.0,,478.0
1.0,PC gaming,,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,2099.9,2099.9,2099.9,,,,96.0,32.0,,2000.0,4.1,4.7,,,,4.1,65.0,1,6.0,29.0,,114.0,94.0,95.0,193.0,327.0,,,813.0,,167.0
2.0,PC gaming,disco duro SSD,,,,,Intel,,,GDDR6,,ninguno,,,,Ray tracing,Desktop,,desktop,,,12.0,,,,,,,,,,,,828.85,829.0,828.92,,,,18.0,16.0,,1000.0,2.5,4.4,,,,2.5,65.0,1,104.0,183.0,,2259.0,529.0,,412.0,947.0,,,813.0,,749.0
1.0,PC gaming,disco duro M.2 SSD,,,,,Intel,1.0,DDR4,GDDR6,,ninguno,,,,Ray tracing,Desktop,,torre,blanco,,16.0,,2.0,1.0,,,,,,,,,1105.0,1105.0,1105.0,38.1,20.9,,20.0,16.0,3200.0,1000.0,2.5,4.7,64.0,,39.0,2.5,65.0,1,22.0,487.0,49.0,2259.0,207.0,931.0,679.0,947.0,7.0,389.0,233.0,34.0,749.0
1.0,PC gaming,disco duro SSD,,,,,AMD,,DDR4,GDDR6,,,,,,,Desktop,,,blanco,gaming,16.0,,,,,,,,,,,,1108.9,1108.9,1108.9,,,,32.0,32.0,,1000.0,3.4,4.6,,,,3.4,65.0,1,70.0,191.0,,2259.0,159.0,148.0,679.0,295.0,,1182.0,589.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1399.95,1399.95,1399.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,90.0,,2259.0,866.0,,679.0,833.0,,,337.0,,
1.0,PC gaming,disco duro SSD,,,,,AMD,,,,,,,,,,Desktop,,,,,16.0,,,,,,,,,,,,1489.51,1489.51,1489.51,,,,32.0,32.0,,1000.0,4.5,5.4,,,,4.5,105.0,1,22.0,14.0,,2259.0,94.0,95.0,,295.0,,,589.0,,167.0
1.0,PC gaming,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,Desktop,,minitorre,,,,,1.0,2.0,,,,,,,,,1278.99,1278.99,1278.99,45.0,21.0,,,,,,,,,,48.0,,,1,,,3.0,,,931.0,,,,,,34.0,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,,,,,,,,,Desktop,,desktop,,gaming,12.0,,,,,,,,,,,,1099.9,1099.9,1099.9,,,,16.0,32.0,,2000.0,3.6,4.2,,,,3.6,65.0,1,24.0,487.0,,2259.0,83.0,148.0,679.0,327.0,,,813.0,,478.0
2.0,PC gaming,disco duro SSD,,,,,AMD,,,,,ninguno,,,,,Desktop,,desktop,,,16.0,,,,,,,,,,,,499.0,499.0,499.0,,,,16.0,16.0,,500.0,3.8,4.6,,,,3.8,65.0,1,31.0,,,2259.0,83.0,,,295.0,,,589.0,,478.0
1.0,PC gaming,disco duro SSD,,Ethernet,,,Intel,1.0,,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,semitorre,,gaming,20.0,,,,,,,,,,,,1474.33,1474.33,1474.33,44.5,27.2,,25.0,32.0,,2000.0,1.6,4.9,,,44.0,2.1,65.0,1,33.0,164.0,,2259.0,529.0,931.0,679.0,833.0,,389.0,297.0,,749.0
1.0,PC gaming,,,"Ethernet, Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,1.0,1.0,,,,,,,,,1099.0,1099.0,1099.0,38.1,20.9,,,,,,,,,,39.0,,,1,,,49.0,,,931.0,,,,,,6.0,
1.0,PC gaming,disco duro SSD,,,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1077.9,1077.9,1077.9,,,,64.0,16.0,,1000.0,3.7,4.8,,,,3.7,105.0,1,33.0,487.0,,2259.0,159.0,57.0,193.0,108.0,,1182.0,297.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,849.95,849.95,849.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,164.0,,2259.0,220.0,,679.0,833.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,,,,AMD,,,,,,,,,,Desktop,,,,,16.0,,,,,,,,,,,,1524.74,1524.74,1524.74,,,,96.0,32.0,,1000.0,3.4,4.5,,,,3.4,105.0,1,4.0,66.0,,2259.0,,148.0,,295.0,,,589.0,,478.0
1.0,PC gaming,,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,,Intel,2.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,blanco,gaming,12.0,,,,1 TB,,,,,,,,1390.0,1390.0,1390.0,25.1,9.8,3.4,12.0,16.0,3200.0,512.0,2.6,4.4,64.0,,35.0,2.6,65.0,1,13.0,41.0,88.0,2259.0,30.0,9.0,54.0,947.0,,200.0,813.0,,
2.0,PC gaming,disco duro M.2 SSD,HDMI,Ethernet,,,,1.0,,GDDR6,64.0,,Ethernet 10/100/1000,,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,1132.23,1151.84,1142.03,42.1,21.0,,,16.0,,1000.0,,,,,49.0,,,1,33.0,487.0,,2259.0,,93.0,679.0,833.0,52.0,1182.0,,,
1.0,PC gaming,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.1,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,,negro,gaming,12.0,2.0,,,,,,,,,,,699.0,699.0,699.0,30.4,17.0,8.4,18.0,16.0,3200.0,512.0,2.5,4.4,,,37.0,,65.0,1,104.0,183.0,34.0,2259.0,529.0,4.0,412.0,947.0,,165.0,813.0,,749.0
