ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_placa_base,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,1099.95,1099.95,1099.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,183.0,,2259.0,118.0,,412.0,947.0,,,813.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1399.95,1399.95,1399.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,487.0,,2259.0,220.0,,679.0,356.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,959.95,959.95,959.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,183.0,,2259.0,,,412.0,327.0,,,813.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,2124.95,2124.95,2124.95,,,,30.0,32.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,74.0,,2259.0,866.0,,412.0,833.0,,,337.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1399.95,1399.95,1399.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,183.0,,2259.0,866.0,,412.0,833.0,,,337.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,Desktop,,,,gaming,32.0,,,,,,,,,,,,2434.95,2434.95,2434.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,74.0,,2259.0,866.0,,412.0,356.0,,,194.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1684.95,1684.95,1684.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,12.0,70.0,,2259.0,220.0,,679.0,356.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,804.95,804.95,804.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,41.0,,2259.0,,,54.0,327.0,,,813.0,,478.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,4.0,,,,,,,,,,,,527.95,527.95,527.95,,,,4.0,16.0,,1000.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1724.95,1724.95,1724.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,191.0,,2259.0,866.0,,679.0,833.0,,,337.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1774.95,1774.95,1774.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,487.0,,2259.0,220.0,,679.0,356.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,12.0,,,,,,,,,,,,1889.9,1889.9,1889.9,,,,96.0,32.0,,2000.0,4.1,4.7,,,,4.1,65.0,1,6.0,487.0,,114.0,94.0,148.0,679.0,327.0,,,813.0,,167.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,,,,,20.0,,,,,,,,,,,,1988.62,1988.62,1988.62,,,,24.0,32.0,,1000.0,2.6,5.0,,,,2.6,65.0,1,36.0,66.0,,2259.0,207.0,95.0,,947.0,,,163.0,,
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,951.9,951.9,951.9,,,,18.0,32.0,,2000.0,2.5,4.4,,,,2.5,65.0,1,104.0,487.0,,2259.0,529.0,57.0,679.0,947.0,,1182.0,813.0,,
2.0,PC gaming,,,"Ethernet, wifi, Bluetooth",,,,,,,64.0,,,,,,Desktop,,minitorre,,gaming,,,,,,,,,,,,,1390.0,1895.0,1642.5,25.1,9.8,,,,,,,,64.0,,35.0,,,1,,,88.0,,,931.0,,,,,,,
1.0,PC gaming,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR5,GDDR6,,,LAN 10/100/1000/2500,,,,Desktop,,semitorre,negro,gaming,16.0,,,,,,,,,,,,2058.1,2058.1,2058.1,39.6,21.0,,32.0,16.0,5600.0,1000.0,4.5,5.4,,,46.0,4.5,105.0,1,22.0,5.0,,2259.0,94.0,95.0,412.0,295.0,,389.0,589.0,,167.0
1.0,PC gaming,disco duro M.2 SSD,,"wifi, Ethernet",,,AMD,1.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,semitorre,negro,gaming,16.0,,,,,,,,,,,,1459.15,1459.15,1459.15,46.4,21.0,14.0,32.0,32.0,3200.0,1000.0,,4.6,,,42.0,3.4,65.0,1,70.0,487.0,2.0,2259.0,,95.0,679.0,295.0,,389.0,589.0,,
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,,,,,24.0,,,,,,,,,,,,4680.47,4680.47,4680.47,,,,30.0,32.0,,2000.0,3.4,5.4,,,,3.4,125.0,1,27.0,76.0,,2259.0,866.0,,,833.0,,,337.0,,
1.0,PC gaming,,,"wifi, Ethernet",,,AMD,2.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,12.0,,,,3 TB,,,,,,,,1899.0,1899.0,1899.0,40.0,19.0,,3.0,32.0,,960.0,3.6,4.2,,,45.0,,65.0,1,31.0,183.0,,2259.0,26.0,93.0,412.0,327.0,,1182.0,813.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,,,,AMD,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,,,negro,gaming,,,,,,,,,,,,,899.0,899.0,899.0,34.0,16.3,6.1,19.0,16.0,3200.0,1000.0,3.6,4.2,,,36.0,3.6,,1,24.0,487.0,49.0,2259.0,,57.0,679.0,,,389.0,813.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,974.95,974.95,974.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,164.0,,2259.0,220.0,,679.0,833.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,24.0,,,,,,,,,,,,2099.9,2099.9,2099.9,,,,64.0,32.0,,2000.0,4.4,5.6,,,,4.4,,1,8.0,487.0,,114.0,,148.0,679.0,108.0,,,297.0,,167.0
62.0,PC gaming,,,"wifi, Ethernet",,,,,,,,,Ethernet 10/100/1000,,,,Desktop,,semitorre,,gaming,,,,,,,,,,,,,1907.99,2905.99,2406.99,43.0,21.0,,,,,,,,,,44.0,,,1,,,,2259.0,,931.0,,,,,,,
1.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1642.9,1642.9,1642.9,,,,32.0,32.0,,1000.0,3.8,5.3,,,,3.8,65.0,1,13.0,66.0,,2259.0,94.0,148.0,,295.0,,1182.0,589.0,,167.0
1.0,PC gaming,disco duro SSD,,"wifi, Ethernet",,,AMD,1.0,DDR4,GDDR6,,,,,,,Desktop,,semitorre,negro,gaming,12.0,,,,,,,,,,,,1027.26,1027.26,1027.26,,,,16.0,16.0,,960.0,,4.2,,,,3.6,65.0,1,24.0,487.0,,2259.0,83.0,95.0,679.0,327.0,,389.0,813.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,Desktop,,,,gaming,32.0,,,,,,,,,,,,2499.95,2499.95,2499.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,74.0,,2259.0,866.0,,412.0,356.0,,,194.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,,,,,,,,,Desktop,,desktop,,gaming,20.0,,,,,,,,,,,,1809.9,1809.9,1809.9,,,,25.0,32.0,,2000.0,3.6,5.0,,,,3.6,125.0,1,27.0,29.0,,2259.0,529.0,95.0,193.0,833.0,,,297.0,,
1.0,PC gaming,disco duro SSD,,Ethernet,,,AMD,1.0,DDR4,,,,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,,,24.0,,,,,,,,,,,,3557.0,3557.0,3557.0,,,,64.0,16.0,,2000.0,3.7,4.8,,,,,105.0,1,33.0,5.0,,2259.0,,,,108.0,,398.0,297.0,,478.0
1.0,PC gaming,disco duro SSD,,,,,AMD,,,,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,1491.52,1491.52,1491.52,,,,32.0,32.0,,1000.0,3.8,5.1,,,,3.8,65.0,1,7.0,487.0,,,94.0,57.0,,327.0,,,813.0,,167.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,754.9,754.9,754.9,,,,12.0,32.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,183.0,,2259.0,118.0,57.0,412.0,947.0,,1182.0,813.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1629.95,1629.95,1629.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,358.0,,2259.0,220.0,,412.0,833.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,1409.9,1409.9,1409.9,,,,20.0,32.0,,2000.0,2.5,4.7,,,,2.5,65.0,1,40.0,487.0,,2259.0,207.0,148.0,679.0,947.0,,,233.0,,
70.0,PC gaming,,,,,,,,,,,,,,,,Desktop,,semitorre,,gaming,,,,,,,,,,,,,1218.99,2851.99,2035.49,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1.0,PC gaming,disco duro SSD,,,,,Intel,1.0,,,,,,,,,Desktop,,torre,,gaming,20.0,,,,,,,,,,,,5635.48,5635.48,5635.48,,,,24.0,32.0,,1000.0,2.5,4.8,,,,2.5,65.0,1,84.0,358.0,,2259.0,866.0,,,947.0,,,163.0,,
1.0,PC gaming,disco duro SSD,,,,,Intel,1.0,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1334.9,1334.9,1334.9,,,,16.0,32.0,,1000.0,3.5,5.3,,,,3.5,125.0,1,7.0,191.0,,2259.0,220.0,148.0,679.0,356.0,,1182.0,589.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1559.95,1559.95,1559.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,12.0,78.0,,2259.0,220.0,,679.0,356.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,12.0,,,,,,,,,,,,1639.9,1639.9,1639.9,,,,32.0,32.0,,2000.0,3.7,5.0,,,,3.7,65.0,1,14.0,487.0,,2259.0,94.0,148.0,679.0,327.0,,,813.0,,167.0
1.0,PC gaming,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,Gigabyte GA-B550M-S2H,1467.71,1467.71,1467.71,,,,,16.0,,1000.0,,,,,,,,1,41.0,89.0,,2259.0,,12.0,124.0,,,398.0,,,
1.0,PC gaming,disco duro SSD,,,,,AMD,,,,,,,,,,Desktop,,,,,12.0,,,,,,,,,,,,486.48,486.48,486.48,,,,16.0,16.0,,500.0,3.9,4.4,,,,3.9,65.0,1,41.0,,,2259.0,83.0,93.0,193.0,327.0,,,813.0,,478.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,Desktop,,,,gaming,20.0,,,,,,,,,,,,1507.9,1507.9,1507.9,,,,25.0,32.0,,2000.0,2.1,4.9,,,,2.1,65.0,1,33.0,358.0,,2259.0,529.0,148.0,,833.0,,1182.0,297.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1184.95,1184.95,1184.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,487.0,,2259.0,220.0,,679.0,833.0,,,589.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,24.0,,,,,,,,,,,,2039.9,2039.9,2039.9,,,,64.0,32.0,,2000.0,4.4,5.6,,,,4.4,,1,8.0,487.0,,2259.0,,148.0,679.0,108.0,,,297.0,,167.0
1.0,PC gaming,disco duro SSD,HDMI,Ethernet,,,Intel,1.0,,GDDR6X,,,Ethernet 10/100/1000,,,,Desktop,,semitorre,negro,gaming,24.0,,,,,,,,,,,,2612.99,2612.99,2612.99,43.0,21.0,,30.0,32.0,,2000.0,2.4,5.2,,,44.0,3.2,125.0,1,10.0,358.0,,2259.0,529.0,931.0,412.0,356.0,,398.0,337.0,,749.0
1.0,PC gaming,disco duro SSD,,,,,AMD,,,,,,,,,,Desktop,,,,,12.0,,,,,,,,,,,,1553.1,1553.1,1553.1,,,,32.0,16.0,,1000.0,3.5,4.4,,,,3.5,65.0,1,11.0,183.0,,2259.0,159.0,93.0,193.0,327.0,,,813.0,,478.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,879.9,879.9,879.9,,,,18.0,32.0,,1000.0,2.5,4.4,,,,2.5,65.0,1,104.0,487.0,,2259.0,529.0,148.0,679.0,947.0,,1182.0,813.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1199.95,1199.95,1199.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,90.0,,2259.0,866.0,,679.0,833.0,,,337.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,1229.9,1229.9,1229.9,,,,32.0,32.0,,2000.0,3.4,4.6,,,,3.4,65.0,1,70.0,487.0,,2259.0,159.0,148.0,679.0,295.0,,,589.0,,478.0
1.0,PC gaming,disco duro SSD,,Ethernet,,,Intel,,DDR5,,,,,,,,Desktop,,,negro,gaming,24.0,,,,,,,,,,,,3315.99,3315.99,3315.99,,,,30.0,64.0,,2000.0,3.4,5.4,,,,3.4,125.0,1,32.0,24.0,,114.0,866.0,,30.0,833.0,,389.0,337.0,,749.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,,,,,20.0,,,,,,,,,,,,1805.0,1805.0,1805.0,,,,24.0,32.0,,1000.0,3.5,5.1,,,,3.5,125.0,1,14.0,44.0,,2259.0,866.0,95.0,,947.0,,,163.0,,
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,Desktop,,,,gaming,20.0,,,,,,,,,,,,928.9,928.9,928.9,,,,25.0,16.0,,1000.0,2.1,4.9,,,,2.1,65.0,1,33.0,164.0,,2259.0,529.0,,193.0,833.0,,200.0,297.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,4.0,,,,,,,,,,,,558.95,558.95,558.95,,,,4.0,16.0,,1000.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,1119.9,1119.9,1119.9,,,,32.0,32.0,,2000.0,3.4,4.6,,,,3.4,65.0,1,70.0,164.0,,2259.0,159.0,148.0,679.0,295.0,,,589.0,,478.0
1.0,PC gaming,disco duro SSD,HDMI,Ethernet,,,Intel,1.0,,GDDR6,64.0,,Ethernet 10/100/1000,,,,Desktop,,semitorre,negro,gaming,20.0,,,,,,,,,,,,1485.99,1485.99,1485.99,46.2,18.5,,25.0,32.0,,1000.0,2.7,5.0,,,42.0,,190.0,1,27.0,487.0,,2259.0,529.0,931.0,679.0,833.0,,389.0,297.0,,749.0
1.0,PC gaming,disco duro SSD,,,,,,,DDR5,,,,,,,,Desktop,,desktop,,,28.0,,,,,,,,,,,,5570.82,5570.82,5570.82,,,,33.0,32.0,,2000.0,3.4,5.6,,,,3.4,125.0,1,37.0,54.0,,,,,,833.0,,,160.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,DDR4,,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1896.9,1896.9,1896.9,,,,64.0,64.0,,1000.0,3.7,4.8,,,,3.7,105.0,1,33.0,44.0,,2259.0,159.0,68.0,,108.0,,1182.0,297.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR5,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,799.95,799.95,799.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,13.0,,2259.0,118.0,,19.0,947.0,,,813.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,24.0,,,,,,,,,,,,2189.9,2189.9,2189.9,,,,64.0,32.0,,2000.0,4.4,5.6,,,,4.4,120.0,1,8.0,29.0,,2259.0,,95.0,193.0,108.0,,,297.0,,167.0
1.0,PC gaming,disco duro SSD,,Ethernet,,,AMD,,,GDDR6X,,,Ethernet 10/100/1000,,,,Desktop,,semitorre,,gaming,32.0,,,,,,,,,,,,3061.99,3061.99,3061.99,43.0,21.0,,128.0,64.0,,2000.0,4.2,5.7,,,44.0,4.2,120.0,1,10.0,358.0,,2259.0,,931.0,412.0,108.0,,398.0,337.0,,167.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,semitorre,negro,gaming,16.0,,,,,,,,,,,,2655.19,2655.19,2655.19,,,,96.0,32.0,,1000.0,3.4,4.5,,,,3.4,105.0,1,4.0,358.0,,2259.0,,95.0,,295.0,,,589.0,,478.0
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,,DDR4,,,,,,,,Desktop,,,,gaming,28.0,,,,,,,,,,,,1756.9,1756.9,1756.9,,,,33.0,64.0,,1000.0,3.4,5.6,,,,3.4,125.0,1,37.0,358.0,,2259.0,866.0,148.0,,833.0,,1182.0,160.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,32.0,,,,,,,,,,,,1619.95,1619.95,1619.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,487.0,,2259.0,866.0,,679.0,356.0,,,194.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,1749.9,1749.9,1749.9,,,,96.0,32.0,,2000.0,3.0,4.1,,,,3.0,105.0,1,20.0,29.0,,2259.0,159.0,95.0,193.0,295.0,,,589.0,,478.0
1.0,PC gaming,disco duro SSD,,Ethernet,,,AMD,1.0,,GDDR6,,,Ethernet 10/100/1000,,,,Desktop,,semitorre,,gaming,12.0,,,,,,,,,,,,1730.99,1730.99,1730.99,43.0,21.0,,32.0,32.0,,1000.0,3.7,5.0,,,44.0,3.7,65.0,1,14.0,15.0,,2259.0,94.0,931.0,412.0,327.0,,398.0,813.0,,167.0
2.0,PC gaming,disco duro SSD,,,,,AMD,,DDR5,,,,,,,,Desktop,,semitorre,negro,gaming,24.0,,,,,,,,,,,,3781.89,3898.98,3840.43,,,,128.0,32.0,,1000.0,4.4,5.6,,,,4.4,120.0,1,10.0,54.0,,2259.0,,24.0,,108.0,,,297.0,,167.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1184.95,1184.95,1184.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,183.0,,2259.0,866.0,,412.0,833.0,,,337.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,2469.9,2469.9,2469.9,,,,96.0,64.0,,2000.0,4.7,5.2,,,,4.7,120.0,1,27.0,29.0,,2259.0,27.0,95.0,193.0,295.0,,,589.0,,167.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1182.99,1182.99,1182.99,,,,20.0,32.0,,1000.0,2.5,4.6,,,,2.5,65.0,1,47.0,487.0,,,866.0,93.0,,947.0,,,233.0,,
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,32.0,,,,,,,,,,,,1749.95,1749.95,1749.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,183.0,,2259.0,866.0,,412.0,356.0,,,194.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,1809.9,1809.9,1809.9,,,,20.0,32.0,,2000.0,2.5,4.7,,,,2.5,65.0,1,40.0,29.0,,2259.0,207.0,95.0,193.0,947.0,,,233.0,,
1.0,PC gaming,disco duro SSD,HDMI,"Ethernet, wifi",,,Intel,,DDR4,,,,,,,,Desktop,,desktop,,,12.0,,,,,,,,,,,,1834.14,1834.14,1834.14,,,,18.0,32.0,3600.0,1000.0,2.5,4.4,,,,2.5,65.0,1,104.0,66.0,,,529.0,,,947.0,,,813.0,,749.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,4.0,,,,,,,,,,,,662.95,662.95,662.95,,,,4.0,16.0,,480.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,12.0,,,,,,,,,,,,1779.9,1779.9,1779.9,,,,32.0,32.0,,2000.0,4.7,5.3,,,,4.7,105.0,1,17.0,487.0,,114.0,94.0,148.0,679.0,327.0,,,813.0,,167.0
1.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,Desktop,,torre,,gaming,24.0,,,,,,,,,,,,4282.81,4282.81,4282.81,,,,64.0,32.0,,2000.0,4.7,5.6,,,,4.7,170.0,1,12.0,44.0,,2259.0,94.0,,,108.0,,,297.0,,167.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1334.95,1334.95,1334.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,191.0,,2259.0,866.0,,679.0,833.0,,,337.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,,,,,,,,,Desktop,,desktop,,gaming,20.0,,,,,,,,,,,,1639.9,1639.9,1639.9,,,,30.0,32.0,,2000.0,2.4,5.1,,,,2.4,65.0,1,20.0,487.0,,2259.0,529.0,148.0,679.0,356.0,,,337.0,,
1.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,Desktop,,torre,,gaming,12.0,,,,,,,,,,,,1554.02,1554.02,1554.02,,,,32.0,32.0,,1000.0,3.7,5.0,,,,3.7,65.0,1,14.0,191.0,,2259.0,94.0,148.0,,327.0,,,813.0,,167.0
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,959.95,959.95,959.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,183.0,,2259.0,118.0,,412.0,947.0,,,813.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,12.0,,,,,,,,,,,,1519.9,1519.9,1519.9,,,,32.0,32.0,,2000.0,3.7,5.0,,,,3.7,65.0,1,14.0,191.0,,2259.0,94.0,148.0,679.0,327.0,,,813.0,,167.0
